iter	Passed	Remaining
160	20092	104704
161	20195	104469
162	20297	104224
163	20394	103963
164	20488	103686
165	20604	103520
166	20702	103264
167	20804	103032
168	20960	103063
169	21085	102945
170	21211	102832
171	21326	102662
172	21458	102580
173	21566	102376
174	21664	102133
175	21789	102013
176	21908	101867
177	22024	101710
178	22138	101542
179	22238	101309
180	22347	101120
181	22453	100916
182	22594	100873
183	22715	100736
184	22852	100673
185	22977	100555
186	23137	100594
187	23242	100387
188	23362	100247
189	23479	100097
190	23580	99877
191	23715	99801
192	23834	99659
193	23952	99511
194	24086	99432
195	24198	99262
196	24291	99015
197	24387	98781
198	24494	98594
199	24601	98405
200	24711	98231
201	24829	98087
202	24946	97941
203	25108	97972
204	25231	97849
205	25336	97658
206	25469	97571
207	25600	97477
208	25726	97365
209	25851	97249
210	25951	97042
211	26075	96921
212	26189	96766
213	26277	96515
214	26398	96386
215	26515	96241
216	26659	96196
217	26787	96089
218	26920	96003
219	27020	95798
220	27155	95720
221	27285	95623
222	27426	95563
223	27561	95480
224	27679	95342
225	27789	95172
226	27924	95092
227	28036	94929
228	28138	94737
229	28238	94538
230	28349	94374
231	28453	94189
232	28554	93998
233	28685	93902
234	28804	93766
235	28896	93547
236	29016	93417
237	29176	93415
238	29318	93351
239	29428	93191
240	29560	93097
241	29679	92962
242	29813	92876
243	29934	92747
244	30067	92657
245	30167	92463
246	30305	92387
247	30422	92248
248	30558	92165
249	30692	92078
250	30846	92047
251	30980	91957
252	31094	91808
253	31241	91756
254	31397	91730
255	31529	91633
256	31639	91472
257	31759	91338
258	31855	91137
259	31956	90953
260	32062	90782
261	32159	90587
262	32267	90422
263	32385	90285
264	32492	90119
265	32606	89973
266	32717	89818
267	32842	89703
268	32957	89560
269	33057	89378
270	33162	89207
271	33294	89112
272	33437	89043
273	33555	88910
274	33668	88762
275	33798	88659
276	33911	88513
277	34030	88382
278	34143	88235
279	34245	88059
280	34384	87979
281	34497	87834
282	34638	87759
283	34792	87717
284	34919	87604
285	35018	87424
286	35135	87287
287	35251	87150
288	35394	87078
289	35504	86923
290	35618	86782
291	35737	86651
292	35861	86532
293	35976	86393
294	36087	86242
295	36185	86063
296	36298	85918
297	36445	85854
298	36548	85687
299	36664	85549
300	36772	85394
301	36874	85225
302	36994	85100
303	37112	84969
304	37223	84820
305	37350	84710
306	37483	84612
307	37609	84499
308	37730	84374
309	37856	84261
310	37977	84136
311	38106	84029
312	38221	83892
313	38332	83744
314	38447	83608
315	38582	83513
316	38725	83438
317	38840	83300
318	38973	83201
319	39078	83042
320	39195	82908
321	39298	82747
322	39408	82599
323	39519	82455
324	39653	82357
325	39785	82255
326	39899	82116
327	40031	82014
328	40136	81859
329	40263	81747
330	40371	81596
331	40495	81479
332	40624	81371
333	40721	81199
334	40826	81044
335	40958	80942
336	41065	80790
337	41184	80663
338	41301	80531
339	41416	80395
340	41534	80266
341	41635	80105
342	41765	80000
343	41880	79865
344	41989	79719
345	42110	79596
346	42222	79456
347	42350	79346
348	42487	79252
349	42621	79154
350	42744	79035
351	42863	78907
352	42990	78795
353	43090	78634
354	43195	78481
355	43317	78361
356	43448	78255
357	43575	78144
358	43697	78022
359	43822	77906
360	43946	77788
361	44047	77630
362	44165	77501
363	44284	77376
364	44404	77251
365	44517	77115
366	44618	76957
367	44738	76834
368	44854	76702
369	44956	76548
370	45084	76436
371	45221	76342
372	45335	76207
373	45463	76096
374	45577	75962
375	45682	75813
376	45816	75712
377	45918	75558
378	46038	75434
379	46180	75346
380	46303	75227
381	46403	75072
382	46529	74958
383	46676	74876
384	46820	74791
385	46949	74680
386	47042	74514
387	47146	74365
388	47261	74233
389	47406	74148
390	47549	74060
391	47669	73936
392	47793	73818
393	47920	73705
394	48054	73601
395	48201	73519
396	48343	73428
397	48438	73266
398	48557	73140
399	48652	72979
400	48752	72824
401	48847	72663
402	48961	72530
403	49075	72397
404	49187	72262
405	49312	72146
406	49440	72034
407	49569	71923
408	49711	71832
409	49844	71727
410	49971	71613
411	50085	71481
412	50226	71388
413	50330	71241
414	50491	71175
415	50636	71085
416	50767	70977
417	50878	70839
418	50980	70691
419	51087	70549
420	51207	70425
421	51309	70277
422	51435	70161
423	51544	70022
424	51656	69887
425	51790	69782
426	51896	69641
427	52012	69511
428	52124	69377
429	52243	69252
430	52363	69129
431	52462	68979
432	52573	68843
433	52695	68722
434	52808	68590
435	52900	68430
436	53006	68289
437	53122	68162
438	53224	68016
439	53386	67947
440	53505	67821
441	53612	67683
442	53717	67540
443	53837	67418
444	53957	67295
445	54103	67204
446	54196	67048
447	54303	66910
448	54432	66798
449	54550	66672
450	54690	66574
451	54843	66492
452	54962	66367
453	55073	66233
454	55190	66106
455	55331	66008
456	55472	65911
457	55592	65788
458	55729	65685
459	55852	65566
460	55964	65433
461	56073	65297
462	56169	65146
463	56284	65018
464	56392	64881
465	56514	64760
466	56625	64628
467	56725	64483
468	56822	64334
469	56964	64236
470	57076	64104
471	57189	63974
472	57329	63874
473	57466	63770
474	57594	63656
475	57733	63554
476	57846	63424
477	57955	63289
478	58091	63185
479	58220	63072
480	58315	62922
481	58443	62808
482	58562	62685
483	58696	62577
484	58841	62481
485	58982	62380
486	59095	62250
487	59203	62115
488	59310	61978
489	59439	61865
490	59572	61756
491	59685	61626
492	59780	61478
493	59895	61350
494	60023	61235
495	60161	61131
496	60267	60995
497	60371	60856
498	60463	60705
499	60590	60590
500	60688	60446
501	60811	60326
502	60932	60206
503	61033	60064
504	61133	59922
505	61265	59812
506	61385	59689
507	61505	59568
508	61639	59459
509	61763	59341
510	61872	59208
511	61981	59075
512	62097	58949
513	62204	58815
514	62361	58728
515	62478	58604
516	62607	58490
517	62722	58363
518	62835	58234
519	62943	58101
520	63037	57955
521	63141	57819
522	63241	57679
523	63358	57554
524	63482	57436
525	63602	57315
526	63723	57193
527	63849	57078
528	63989	56973
529	64091	56836
530	64220	56721
531	64333	56594
532	64447	56467
533	64543	56324
534	64642	56184
535	64768	56068
536	64869	55930
537	64973	55795
538	65100	55679
539	65236	55571
540	65357	55451
541	65447	55304
542	65568	55183
543	65718	55087
544	65841	54968
545	65976	54859
546	66116	54754
547	66228	54626
548	66350	54506
549	66493	54403
550	66653	54315
551	66776	54195
552	66880	54060
553	66991	53931
554	67107	53807
555	67212	53673
556	67348	53564
557	67479	53451
558	67572	53308
559	67710	53201
560	67816	53068
561	67952	52959
562	68067	52833
563	68179	52706
564	68307	52590
565	68427	52468
566	68550	52349
567	68677	52233
568	68789	52106
569	68894	51972
570	69003	51843
571	69102	51705
572	69229	51589
573	69358	51475
574	69467	51345
575	69586	51223
576	69704	51100
577	69816	50973
578	69936	50851
579	70054	50728
580	70196	50623
581	70307	50495
582	70448	50389
583	70588	50282
584	70739	50183
585	70858	50060
586	70960	49926
587	71091	49812
588	71196	49680
589	71306	49551
590	71416	49423
591	71525	49294
592	71661	49184
593	71779	49061
594	71916	48951
595	72017	48817
596	72146	48701
597	72258	48575
598	72359	48441
599	72486	48324
600	72584	48188
601	72685	48054
602	72802	47931
603	72920	47808
604	73010	47668
605	73113	47536
606	73210	47399
607	73333	47280
608	73469	47169
609	73579	47042
610	73685	46912
611	73785	46779
612	73885	46645
613	73991	46516
614	74117	46398
615	74232	46274
616	74368	46163
617	74558	46086
618	74675	45963
619	74782	45834
620	74879	45699
621	75018	45589
622	75118	45456
623	75213	45320
624	75319	45191
625	75417	45057
626	75531	44933
627	75658	44816
628	75822	44721
629	75938	44598
630	76061	44479
631	76201	44370
632	76305	44240
633	76406	44108
634	76512	43979
635	76642	43864
636	76754	43739
637	76872	43617
638	76966	43481
639	77079	43357
640	77208	43241
641	77328	43121
642	77453	43002
643	77558	42874
644	77659	42742
645	77800	42633
646	77903	42503
647	78014	42378
648	78141	42261
649	78257	42138
650	78408	42034
651	78578	41940
652	78696	41819
653	78801	41690
654	78927	41572
655	79071	41464
656	79174	41334
657	79287	41209
658	79382	41076
659	79502	40956
660	79607	40827
661	79715	40700
662	79861	40593
663	79993	40478
664	80125	40363
665	80222	40231
666	80353	40116
667	80467	39992
668	80579	39868
669	80690	39742
670	80814	39624
671	80927	39500
672	81057	39384
673	81162	39256
674	81287	39138
675	81409	39018
676	81505	38886
677	81603	38755
678	81702	38625
679	81804	38496
680	81931	38379
681	82052	38259
682	82179	38141
683	82300	38021
684	82454	37916
685	82590	37803
686	82750	37701
687	82893	37591
688	82991	37460
689	83096	37333
690	83199	37204
691	83307	37078
692	83411	36951
693	83521	36826
694	83633	36702
695	83742	36577
696	83880	36464
697	83980	36335
698	84135	36229
699	84252	36108
700	84354	35980
701	84472	35858
702	84597	35740
703	84720	35621
704	84819	35491
705	84958	35379
706	85073	35256
707	85173	35128
708	85295	35008
709	85418	34889
710	85549	34773
711	85664	34650
712	85765	34522
713	85855	34390
714	85959	34263
715	86058	34134
716	86191	34019
717	86370	33922
718	86510	33810
719	86674	33706
720	86781	33581
721	86882	33453
722	86990	33328
723	87094	33201
724	87197	33074
725	87308	32951
726	87417	32826
727	87514	32697
728	87607	32567
729	87704	32438
730	87829	32320
731	87942	32197
732	88041	32069
733	88148	31944
734	88268	31824
735	88387	31704
736	88510	31585
737	88630	31464
738	88732	31338
739	88831	31211
740	88941	31087
741	89042	30960
742	89148	30835
743	89245	30708
744	89361	30586
745	89465	30461
746	89573	30337
747	89684	30214
748	89786	30088
749	89921	29973
750	90032	29851
751	90168	29736
752	90322	29627
753	90470	29516
754	90595	29398
755	90718	29279
756	90824	29155
757	90925	29028
758	91034	28905
759	91154	28785
760	91272	28665
761	91379	28540
762	91474	28413
763	91614	28299
764	91717	28174
765	91820	28049
766	91909	27920
767	92030	27800
768	92159	27683
769	92251	27555
770	92390	27441
771	92502	27319
772	92612	27196
773	92754	27083
774	92921	26977
775	93072	26866
776	93183	26743
777	93280	26617
778	93388	26494
779	93500	26371
780	93613	26250
781	93717	26125
782	93828	26003
783	93930	25878
784	94026	25752
785	94119	25625
786	94249	25508
787	94387	25393
788	94553	25286
789	94691	25171
790	94847	25060
791	94970	24941
792	95079	24818
793	95184	24695
794	95314	24577
795	95428	24456
796	95557	24339
797	95681	24220
798	95779	24094
799	95908	23977
800	96004	23851
801	96101	23725
802	96217	23605
803	96319	23480
804	96454	23364
805	96565	23242
806	96691	23124
807	96812	23005
808	96911	22880
809	97013	22756
810	97140	22638
811	97269	22520
812	97384	22399
813	97486	22275
814	97582	22150
815	97694	22029
816	97794	21905
817	97890	21780
818	98003	21658
819	98139	21542
820	98290	21429
821	98418	21312
822	98580	21201
823	98697	21080
824	98797	20957
825	98911	20836
826	99020	20714
827	99115	20589
828	99211	20464
829	99313	20341
830	99431	20221
831	99532	20097
832	99654	19978
833	99775	19859
834	99885	19737
835	99999	19617
836	100097	19493
837	100218	19374
838	100339	19254
839	100481	19139
840	100608	19021
841	100715	18899
842	100848	18782
843	100959	18660
844	101055	18536
845	101180	18418
846	101277	18294
847	101373	18170
848	101478	18048
849	101605	17930
850	101712	17808
851	101821	17687
852	101937	17567
853	102040	17444
854	102162	17325
855	102284	17206
856	102431	17091
857	102605	16981
858	102717	16860
859	102823	16738
860	102934	16617
861	103033	16494
862	103132	16372
863	103246	16251
864	103350	16129
865	103448	16007
866	103543	15883
867	103632	15759
868	103730	15637
869	103854	15518
870	103954	15396
871	104053	15273
872	104150	15151
873	104259	15030
874	104357	14908
875	104472	14788
876	104603	14670
877	104715	14550
878	104835	14431
879	104954	14311
880	105068	14192
881	105177	14071
882	105288	13950
883	105381	13828
884	105491	13707
885	105612	13589
886	105700	13465
887	105788	13342
888	105895	13222
889	106000	13101
890	106123	12982
891	106260	12865
892	106385	12747
893	106519	12629
894	106642	12511
895	106758	12391
896	106890	12273
897	107001	12153
898	107120	12034
899	107227	11914
900	107332	11793
901	107434	11672
902	107579	11556
903	107687	11435
904	107787	11314
905	107882	11193
906	107997	11073
907	108118	10954
908	108231	10835
909	108336	10714
910	108477	10597
911	108592	10478
912	108693	10357
913	108805	10237
914	108905	10116
915	109019	9997
916	109125	9877
917	109241	9757
918	109339	9637
919	109448	9517
920	109554	9397
921	109657	9276
922	109774	9157
923	109871	9037
924	109964	8916
925	110112	8799
926	110250	8682
927	110394	8565
928	110540	8448
929	110662	8329
930	110768	8209
931	110873	8089
932	110991	7970
933	111124	7852
934	111238	7733
935	111364	7614
936	111470	7494
937	111574	7374
938	111706	7256
939	111821	7137
940	111934	7018
941	112037	6898
942	112141	6778
943	112233	6657
944	112328	6537
945	112438	6418
946	112548	6298
947	112665	6179
948	112790	6061
949	112925	5943
950	113032	5823
951	113147	5704
952	113256	5585
953	113357	5465
954	113493	5347
955	113601	5228
956	113705	5109
957	113801	4989
958	113909	4869
959	114022	4750
960	114203	4634
961	114327	4516
962	114487	4398
963	114606	4279
964	114713	4160
965	114823	4041
966	114934	3922
967	115042	3803
968	115143	3683
969	115248	3564
970	115356	3445
971	115457	3325
972	115566	3206
973	115692	3088
974	115809	2969
975	115907	2850
976	116010	2731
977	116112	2611
978	116229	2493
979	116326	2374
980	116444	2255
981	116567	2136
982	116666	2017
983	116777	1898
984	116882	1779
985	117001	1661
986	117094	1542
987	117187	1423
988	117300	1304
989	117407	1185
990	117505	1067
991	117628	948
992	117732	829
993	117851	711
994	117950	592
995	118052	474
996	118170	355
997	118335	237
998	118461	118
999	118580	0
