FORE_data,t2m_catboost_global_q,rh2m_catboost_global_q,w10m_catboost_global_q
90001_34,9.291061133025392,74.85386984494505,1.143744846367347
90001_35,9.075626772027741,76.67322189773826,1.2786549929985396
90001_36,8.988252398410221,76.93844719689943,1.3144842363230071
90002_00,15.1,26.0,1.1
90002_01,16.4,23.0,1.6
90002_02,16.9,22.0,1.3
90002_03,17.9,22.0,2.0
90002_04,17.96674887462804,21.769116013667833,1.6779224553852576
90002_05,17.341530582381253,23.334322205656953,1.4974534886897402
90002_06,14.820279227132211,30.205733270746297,1.0915937561912625
90002_07,12.196063332125703,38.37726462232234,0.888418713432637
90002_08,10.16950223509096,46.7539043559839,0.8144793099896942
90002_09,8.674175020940401,53.44368218070744,0.8412566804650926
90002_10,7.660728817466419,59.059654565455375,0.8700699565520473
90002_11,6.716213168691626,64.09730770768975,0.8752464120629958
90002_12,5.830062115387836,67.48430302618065,0.8781013436071656
90002_13,5.392284109771803,70.36753362162426,0.8924883527037235
90002_14,5.138057128429423,72.74322032916635,0.8779613681820813
90002_15,4.90793118036859,76.05028614586752,0.8740650872174913
90002_16,4.503957903774702,78.33842905682135,0.862618592038738
90002_17,4.139224950615706,80.36034151201649,0.8667548560787744
90002_18,3.8722145212910486,81.68349355835902,0.9180989648444775
90002_19,3.572259039664906,82.1640810086639,0.9392353307078141
90002_20,3.6005467188080056,82.83835485720832,0.8859527221419149
90002_21,5.363262168333817,79.31544118170419,0.9106035560480185
90002_22,7.799603353498323,70.88767976973082,1.020615384874229
90002_23,10.005512542046828,60.77686466945784,1.054764304613292
90002_24,12.28035551948908,51.90714321425331,1.1817533651088379
90002_25,13.937977471038014,45.544645096489305,1.2088127071513888
90002_26,15.113851482009759,41.82647251053931,1.409129836006576
90002_27,15.932997173212115,40.34460612551776,1.568093859632645
90002_28,16.397386847481087,40.17107866969834,1.6507667558206756
90002_29,16.071645166476998,43.45498646290199,1.473997253902833
90002_30,14.239246106599605,50.20498482081357,1.1284129132971348
90002_31,12.068675995370622,59.1312907886433,1.0074214901487482
90002_32,10.357917287584595,67.7589394143512,0.9546176965944949
90002_33,9.255259322363143,72.9880503365295,0.9498541791084044
90002_34,8.610046567341858,77.77445138318878,0.9088307146719861
90002_35,8.36304712546301,81.34809370029834,0.8912509436321443
90002_36,7.918197273135793,83.65823424566433,0.8702497444902089
90003_00,12.2,25.0,3.3
90003_01,15.4,20.0,0.7
90003_02,16.7,16.0,2.0
90003_03,17.6,17.0,3.4
90003_04,17.58888129674705,16.729102225009647,3.1307459626468486
90003_05,16.729957864393768,17.83534546501418,2.7465374915414453
90003_06,14.28631131736408,21.434738080650263,2.296182144979133
90003_07,11.55220977810382,25.986682384722037,1.899743944720537
90003_08,9.453862601674455,30.287624223660536,1.6450444473909993
90003_09,7.703179253104427,35.61109248527039,1.4444902364495322
90003_10,6.300179760558422,41.233239009672836,1.3485918307709148
90003_11,5.083576067833741,46.88738616116516,1.2640489254441658
90003_12,4.274351944952342,50.904198830932934,1.1515109491738915
90003_13,3.792667781155241,55.81676584455982,1.0944404260154383
90003_14,3.2269287618704214,60.08630491237426,1.0275407190461794
90003_15,2.9046709168448483,65.08227357647174,1.029539689542045
90003_16,2.555009455198755,69.6851437592991,1.0653579573665246
90003_17,2.2890536100170644,73.17498615155611,1.070511069017799
90003_18,1.988628860232088,76.707425857013,1.0811359466654937
90003_19,1.7457260291582204,77.8740279834256,1.0972539075469632
90003_20,1.6750197848971171,78.34532612882269,1.1429803002084427
90003_21,3.2462724891054977,73.5870966084566,1.2834988852374911
90003_22,6.573926332688793,61.74165453163595,1.4754822630332713
90003_23,9.817974794595104,50.744378112878536,1.7093219416839938
90003_24,12.374018991783474,42.67450590262791,2.0006583575748924
90003_25,14.075495051020036,38.004485193517354,2.5378262409738808
90003_26,15.149382582813828,36.47541199986476,3.2664728027955734
90003_27,15.5077741037787,36.19650421383401,3.8848811875144427
90003_28,15.569077071361702,38.17406483458168,4.165906669118965
90003_29,14.95432281424625,41.858509262792744,3.9721924053564
90003_30,13.433840523058318,47.68163064053919,3.451043564970027
90003_31,11.838095180253367,52.75218971106409,2.7604767632314298
90003_32,10.444941762080418,58.67211324586483,2.095502599934082
90003_33,9.459982709401105,64.29824840189306,1.6122268469754453
90003_34,8.53074383184725,69.03156535993504,1.4656058421424374
90003_35,7.896981180737495,72.81005735785834,1.4940504779085921
90003_36,7.655500915696523,75.46907965492261,1.4764890763442124
90004_00,14.4,31.0,1.2
90004_01,17.1,25.0,0.3
90004_02,17.3,23.0,1.4
90004_03,18.1,22.0,1.4
90004_04,18.12862145229247,21.459144347742452,1.3621318198100723
90004_05,17.054070957425612,23.1926241710533,1.2068253886853026
90004_06,13.804436011593529,32.222772266813806,0.8724660988273369
90004_07,10.506203142105457,42.00968832312347,0.7506131507686925
90004_08,8.30090684005679,51.67299143660777,0.6895246651916073
90004_09,6.816961688084106,57.94720793631033,0.7077389624362816
90004_10,5.7275760939745295,62.686055573211576,0.7456282017092728
90004_11,4.8858930819563495,67.32222662919727,0.777764682594268
90004_12,4.130660740033426,70.96836174533684,0.7680427664627145
90004_13,3.6064818943029633,73.49455949552625,0.809134401244804
90004_14,3.2822190214515325,77.50310931106358,0.8800665373791181
90004_15,2.9652529806263166,81.23151336635306,0.8643723016701599
90004_16,2.595375745187782,83.71676446234264,0.8568296341229271
90004_17,2.4669411703169177,85.17841002825192,0.886705944771055
90004_18,2.127982896806723,86.81530471169603,0.873314380565766
90004_19,2.1827819434300406,87.12773174257596,0.8632006967553231
90004_20,2.6616995770529943,87.84238760323552,0.8463976900252446
90004_21,4.6524606629304746,83.88841904805747,0.8755345274717202
90004_22,8.421246024519807,69.54049881151184,0.9010122336043618
90004_23,11.577831977385992,56.49648312595501,1.0226712768915678
90004_24,13.995094433991394,46.33889213358299,1.1887952238410895
90004_25,15.681831036703336,40.06051706187931,1.2275345295395346
90004_26,16.85054673909427,37.09121615983974,1.5068678670382272
90004_27,17.385574466632754,36.165343143838,1.735551515935211
90004_28,17.41072764995084,37.98197671686508,1.7574198561408505
90004_29,16.95595131575763,41.582813841355936,1.5561567735051376
90004_30,14.597336974069162,52.04051612568476,1.0329664057334322
90004_31,11.961753939856255,63.172967000736946,0.8786487434345299
90004_32,9.898380924815639,71.77332295421193,0.7592965288927002
90004_33,8.70047005015175,77.91077458693502,0.7639716075792038
90004_34,8.179253364767154,81.51788953516534,0.795766414360195
90004_35,7.444364192102079,83.25200398313042,0.7495078603340506
90004_36,6.785629482167657,84.8496850517645,0.7332760596633928
90005_00,15.6,25.0,2.0
90005_01,16.7,22.0,1.3
90005_02,17.3,22.0,1.8
90005_03,17.5,21.0,1.6
90005_04,17.806820296208656,20.904742434374757,1.678496466562694
90005_05,17.287723185670306,22.511518037079743,1.5798050415917517
90005_06,15.259120723229842,27.2447177386074,1.154856948738715
90005_07,12.679090642425738,33.49073189796091,0.9891651179420223
90005_08,10.69225257386994,40.030420398380755,0.889605742837081
90005_09,9.156274666965986,45.95578090969084,0.8586512984898159
90005_10,8.229120264537421,49.39464565065342,0.9065456328420556
90005_11,7.1992375768939105,52.443892546516906,0.9197643247620413
90005_12,6.37762327356227,55.942034458328116,0.8986457534185945
90005_13,5.835046940744216,58.77298745457352,0.8823082565716629
90005_14,5.360251973320552,61.961032433223835,0.8102675941846497
90005_15,5.061062331984645,65.03182575281392,0.8120625396711592
90005_16,4.8146091515030145,68.80413966986899,0.8080221579146506
90005_17,4.41261598251977,71.39901651284656,0.8241620094532244
90005_18,4.08731094789993,72.98938308216287,0.8008369415358364
90005_19,3.8188243997825335,74.50906239049614,0.8024154646268665
90005_20,4.102268877878592,75.04090365407995,0.8242558816708822
90005_21,5.672101244489407,71.58314327877072,0.8509711304593027
90005_22,8.039717909751523,63.303505106611205,0.9368050967990956
90005_23,10.560574655007642,55.384377139658646,1.0432135581661877
90005_24,12.636733065585268,49.39883733916262,1.22356212869856
90005_25,13.981300038829522,45.44711542813379,1.3413323439816776
90005_26,14.906653728004066,42.923066265228414,1.482827201188222
90005_27,15.716729908345604,41.4424422466067,1.582156923531526
90005_28,15.873187236991416,41.93955654606689,1.5434093268657247
90005_29,15.618556503633922,44.22969940547293,1.3845830475340857
90005_30,14.159736121110477,49.84025157371178,1.1043594431113066
90005_31,12.097852434457723,55.98105958335034,0.973389286093311
90005_32,10.354663117851832,62.39146627457919,0.8354553823217868
90005_33,9.221507606166535,68.04160268996942,0.8169979610740585
90005_34,8.557206976743306,71.65759256340586,0.8169269819247096
90005_35,7.915143756869293,74.68626510090371,0.8030870164977997
90005_36,7.609217896227964,77.11006366470681,0.8035136502977254
90006_00,15.8,26.0,2.3
90006_01,16.3,25.0,3.1
90006_02,17.8,24.0,2.2
90006_03,17.6,25.0,3.4
90006_04,17.059119021816034,25.947575916179485,2.6110534185711907
90006_05,15.527397165820352,28.01826695293517,2.2463579614544273
90006_06,13.093656340216627,34.631113267681386,1.67010201287006
90006_07,10.637110520960812,42.25388492735998,1.3437520421148899
90006_08,8.616009093880743,50.69610499583986,1.140074732548412
90006_09,7.5323253503757,57.13053434587059,1.070398938016256
90006_10,6.711031206815997,61.56037421444196,1.0303637076496208
90006_11,5.837986777724863,65.76706026584618,1.0062781023523788
90006_12,5.191616234024503,69.5749207372703,0.980730704241941
90006_13,4.821238719019204,73.12395612388296,0.9330765334172183
90006_14,4.42878371553338,76.92155221357957,0.9059302470823518
90006_15,4.1535427397449585,79.65479255536712,0.9043921575848961
90006_16,3.800836878372966,82.30347382679845,0.8412170345550943
90006_17,3.508640940556816,85.13943062786652,0.801185399285585
90006_18,3.1551439223436337,86.84070809787447,0.7912830245062255
90006_19,2.8189539335313567,86.99311239685889,0.7977655864240528
90006_20,3.104990817448809,85.792970720167,0.8142368101161118
90006_21,4.032470457792853,82.96160725674754,0.9016212398711831
90006_22,7.467088795563489,71.96039208105451,1.1350737740795052
90006_23,11.175363183651267,59.10954254779215,1.4561207560305887
90006_24,13.966426072755187,49.89835133282943,1.8590844757224618
90006_25,15.535577996771172,43.76869655686325,2.1694066269155
90006_26,16.401302259856127,40.81904873911083,2.4161945362394666
90006_27,16.619169041427178,39.61786887019972,2.50826589927097
90006_28,16.083259013455177,41.10459839226631,2.40555659038553
90006_29,14.800070487324398,46.07565253972309,2.1884065433068653
90006_30,12.737052742633088,53.87783380358729,1.584224592190665
90006_31,10.657362075179861,62.498297004298806,1.2215071962762474
90006_32,9.179093033187248,70.20146275367169,1.0661554390630354
90006_33,8.235959599051128,74.865756535669,1.0259114548525377
90006_34,7.437403210118166,78.63603103523218,1.0370901495022766
90006_35,6.959350403396608,80.41538404226871,1.0429314877332447
90006_36,6.68556722325158,82.0860094913583,1.0099437860789249
90007_00,9.8,30.0,1.8
90007_01,12.9,24.0,1.5
90007_02,16.3,18.0,2.3
90007_03,18.2,17.0,1.6
90007_04,18.199164940517996,16.426878179798205,2.088392693749761
90007_05,17.17339214040911,17.896360384383346,2.1921289259216046
90007_06,14.584032938599341,21.083216171315122,2.325417139453483
90007_07,12.202523608020915,25.85386767369378,2.1415820114749287
90007_08,9.704935604529345,31.03686180145055,1.7459417665913044
90007_09,7.69090999731357,38.29312836433413,1.4004662711392026
90007_10,5.856835980427257,44.97271763321135,1.2384624364158405
90007_11,4.2350778392642345,49.424104269921294,1.1160949373561655
90007_12,3.0545829650881253,54.148218732157616,1.0510642290826278
90007_13,1.8898519152062363,58.908576738498574,0.9992269543043727
90007_14,1.1096417046347866,64.06477030863756,0.9310627190684889
90007_15,0.47284096106789586,68.89772958971702,0.9019967501406235
90007_16,-0.06592007553624675,73.21617606716757,0.9008117747581177
90007_17,-0.6312322543497668,77.40572527118123,0.922046447963486
90007_18,-1.1819890577891916,80.70533404835489,0.9063081519409589
90007_19,-1.3827919130677153,82.02800506020964,0.930800226236269
90007_20,-1.290448773754033,83.45782209680215,0.9103874692572096
90007_21,-0.242349979618585,80.05944248153638,0.9140880416138544
90007_22,3.0351279188624574,68.53716104767395,0.9465899134195428
90007_23,6.980821771536143,56.42255523827911,0.9966100152836446
90007_24,10.367339801833864,45.849634355075985,1.2086600677795405
90007_25,13.048846058385891,38.340328669255285,1.5523569470632144
90007_26,15.020787009505655,35.463404147664725,2.260746042313468
90007_27,15.799404008780336,35.09969975166506,3.2413920505695213
90007_28,15.890875860311944,37.282913038757066,4.008546617427356
90007_29,14.966226929954788,40.66312999338189,4.211980588741206
90007_30,13.349273769858481,45.638958508167605,3.6596806164041125
90007_31,11.313471673285472,51.861611490830654,2.791310268589182
90007_32,9.433224979428756,59.08526112412853,2.075764137763247
90007_33,8.061756083572034,66.52060438695882,1.5745719289065694
90007_34,6.953284971793923,72.27071779519363,1.3624756769145905
90007_35,6.173391992493638,76.99601410595236,1.2486612726511663
90007_36,5.4929227719590425,80.26342640937895,1.1375599469151196
90008_00,10.0,25.0,1.9
90008_01,9.6,25.0,1.8
90008_02,9.5,26.0,4.2
90008_03,10.4,24.0,4.3
90008_04,10.250400106534347,24.661696962790153,3.453395608196253
90008_05,9.525844241393546,26.26855727270408,3.1620834265483864
90008_06,8.001690355655978,29.06113642238543,3.1143853432390656
90008_07,6.751830179022175,32.91203077806411,3.099610807695404
90008_08,5.65130010888104,35.4285472910474,3.085288523679066
90008_09,4.8910341198337965,39.06700388809132,3.0460444169499867
90008_10,4.433497000423681,42.351277105729324,3.0227538988372222
90008_11,4.202240647612903,45.15681305580664,3.001799496182941
90008_12,4.256662474901817,47.24416006488241,2.977744928517602
90008_13,4.305572249722413,49.33007078258665,2.9056189602736233
90008_14,4.299063668885277,50.91032411169171,2.8811910713492854
90008_15,4.306473351570511,52.85520457586379,2.8234200906164326
90008_16,4.2574366997255355,54.208026226875376,2.8017998191107925
90008_17,4.259427209739023,55.217544611746945,2.7827913183111517
90008_18,4.252426751823538,57.08375268112752,2.6946550909115525
90008_19,4.174548904950681,57.97057970564727,2.5734818187009045
90008_20,3.9777005326377366,56.40995964227926,2.507531210846704
90008_21,4.714286820674325,55.96453170977788,2.311490697745403
90008_22,6.322610154412797,51.65543897422124,1.9019914565760367
90008_23,7.679345899865551,47.507438086223225,1.8794544223001723
90008_24,9.135740827829153,44.109830457542486,1.8600456965369798
90008_25,10.178296711665125,42.62970596394009,2.282330102663801
90008_26,10.792060736080703,42.30756029374764,2.562143855893904
90008_27,10.573873935671713,43.97814803315194,2.777999819975941
90008_28,9.830036238162144,46.071612863222065,2.866906934746224
90008_29,8.642692836818856,51.577564623139025,2.9693032209457697
90008_30,7.664403421047874,55.5925836681624,3.091686440419917
90008_31,6.668277596648998,60.18983965487087,3.0444639640631506
90008_32,5.812645887016313,65.50282555211827,3.108999702403583
90008_33,5.30809496359503,69.73973204346896,3.0871168179894877
90008_34,5.166900611697963,72.90233536743473,3.1171308915856977
90008_35,5.021183487086222,75.13381205810711,3.043535466538474
90008_36,4.998716426627292,76.60322784501973,2.9923887937893743
90009_00,14.9,26.0,1.7
90009_01,16.2,25.0,0.7
90009_02,16.9,24.0,1.3
90009_03,17.2,27.0,0.5
90009_04,17.547779131458455,26.730086986760643,1.2831383465173245
90009_05,17.077963371395494,27.951216699422908,1.3425021260737595
90009_06,15.300288151827774,33.46679118692929,1.0080031091282011
90009_07,13.024611379951331,41.52619352395823,0.8735762910483944
90009_08,11.316297592617342,50.129088431797804,0.8047228391042577
90009_09,10.010452666878466,57.656663099872645,0.7902207836836314
90009_10,9.021060361892602,61.46912976581363,0.7939226004311216
90009_11,8.483011802606082,65.63154743028046,0.8178914827283105
90009_12,7.681598264245514,69.47170824510074,0.8701169525523746
90009_13,7.276362098194487,73.06844069164865,0.8636225968814071
90009_14,6.894728338484648,76.80452987969092,0.8391214385784659
90009_15,6.623484613223386,79.37325434600646,0.8385838461224516
90009_16,6.1707979529150885,81.92559240299009,0.8259471483465878
90009_17,5.862630885522169,82.7339207975992,0.8319442155462841
90009_18,5.533201684018646,84.1879008951288,0.8191712653809369
90009_19,5.353079846780782,85.83880923416207,0.8553101997573359
90009_20,5.799490711783312,84.4177953825807,0.8825755539539848
90009_21,6.942238368538953,80.7099127982059,0.967307550844738
90009_22,8.93722226705771,70.08152106192489,1.032431250745844
90009_23,11.183082829443691,59.47105626040688,1.1254265636276135
90009_24,13.369298889064117,50.865363702730974,1.3225611774135189
90009_25,14.753107750091784,45.50589658315323,1.3381460662396858
90009_26,15.971858647982799,41.755962646628326,1.518374843245679
90009_27,16.909254045885923,39.96105151483273,1.7664049526655197
90009_28,17.473707988381094,39.39383695466308,1.9855606371539598
90009_29,17.367030735913886,41.59641708701758,1.983125423745185
90009_30,16.130471760676052,47.640567823000715,1.4962999219850717
90009_31,14.325339628344226,55.59584248501293,1.0887132969309483
90009_32,12.703846390676524,63.855811577862745,0.9318437110254547
90009_33,11.42746895105382,69.38000202642272,0.8781609223265244
90009_34,10.766734789599688,74.2519935731568,0.8795439878038358
90009_35,9.949042827597605,78.43129297471387,0.8935653315538068
90009_36,9.411236816290852,80.95968385026501,0.8687421780200854
90010_00,13.5,24.0,2.1
90010_01,15.9,20.0,1.5
90010_02,17.2,18.0,2.2
90010_03,17.9,19.0,3.6
90010_04,17.814770618718867,19.170967082031385,2.749704180553844
90010_05,16.9512491260866,20.250193268220524,2.2891091956499903
90010_06,14.625160430970647,25.82011882190656,1.7000964015440179
90010_07,12.108184357585154,31.96136479924107,1.349746381179948
90010_08,9.565409238623287,39.977375605070144,1.051438860269759
90010_09,7.709063760113003,46.57509708993507,1.0150453462243565
90010_10,6.46872511433432,51.738693719285976,1.07305586162221
90010_11,5.587865519382506,55.48941743826112,1.0535445459805057
90010_12,4.633597797913506,59.69111411240618,1.025275255042669
90010_13,4.08260524220516,63.884594350502596,0.9959320367529835
90010_14,3.444173651709962,66.9135738248609,0.9509052996668923
90010_15,2.692210787920657,70.68625555214281,0.9506574547275002
90010_16,2.1150791223434315,73.3453568281556,0.9088247242100584
90010_17,1.9396193773963097,76.48485244397988,0.9607694195685431
90010_18,1.747034033439603,77.75188754740745,0.9810035145629828
90010_19,1.5832215221283636,79.7060285781498,0.9397205200885647
90010_20,1.769750176548247,79.91482921660946,0.9725847601977506
90010_21,3.282888669491745,75.6804175142664,0.9589076530389348
90010_22,7.054750125705024,63.04391138330898,1.1838342968653588
90010_23,10.863362199294755,50.13244228976437,1.4853911170697849
90010_24,13.87030576075827,41.99311666832659,1.6709243443223865
90010_25,16.032779911930362,36.41527745221513,2.031566216432232
90010_26,17.101919751658922,34.480747764675144,2.6808333905396453
90010_27,17.52636712524637,33.110333170651856,3.1401262367602296
90010_28,17.29384011401259,34.057251659284404,3.302685584850641
90010_29,16.28317841047996,36.97193480506193,3.186004367736752
90010_30,14.322075335417852,42.56359642673151,2.511222053644751
90010_31,12.348426907049278,49.74295721304722,2.066729612326217
90010_32,10.575210506004135,56.71412595365376,1.696988087355265
90010_33,9.515382923767914,62.9634293856502,1.5920390979412884
90010_34,8.618438661239466,67.79298983818805,1.5257572616841468
90010_35,8.237791800977671,70.51120089907522,1.524633648646975
90010_36,7.709596471193532,72.46760618292615,1.5530148810693856
