Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180829_34,18.7,90.0,1.2,19.851,76.012,2.107
20180829_35,17.4,94.0,0.6,19.689,75.516,1.849
20180829_36,17.4,94.0,1.5,19.75,75.001,1.431
20180830_00,20.2,92.0,4.0,20.459,86.876,4.387
20180830_01,22.4,81.0,1.7,20.236,83.564,3.811
20180830_02,22.4,73.0,1.4,21.112,77.38,2.535
20180830_03,22.4,75.0,1.7,20.691,79.947,2.636
20180830_04,23.3,71.0,2.0,21.172,76.985,2.534
20180830_05,23.1,71.0,1.9,21.412,74.47,2.607
20180830_06,22.9,71.0,1.0,20.925,76.778,2.101
20180830_07,23.1,71.0,1.3,20.733,80.545,1.197
20180830_08,20.9,85.0,0.5,18.152,84.538,0.64
20180830_09,19.5,88.0,1.3,18.442,81.349,0.858
20180830_10,18.7,90.0,1.2,17.554,80.006,0.887
20180830_11,17.4,94.0,0.6,17.472,79.149,0.373
20180830_12,17.4,94.0,1.5,17.839,78.158,0.287
20180830_13,16.7,94.0,0.8,17.739,77.854,0.391
20180830_14,15.9,96.0,0.3,17.242,78.173,0.461
20180830_15,15.6,96.0,0.5,17.21,78.224,0.334
20180830_16,15.3,96.0,,16.157,80.296,0.36
20180830_17,14.8,97.0,0.9,16.115,79.35,0.388
20180830_18,14.8,98.0,0.8,15.829,78.517,0.232
20180830_19,14.6,98.0,,15.749,77.682,0.306
20180830_20,16.0,97.0,0.8,19.474,74.602,0.392
20180830_21,17.2,94.0,0.3,20.713,66.093,0.952
20180830_22,21.2,76.0,0.9,21.948,63.104,1.592
20180830_23,23.9,66.0,0.6,23.063,60.616,2.208
20180830_24,25.9,60.0,2.1,24.183,57.529,1.95
20180830_25,27.3,59.0,1.5,25.13,55.575,2.132
20180830_26,27.7,50.0,2.7,25.197,56.626,2.668
20180830_27,28.1,50.0,2.7,25.114,58.393,1.731
20180830_28,27.0,48.0,2.1,24.437,62.954,0.796
20180830_29,25.8,54.0,2.1,23.443,70.808,1.156
20180830_30,25.3,55.0,1.3,23.506,68.557,1.004
20180830_31,24.3,71.0,0.6,21.937,74.441,0.615
20180830_32,23.1,75.0,,21.269,75.702,0.765
20180830_33,22.2,78.0,1.6,20.618,77.411,0.952
20180830_34,22.0,79.0,1.0,20.653,76.578,0.865
20180830_35,21.6,83.0,,19.512,80.92,0.362
20180830_36,20.2,87.0,0.6,20.018,82.131,0.569
20180831_00,25.9,60.0,2.1,27.881,55.735,1.043
20180831_01,27.3,59.0,1.5,26.194,49.675,1.98
20180831_02,27.7,50.0,2.7,25.906,52.511,2.022
20180831_03,28.1,50.0,2.7,25.911,54.892,2.154
20180831_04,27.0,48.0,2.1,26.084,52.651,1.754
20180831_05,25.8,54.0,2.1,25.718,58.024,1.652
20180831_06,25.3,55.0,1.3,23.972,66.899,1.671
20180831_07,24.3,71.0,0.6,22.986,67.476,1.257
20180831_08,23.1,75.0,,21.211,71.055,0.808
20180831_09,22.2,78.0,1.6,20.308,73.901,0.868
20180831_10,22.0,79.0,1.0,19.952,76.477,1.213
20180831_11,21.6,83.0,,20.818,74.736,1.191
20180831_12,20.2,87.0,0.6,20.533,76.625,0.934
20180831_13,19.7,90.0,,20.671,76.845,0.89
20180831_14,18.9,92.0,,20.717,77.574,0.523
20180831_15,18.1,94.0,0.6,19.871,81.394,0.621
20180831_16,17.1,95.0,0.5,20.056,80.925,0.746
20180831_17,16.5,96.0,0.4,19.526,82.422,0.929
20180831_18,15.9,96.0,0.9,18.854,83.529,1.783
20180831_19,15.5,96.0,0.6,17.897,85.863,0.689
20180831_20,16.9,94.0,0.9,19.489,78.525,1.781
20180831_21,19.2,81.0,0.4,20.579,73.227,1.213
20180831_22,21.1,82.0,1.3,21.624,69.114,1.075
20180831_23,22.9,73.0,1.9,23.218,61.174,3.076
20180831_24,25.1,64.0,3.1,23.219,63.676,3.504
20180831_25,24.1,64.0,1.7,23.151,64.207,4.427
20180831_26,23.9,62.0,2.4,22.407,67.246,3.779
20180831_27,23.8,59.0,3.1,24.039,58.363,5.554
20180831_28,24.5,50.0,5.4,24.02,55.272,4.931
20180831_29,23.9,53.0,4.4,21.155,66.604,4.231
20180831_30,23.5,54.0,1.6,19.589,74.464,4.595
20180831_31,22.8,59.0,3.6,18.838,74.828,3.819
20180831_32,22.0,63.0,1.6,18.4,78.785,4.464
20180831_33,20.4,75.0,0.9,18.347,79.287,4.238
20180831_34,20.9,73.0,1.0,18.327,77.636,3.665
20180831_35,20.8,74.0,2.2,18.594,77.513,3.669
20180831_36,19.5,87.0,3.0,18.737,79.331,3.781
20180901_00,25.1,64.0,3.1,27.07,59.29,3.987
20180901_01,24.1,64.0,1.7,23.733,65.401,3.438
20180901_02,23.9,62.0,2.4,23.424,67.395,3.493
20180901_03,23.8,59.0,3.1,23.342,69.184,3.26
20180901_04,24.5,50.0,5.4,23.445,69.772,2.465
20180901_05,23.9,53.0,4.4,22.696,76.32,2.151
20180901_06,23.5,54.0,1.6,21.876,76.485,2.948
20180901_07,22.8,59.0,3.6,20.892,85.627,2.015
20180901_08,22.0,63.0,1.6,20.395,88.441,1.519
20180901_09,20.4,75.0,0.9,20.266,88.754,1.57
20180901_10,20.9,73.0,1.0,20.271,89.111,1.552
20180901_11,20.8,74.0,2.2,20.062,88.636,2.068
20180901_12,19.5,87.0,3.0,19.745,88.573,2.069
20180901_13,18.8,94.0,1.0,19.721,85.974,2.506
20180901_14,18.5,96.0,0.6,19.142,92.147,1.26
20180901_15,18.1,98.0,1.1,19.099,92.453,1.678
20180901_16,19.7,89.0,5.0,19.332,92.07,1.772
20180901_17,20.2,86.0,1.5,19.528,91.042,2.176
20180901_18,18.5,97.0,1.2,19.602,90.074,2.725
20180901_19,18.6,97.0,2.7,19.464,90.553,2.206
20180901_20,18.9,98.0,1.1,19.362,91.537,2.009
20180901_21,19.3,96.0,0.9,19.388,94.19,0.84
20180901_22,23.5,84.0,1.9,19.881,89.669,0.909
20180901_23,23.9,74.0,1.7,21.05,86.752,0.716
20180901_24,24.9,67.0,1.3,22.705,80.537,2.062
20180901_25,25.6,66.0,0.9,24.733,70.46,2.126
20180901_26,25.7,68.0,0.6,26.723,60.094,2.638
20180901_27,27.0,60.0,1.3,27.936,52.658,2.484
20180901_28,26.5,63.0,0.8,28.276,51.036,2.137
20180901_29,25.9,69.0,1.3,26.827,61.858,3.319
20180901_30,26.5,66.0,0.9,24.386,78.764,0.855
20180901_31,24.4,80.0,2.4,25.014,77.811,1.328
20180901_32,23.3,86.0,1.4,22.098,84.626,1.442
20180901_33,21.8,92.0,,21.269,83.279,0.864
20180901_34,21.0,92.0,,20.288,80.172,0.816
20180901_35,20.8,92.0,0.6,19.78,84.569,1.184
20180901_36,20.8,90.0,1.4,19.267,63.227,1.199
20180902_00,24.9,67.0,1.3,27.275,65.811,2.49
20180902_01,25.6,66.0,0.9,26.147,54.375,1.497
20180902_02,25.7,68.0,0.6,27.929,46.16,1.83
20180902_03,27.0,60.0,1.3,28.752,44.143,2.782
20180902_04,26.5,63.0,0.8,28.855,43.794,2.235
20180902_05,25.9,69.0,1.3,29.013,43.198,0.667
20180902_06,26.5,66.0,0.9,24.913,69.667,3.831
20180902_07,24.4,80.0,2.4,24.711,71.935,3.339
20180902_08,23.3,86.0,1.4,22.629,77.617,3.141
20180902_09,21.8,92.0,,23.08,74.081,4.847
20180902_10,21.0,92.0,,22.976,72.816,5.301
20180902_11,20.8,92.0,0.6,23.049,65.819,4.961
20180902_12,20.8,90.0,1.4,22.683,59.838,4.527
20180902_13,19.8,91.0,0.9,21.73,54.532,3.563
20180902_14,18.6,90.0,1.6,20.561,46.396,2.33
20180902_15,17.7,92.0,0.6,19.521,43.492,2.05
20180902_16,16.5,94.0,1.1,18.534,42.046,1.623
20180902_17,16.0,95.0,1.2,18.138,39.703,2.415
20180902_18,15.7,97.0,1.0,17.326,41.23,2.612
20180902_19,15.0,97.0,1.1,16.508,42.407,2.294
20180902_20,16.5,93.0,0.9,19.653,50.387,2.401
20180902_21,20.1,73.0,1.1,21.908,42.093,2.597
20180902_22,24.5,36.0,3.6,22.643,42.902,4.0
20180902_23,25.1,36.0,2.4,23.509,41.24,7.28
20180902_24,24.9,40.0,3.0,24.299,41.187,7.78
20180902_25,24.9,39.0,7.2,25.245,39.057,8.645
20180902_26,26.0,39.0,3.9,25.554,38.517,9.579
20180902_27,25.0,41.0,3.0,25.489,38.252,11.586
20180902_28,25.3,41.0,1.1,24.937,38.599,12.108
20180902_29,25.4,38.0,2.6,24.501,39.893,10.887
20180902_30,26.0,33.0,4.2,23.556,39.675,11.788
20180902_31,25.3,32.0,3.6,21.987,50.029,5.846
20180902_32,24.1,34.0,2.6,19.529,47.315,3.743
20180902_33,23.8,34.0,2.4,17.401,52.893,1.339
20180902_34,22.3,40.0,2.4,17.024,52.974,1.921
20180902_35,20.0,50.0,1.5,16.625,53.443,1.678
20180902_36,20.4,50.0,2.2,16.52,53.113,2.213
20180903_00,24.9,40.0,3.0,25.892,46.908,3.584
20180903_01,24.9,39.0,7.2,25.023,41.131,5.993
20180903_02,26.0,39.0,3.9,24.899,42.373,6.772
20180903_03,25.0,41.0,3.0,24.85,41.247,7.168
20180903_04,25.3,41.0,1.1,24.756,40.454,7.495
20180903_05,25.4,38.0,2.6,24.341,41.438,7.261
20180903_06,26.0,33.0,4.2,23.584,43.062,6.4
20180903_07,25.3,32.0,3.6,21.407,50.409,4.34
20180903_08,24.1,34.0,2.6,17.731,55.539,1.812
20180903_09,23.8,34.0,2.4,17.365,56.04,2.352
20180903_10,22.3,40.0,2.4,17.38,56.762,2.85
20180903_11,20.0,50.0,1.5,16.479,59.228,1.733
20180903_12,20.4,50.0,2.2,16.921,56.862,2.86
20180903_13,18.1,58.0,1.7,16.791,57.339,2.541
20180903_14,18.2,59.0,1.4,16.494,58.434,2.368
20180903_15,18.4,56.0,2.4,15.802,59.53,1.947
20180903_16,18.2,56.0,3.6,14.946,60.05,2.048
20180903_17,17.6,58.0,3.3,14.78,58.164,2.096
20180903_18,17.4,58.0,3.6,14.391,58.777,2.141
20180903_19,18.6,51.0,1.5,13.908,59.754,2.509
20180903_20,19.1,54.0,1.1,17.69,58.356,2.293
20180903_21,22.0,45.0,0.9,20.472,42.847,6.875
20180903_22,22.7,43.0,1.8,21.804,37.746,8.822
20180903_23,24.1,40.0,3.0,23.316,33.549,5.884
20180903_24,25.6,39.0,1.7,24.451,30.338,7.212
20180903_25,26.3,32.0,2.6,25.357,29.505,7.248
20180903_26,26.6,30.0,3.0,26.018,28.134,7.241
20180903_27,27.1,34.0,2.9,26.3,28.488,6.207
20180903_28,27.7,30.0,2.9,26.305,30.042,4.609
20180903_29,27.9,29.0,1.8,25.875,33.256,4.476
20180903_30,27.6,31.0,3.4,24.532,37.842,3.84
20180903_31,24.9,45.0,1.1,21.294,47.584,2.978
20180903_32,21.8,56.0,1.7,20.006,41.025,2.959
20180903_33,20.7,56.0,1.9,19.629,43.504,2.316
20180903_34,20.3,55.0,2.6,18.93,46.252,1.664
20180903_35,19.0,62.0,1.3,18.434,47.499,1.369
20180903_36,17.4,70.0,0.8,17.322,49.306,1.113
20180904_00,25.6,39.0,1.7,27.373,39.514,1.019
20180904_01,26.3,32.0,2.6,26.492,29.575,2.41
20180904_02,26.6,30.0,3.0,27.376,28.371,3.683
20180904_03,27.1,34.0,2.9,27.76,29.886,4.51
20180904_04,27.7,30.0,2.9,27.878,30.809,4.246
20180904_05,27.9,29.0,1.8,27.649,32.15,4.043
20180904_06,27.6,31.0,3.4,27.185,35.158,2.202
20180904_07,24.9,45.0,1.1,22.936,51.455,1.006
20180904_08,21.8,56.0,1.7,20.426,42.451,1.258
20180904_09,20.7,56.0,1.9,19.883,42.425,1.181
20180904_10,20.3,55.0,2.6,19.001,43.871,1.062
20180904_11,19.0,62.0,1.3,18.708,44.863,1.142
20180904_12,17.4,70.0,0.8,19.123,43.141,1.815
20180904_13,16.6,76.0,1.5,19.013,43.194,1.746
20180904_14,16.9,70.0,0.6,18.752,42.927,1.438
20180904_15,15.9,82.0,0.8,18.669,42.783,1.235
20180904_16,15.6,84.0,0.6,19.348,41.769,0.978
20180904_17,14.8,86.0,1.1,19.192,41.868,1.249
20180904_18,14.5,84.0,0.6,18.303,43.214,0.79
20180904_19,14.0,88.0,,16.674,45.635,0.528
20180904_20,16.1,78.0,1.2,20.113,55.558,0.52
20180904_21,18.6,66.0,1.0,22.947,38.806,1.369
20180904_22,22.2,46.0,0.6,24.705,35.909,3.651
20180904_23,26.1,38.0,1.7,25.992,32.446,5.104
20180904_24,28.2,37.0,2.2,26.709,32.069,4.792
20180904_25,29.7,26.0,3.3,27.732,31.104,4.022
20180904_26,30.3,23.0,1.8,28.688,29.636,4.165
20180904_27,32.0,25.0,6.2,29.187,28.979,4.467
20180904_28,31.0,27.0,3.5,29.185,29.583,4.419
20180904_29,31.1,28.0,4.7,28.852,31.623,4.464
20180904_30,29.3,31.0,2.9,27.405,38.916,3.855
20180904_31,27.9,35.0,2.3,23.982,51.301,2.997
20180904_32,25.0,44.0,3.2,22.582,43.365,3.734
20180904_33,23.6,50.0,4.2,22.832,40.682,4.377
20180904_34,22.8,51.0,3.6,22.525,40.613,4.13
20180904_35,21.8,55.0,2.7,23.015,37.178,4.53
20180904_36,21.0,58.0,0.7,23.341,34.181,4.784
20180905_00,28.2,37.0,2.2,30.511,40.525,1.266
20180905_01,29.7,26.0,3.3,29.136,25.301,2.755
20180905_02,30.3,23.0,1.8,29.331,27.231,4.202
20180905_03,32.0,25.0,6.2,29.436,28.756,4.349
20180905_04,31.0,27.0,3.5,29.451,30.331,5.184
20180905_05,31.1,28.0,4.7,29.25,32.034,4.396
20180905_06,29.3,31.0,2.9,28.128,38.56,3.911
20180905_07,27.9,35.0,2.3,25.124,47.767,4.402
20180905_08,25.0,44.0,3.2,22.807,47.969,3.509
20180905_09,23.6,50.0,4.2,23.274,44.071,4.48
20180905_10,22.8,51.0,3.6,23.691,40.052,4.712
20180905_11,21.8,55.0,2.7,23.884,36.562,4.927
20180905_12,21.0,58.0,0.7,23.433,35.583,4.83
20180905_13,18.9,69.0,0.6,23.396,34.526,4.515
20180905_14,17.2,79.0,0.6,21.439,39.265,3.419
20180905_15,16.2,83.0,1.0,18.04,34.274,2.246
20180905_16,16.6,79.0,1.4,16.447,35.676,1.603
20180905_17,19.1,41.0,2.1,15.442,39.602,1.534
20180905_18,17.9,46.0,1.8,15.001,42.139,2.102
20180905_19,16.1,47.0,3.0,14.315,43.57,2.256
20180905_20,16.6,52.0,1.6,16.718,56.471,1.451
20180905_21,20.5,38.0,1.3,18.082,39.531,2.142
20180905_22,22.0,28.0,2.2,18.299,40.219,4.536
20180905_23,20.8,32.0,2.3,18.885,39.789,4.476
20180905_24,21.8,34.0,4.6,19.689,37.963,4.806
20180905_25,21.2,38.0,4.1,20.116,38.101,5.459
20180905_26,22.5,35.0,3.5,20.341,38.797,5.676
20180905_27,22.7,36.0,3.0,20.607,39.96,6.283
20180905_28,22.3,38.0,4.8,21.086,37.111,7.778
20180905_29,21.7,38.0,3.0,21.334,39.078,7.735
20180905_30,21.2,38.0,2.1,19.576,43.056,5.968
20180905_31,20.3,40.0,2.4,17.98,48.948,4.708
20180905_32,19.6,37.0,2.6,16.913,44.931,5.294
20180905_33,19.9,35.0,2.4,17.352,41.254,6.567
20180905_34,20.4,31.0,1.8,15.172,45.036,3.408
20180905_35,17.3,40.0,2.3,13.531,48.466,2.884
20180905_36,16.5,45.0,1.5,13.259,48.645,2.81
20180906_00,21.8,34.0,4.6,23.192,41.83,3.202
20180906_01,21.2,38.0,4.1,21.558,36.589,4.516
20180906_02,22.5,35.0,3.5,21.304,39.806,6.659
20180906_03,22.7,36.0,3.0,21.023,39.752,7.576
20180906_04,22.3,38.0,4.8,20.751,39.985,8.241
20180906_05,21.7,38.0,3.0,21.089,38.255,7.676
20180906_06,21.2,38.0,2.1,19.98,42.035,7.13
20180906_07,20.3,40.0,2.4,18.606,45.252,7.935
20180906_08,19.6,37.0,2.6,18.031,42.257,7.823
20180906_09,19.9,35.0,2.4,17.163,42.775,5.624
20180906_10,20.4,31.0,1.8,14.539,51.833,2.378
20180906_11,17.3,40.0,2.3,14.023,51.972,2.365
20180906_12,16.5,45.0,1.5,13.929,50.116,2.59
20180906_13,14.9,51.0,2.2,13.215,50.236,2.039
20180906_14,14.0,59.0,2.4,13.144,48.492,2.17
20180906_15,13.7,60.0,2.5,12.615,50.183,2.47
20180906_16,13.8,60.0,1.0,12.174,51.473,1.267
20180906_17,12.6,68.0,1.0,11.986,54.871,1.614
20180906_18,11.9,72.0,1.0,11.391,59.863,1.908
20180906_19,12.7,67.0,1.0,10.563,65.958,1.479
20180906_20,14.5,67.0,1.6,14.304,63.957,2.104
20180906_21,19.1,49.0,0.7,16.881,52.361,1.575
20180906_22,21.2,35.0,3.3,18.518,46.94,4.286
20180906_23,21.7,35.0,2.5,19.818,39.841,5.692
20180906_24,22.5,32.0,6.0,20.597,38.637,6.65
20180906_25,23.5,31.0,3.3,21.44,34.994,6.331
20180906_26,22.8,30.0,5.7,22.077,32.322,6.366
20180906_27,23.2,31.0,5.8,22.386,31.341,6.383
20180906_28,23.1,31.0,4.2,22.513,30.562,6.506
20180906_29,24.6,29.0,1.9,22.172,31.972,5.755
20180906_30,23.9,29.0,3.7,21.236,36.107,4.341
20180906_31,23.0,29.0,2.1,17.313,53.452,1.781
20180906_32,19.6,41.0,1.3,14.475,47.87,1.811
20180906_33,17.2,52.0,1.5,13.961,48.699,1.255
20180906_34,15.8,58.0,2.1,13.528,49.859,1.841
20180906_35,15.1,60.0,2.3,12.964,51.614,2.299
20180906_36,14.0,62.0,2.0,12.567,52.022,2.143
20180907_00,22.5,32.0,6.0,23.869,41.491,3.427
20180907_01,23.5,31.0,3.3,22.435,34.094,5.699
20180907_02,22.8,30.0,5.7,23.082,33.163,5.413
20180907_03,23.2,31.0,5.8,23.348,32.169,5.872
20180907_04,23.1,31.0,4.2,23.339,32.844,5.738
20180907_05,24.6,29.0,1.9,22.873,33.927,5.54
20180907_06,23.9,29.0,3.7,21.855,37.87,4.067
20180907_07,23.0,29.0,2.1,17.745,57.694,1.216
20180907_08,19.6,41.0,1.3,14.315,49.954,1.277
20180907_09,17.2,52.0,1.5,13.801,50.42,0.714
20180907_10,15.8,58.0,2.1,13.475,51.558,1.686
20180907_11,15.1,60.0,2.3,13.272,51.665,1.6
20180907_12,14.0,62.0,2.0,13.046,52.261,1.32
20180907_13,12.5,71.0,0.5,12.837,52.604,1.588
20180907_14,11.3,76.0,1.1,12.503,53.708,1.691
20180907_15,11.4,74.0,1.3,11.999,56.132,2.2
20180907_16,9.8,82.0,0.8,11.567,57.995,2.048
20180907_17,9.1,85.0,,11.182,59.284,1.353
20180907_18,8.3,90.0,0.6,11.108,59.039,1.127
20180907_19,7.9,92.0,1.4,10.887,59.37,1.012
20180907_20,10.7,78.0,0.8,14.245,63.907,1.033
20180907_21,13.5,68.0,0.5,16.289,47.284,1.056
20180907_22,18.3,48.0,0.9,17.575,42.604,1.17
20180907_23,21.6,39.0,0.9,18.531,39.931,0.899
20180907_24,23.2,31.0,2.7,19.612,38.146,0.972
20180907_25,23.9,26.0,1.3,20.231,37.554,1.407
20180907_26,23.6,29.0,2.1,21.127,35.472,0.868
20180907_27,26.2,27.0,3.6,20.26,40.072,1.682
20180907_28,25.0,31.0,2.0,19.794,44.645,2.988
20180907_29,23.5,33.0,3.0,19.657,47.749,2.414
20180907_30,23.0,38.0,2.0,18.883,47.159,3.755
20180907_31,19.8,53.0,0.6,18.0,48.959,3.255
20180907_32,16.6,65.0,0.7,15.406,55.377,3.364
20180907_33,15.6,65.0,1.6,15.582,53.319,3.735
20180907_34,15.3,69.0,3.3,14.924,55.676,3.432
20180907_35,15.3,67.0,3.2,14.991,55.072,3.85
20180907_36,13.5,75.0,0.5,14.4,56.791,3.533
20180908_00,23.2,31.0,2.7,24.587,39.748,1.801
20180908_01,23.9,26.0,1.3,21.673,32.082,1.024
20180908_02,23.6,29.0,2.1,21.9,32.546,0.798
20180908_03,26.2,27.0,3.6,21.32,39.042,2.004
20180908_04,25.0,31.0,2.0,20.98,43.131,1.706
20180908_05,23.5,33.0,3.0,20.334,49.583,1.432
20180908_06,23.0,38.0,2.0,19.188,54.904,1.25
20180908_07,19.8,53.0,0.6,17.995,58.057,1.694
20180908_08,16.6,65.0,0.7,16.071,50.475,2.636
20180908_09,15.6,65.0,1.6,15.544,50.874,2.845
20180908_10,15.3,69.0,3.3,16.429,47.175,3.913
20180908_11,15.3,67.0,3.2,15.379,50.388,3.266
20180908_12,13.5,75.0,0.5,14.785,53.106,3.013
20180908_13,12.7,78.0,0.9,14.395,55.491,3.027
20180908_14,11.7,83.0,0.9,14.265,56.394,2.896
20180908_15,10.9,87.0,0.9,14.714,54.821,3.325
20180908_16,10.4,90.0,0.4,14.817,54.076,3.832
20180908_17,9.6,91.0,0.4,15.007,52.765,4.089
20180908_18,9.1,93.0,0.8,16.311,48.668,3.849
20180908_19,9.0,95.0,0.9,17.127,45.481,4.339
20180908_20,11.3,87.0,1.1,15.681,54.441,2.053
20180908_21,14.3,79.0,1.5,15.843,64.494,1.138
20180908_22,17.0,65.0,1.1,18.774,47.293,1.094
20180908_23,19.9,52.0,0.8,20.166,42.97,1.439
20180908_24,23.0,46.0,2.0,21.436,40.285,1.358
20180908_25,24.3,39.0,2.1,22.059,39.269,2.297
20180908_26,24.9,40.0,2.1,23.14,35.449,2.083
20180908_27,24.5,44.0,0.9,22.786,38.482,2.19
20180908_28,25.5,42.0,2.4,22.516,46.0,1.604
20180908_29,26.2,38.0,3.3,23.464,42.933,2.686
20180908_30,24.4,43.0,3.8,22.436,47.75,3.469
20180908_31,22.3,52.0,1.3,19.481,60.011,3.103
20180908_32,19.0,67.0,1.0,17.382,60.597,3.276
20180908_33,18.0,69.0,1.6,17.36,59.009,3.407
20180908_34,17.7,69.0,3.5,16.953,60.538,3.433
20180908_35,16.1,76.0,1.2,17.269,58.807,3.924
20180908_36,14.4,84.0,0.4,17.049,59.153,4.065
20180909_00,23.0,46.0,2.0,25.734,44.452,1.138
20180909_01,24.3,39.0,2.1,23.502,36.812,4.656
20180909_02,24.9,40.0,2.1,23.548,35.668,1.346
20180909_03,24.5,44.0,0.9,23.184,41.735,1.923
20180909_04,25.5,42.0,2.4,21.837,46.304,5.093
20180909_05,26.2,38.0,3.3,23.21,44.058,4.454
20180909_06,24.4,43.0,3.8,22.856,47.804,3.069
20180909_07,22.3,52.0,1.3,19.54,62.869,2.304
20180909_08,19.0,67.0,1.0,17.411,60.442,2.336
20180909_09,18.0,69.0,1.6,17.016,60.195,2.67
20180909_10,17.7,69.0,3.5,16.894,59.596,2.903
20180909_11,16.1,76.0,1.2,17.36,57.3,3.363
20180909_12,14.4,84.0,0.4,16.455,59.953,2.867
20180909_13,13.3,88.0,0.4,16.304,59.888,2.74
20180909_14,12.6,91.0,0.9,17.775,55.214,2.889
20180909_15,12.2,92.0,,16.717,59.949,1.964
20180909_16,11.5,94.0,0.6,15.309,63.639,2.394
20180909_17,11.3,94.0,0.6,15.179,62.404,2.556
20180909_18,10.8,95.0,0.6,15.579,59.876,3.035
20180909_19,10.2,95.0,0.7,16.1,57.199,3.522
20180909_20,11.1,94.0,0.5,18.071,55.74,3.647
20180909_21,14.1,84.0,1.0,20.339,47.874,4.352
20180909_22,16.7,74.0,1.0,22.001,42.833,5.031
20180909_23,20.4,67.0,1.8,23.208,42.678,5.28
20180909_24,21.6,62.0,1.5,24.042,42.991,5.848
20180909_25,22.0,63.0,,24.195,43.213,6.667
20180909_26,22.3,54.0,3.9,23.994,44.927,6.922
20180909_27,21.8,57.0,2.2,24.008,45.98,6.777
20180909_28,21.7,57.0,2.6,23.787,47.167,7.025
20180909_29,20.3,63.0,1.3,23.219,49.298,6.605
20180909_30,19.0,76.0,0.8,22.218,53.061,6.103
20180909_31,18.0,83.0,0.6,20.063,58.669,4.415
20180909_32,17.3,86.0,0.6,19.846,57.252,3.979
20180909_33,16.9,89.0,,19.719,56.565,4.196
20180909_34,16.2,90.0,0.5,19.141,58.042,4.09
20180909_35,16.1,91.0,1.2,19.104,57.586,3.893
20180909_36,15.7,93.0,0.9,19.151,56.506,4.392
20180910_00,21.6,62.0,1.5,21.71,65.995,1.663
20180910_01,22.0,63.0,,22.093,56.053,4.352
20180910_02,22.3,54.0,3.9,23.999,48.338,6.323
20180910_03,21.8,57.0,2.2,23.901,48.142,5.994
20180910_04,21.7,57.0,2.6,23.48,47.539,6.568
20180910_05,20.3,63.0,1.3,22.121,54.605,5.929
20180910_06,19.0,76.0,0.8,20.441,60.332,4.077
20180910_07,18.0,83.0,0.6,19.501,65.096,4.137
20180910_08,17.3,86.0,0.6,18.899,70.651,3.687
20180910_09,16.9,89.0,,18.653,72.905,4.109
20180910_10,16.2,90.0,0.5,18.334,74.751,3.704
20180910_11,16.1,91.0,1.2,16.798,81.363,2.572
20180910_12,15.7,93.0,0.9,17.613,77.66,2.84
20180910_13,15.4,92.0,0.4,17.656,74.765,3.442
20180910_14,15.2,93.0,,17.614,78.646,3.994
20180910_15,15.1,94.0,0.5,17.089,82.815,3.965
20180910_16,15.1,96.0,,16.798,84.744,3.322
20180910_17,15.1,97.0,0.9,16.755,85.735,2.382
20180910_18,14.9,97.0,1.2,16.85,82.741,2.193
20180910_19,14.9,98.0,0.5,16.611,84.104,1.902
20180910_20,14.9,98.0,0.7,16.85,81.517,2.367
20180910_21,15.2,98.0,0.9,18.016,77.958,2.145
