Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180830_34,24.8,65.0,1.6,26.165,53.718,1.888
20180830_35,24.1,68.0,0.7,25.96,61.499,3.397
20180830_36,23.6,70.0,0.7,24.023,69.439,1.365
20180831_00,28.1,54.0,1.2,33.345,49.657,0.703
20180831_01,29.3,46.0,1.5,27.794,57.285,2.291
20180831_02,29.8,46.0,1.9,28.238,57.343,2.172
20180831_03,30.2,44.0,2.9,29.01,50.594,2.313
20180831_04,30.9,42.0,2.1,29.594,45.796,2.197
20180831_05,30.7,43.0,2.4,29.826,44.069,2.166
20180831_06,30.3,44.0,1.9,29.781,44.236,2.538
20180831_07,29.5,44.0,1.8,29.151,46.563,2.716
20180831_08,28.2,52.0,1.4,27.367,51.446,2.201
20180831_09,27.0,55.0,0.6,26.42,56.801,1.898
20180831_10,24.8,65.0,1.6,26.166,57.428,2.045
20180831_11,24.1,68.0,0.7,25.056,60.646,1.061
20180831_12,23.6,70.0,0.7,24.795,61.524,1.158
20180831_13,23.7,69.0,1.3,24.146,62.434,2.641
20180831_14,23.7,71.0,2.6,23.375,70.241,2.827
20180831_15,22.9,77.0,1.4,23.247,78.645,2.892
20180831_16,22.1,80.0,1.5,22.936,83.532,3.33
20180831_17,22.3,80.0,0.9,22.665,86.264,2.949
20180831_18,22.5,82.0,0.7,22.374,85.869,2.451
20180831_19,22.8,85.0,2.5,21.727,88.433,1.95
20180831_20,23.0,85.0,1.7,22.119,86.578,2.103
20180831_21,23.4,81.0,2.7,22.446,83.664,2.379
20180831_22,24.0,77.0,1.2,22.716,82.526,2.347
20180831_23,24.9,72.0,2.2,23.127,79.94,2.292
20180831_24,25.9,70.0,1.8,24.167,75.05,1.821
20180831_25,26.7,65.0,3.9,25.637,66.094,2.398
20180831_26,27.3,60.0,2.1,26.534,58.587,3.082
20180831_27,27.4,55.0,1.9,26.842,58.893,4.206
20180831_28,27.6,51.0,3.6,25.86,61.436,1.717
20180831_29,27.1,53.0,2.7,27.177,55.4,2.963
20180831_30,26.8,53.0,3.4,25.995,55.812,3.415
20180831_31,26.4,49.0,1.6,23.967,68.111,3.266
20180831_32,26.2,48.0,2.1,22.63,70.988,0.452
20180831_33,25.9,52.0,1.5,22.433,71.232,0.954
20180831_34,25.7,51.0,1.1,21.984,75.557,0.467
20180831_35,25.1,62.0,2.2,22.028,74.473,0.741
20180831_36,24.1,74.0,2.0,22.148,72.979,1.451
20180901_00,25.9,70.0,1.8,31.299,58.737,1.786
20180901_01,26.7,65.0,3.9,25.9,63.669,3.378
20180901_02,27.3,60.0,2.1,26.514,58.331,2.754
20180901_03,27.4,55.0,1.9,27.124,56.408,2.28
20180901_04,27.6,51.0,3.6,26.581,59.596,2.4
20180901_05,27.1,53.0,2.7,26.268,62.958,1.443
20180901_06,26.8,53.0,3.4,25.831,62.426,1.397
20180901_07,26.4,49.0,1.6,24.629,74.307,1.34
20180901_08,26.2,48.0,2.1,23.225,81.941,1.518
20180901_09,25.9,52.0,1.5,23.098,82.942,1.775
20180901_10,25.7,51.0,1.1,23.155,82.102,1.94
20180901_11,25.1,62.0,2.2,23.056,81.943,2.47
20180901_12,24.1,74.0,2.0,22.764,82.938,2.198
20180901_13,22.2,85.0,1.3,21.692,84.15,1.338
20180901_14,21.3,93.0,1.3,20.377,91.64,0.444
20180901_15,20.7,95.0,2.9,20.278,92.535,1.017
20180901_16,20.1,96.0,3.7,20.207,92.349,2.581
20180901_17,20.4,95.0,2.1,20.535,94.684,3.05
20180901_18,20.2,96.0,3.3,21.282,93.995,3.407
20180901_19,20.3,96.0,2.4,21.086,94.084,2.801
20180901_20,20.5,96.0,1.8,20.722,96.013,2.218
20180901_21,20.9,95.0,1.5,20.602,96.881,2.01
20180901_22,21.0,90.0,1.7,20.887,94.976,2.252
20180901_23,21.4,89.0,1.4,21.134,94.053,1.687
20180901_24,23.4,82.0,1.0,21.661,93.128,0.6
20180901_25,24.7,76.0,1.7,22.255,88.924,0.584
20180901_26,24.5,75.0,1.5,23.278,82.997,1.075
20180901_27,25.2,72.0,0.8,24.776,75.592,0.895
20180901_28,25.7,70.0,1.1,25.677,71.97,1.749
20180901_29,25.0,75.0,1.3,25.699,72.929,2.321
20180901_30,25.4,73.0,2.0,25.797,71.691,1.785
20180901_31,24.9,76.0,1.1,25.506,72.403,1.811
20180901_32,24.9,77.0,0.8,23.783,79.995,1.44
20180901_33,24.7,81.0,1.2,23.341,82.164,1.633
20180901_34,24.3,83.0,0.7,22.967,85.123,1.737
20180901_35,24.2,85.0,0.7,22.236,87.743,0.321
20180901_36,23.6,86.0,0.7,21.617,88.278,0.556
20180902_00,23.4,82.0,1.0,30.859,61.7,2.181
20180902_01,24.7,76.0,1.7,24.576,75.283,1.857
20180902_02,24.5,75.0,1.5,25.831,68.391,1.818
20180902_03,25.2,72.0,0.8,27.066,62.478,1.917
20180902_04,25.7,70.0,1.1,27.952,60.344,2.375
20180902_05,25.0,75.0,1.3,28.136,59.856,3.26
20180902_06,25.4,73.0,2.0,28.386,56.639,2.714
20180902_07,24.9,76.0,1.1,28.208,56.878,2.401
20180902_08,24.9,77.0,0.8,26.589,63.52,1.765
20180902_09,24.7,81.0,1.2,26.009,66.343,1.874
20180902_10,24.3,83.0,0.7,25.432,69.242,2.094
20180902_11,24.2,85.0,0.7,24.524,74.581,1.823
20180902_12,23.6,86.0,0.7,23.913,78.048,1.809
20180902_13,22.9,92.0,,23.536,80.668,2.018
20180902_14,22.3,94.0,,22.588,85.737,1.146
20180902_15,21.6,96.0,1.0,22.045,88.462,0.858
20180902_16,21.9,94.0,1.1,21.262,89.084,0.595
20180902_17,21.7,95.0,1.0,20.495,90.526,0.334
20180902_18,21.4,95.0,0.6,20.716,69.823,0.682
20180902_19,19.8,92.0,0.7,20.814,52.272,1.291
20180902_20,20.7,91.0,1.5,23.592,36.515,2.884
20180902_21,24.0,70.0,0.6,26.006,33.502,2.489
20180902_22,27.2,42.0,2.3,27.179,33.59,5.361
20180902_23,27.8,34.0,5.1,28.456,30.499,6.311
20180902_24,27.6,34.0,5.0,29.49,28.892,7.224
20180902_25,27.7,36.0,4.1,30.526,27.791,7.359
20180902_26,28.5,33.0,2.7,30.859,27.095,7.739
20180902_27,29.3,31.0,4.7,30.707,27.311,8.076
20180902_28,30.1,31.0,5.0,30.376,27.766,7.665
20180902_29,28.6,32.0,3.2,30.005,28.385,7.424
20180902_30,29.4,29.0,4.1,29.182,31.378,6.415
20180902_31,28.5,30.0,3.7,27.791,33.743,4.614
20180902_32,26.2,35.0,1.5,25.431,36.92,2.159
20180902_33,24.8,39.0,0.9,24.443,38.35,1.657
20180902_34,22.0,53.0,0.8,23.119,40.991,0.955
20180902_35,21.0,57.0,0.7,22.976,40.336,1.783
20180902_36,20.0,60.0,2.2,22.45,41.118,1.656
20180903_00,27.6,34.0,5.0,32.163,38.677,3.391
20180903_01,27.7,36.0,4.1,28.509,33.992,3.707
20180903_02,28.5,33.0,2.7,29.468,30.784,5.981
20180903_03,29.3,31.0,4.7,29.663,29.699,7.163
20180903_04,30.1,31.0,5.0,29.38,29.43,7.736
20180903_05,28.6,32.0,3.2,29.172,29.305,7.524
20180903_06,29.4,29.0,4.1,28.623,31.316,6.434
20180903_07,28.5,30.0,3.7,27.318,34.703,4.54
20180903_08,26.2,35.0,1.5,25.319,35.98,3.004
20180903_09,24.8,39.0,0.9,23.453,40.923,1.873
20180903_10,22.0,53.0,0.8,23.917,39.401,2.918
20180903_11,21.0,57.0,0.7,22.986,42.257,2.214
20180903_12,20.0,60.0,2.2,23.19,41.155,3.556
20180903_13,19.5,61.0,1.9,22.583,42.122,2.818
20180903_14,19.5,62.0,1.2,21.187,45.722,1.284
20180903_15,19.2,63.0,2.0,20.616,46.739,0.91
20180903_16,18.5,67.0,1.8,20.244,47.372,1.264
20180903_17,19.4,59.0,1.1,19.658,49.132,1.421
20180903_18,19.6,57.0,0.9,19.304,49.488,1.006
20180903_19,18.1,65.0,1.3,19.104,49.548,0.972
20180903_20,21.0,57.0,0.8,21.471,51.885,1.554
20180903_21,25.4,40.0,0.8,23.956,37.765,1.736
20180903_22,26.5,35.0,1.6,25.272,34.082,2.8
20180903_23,27.1,34.0,3.9,27.283,27.595,4.443
20180903_24,28.0,32.0,4.2,28.612,24.452,4.779
20180903_25,29.4,31.0,2.7,29.842,21.826,5.534
20180903_26,30.5,29.0,4.5,30.516,21.166,6.076
20180903_27,30.4,31.0,2.8,30.948,20.933,5.724
20180903_28,31.7,27.0,3.9,30.983,21.527,5.639
20180903_29,32.4,26.0,2.0,30.618,22.895,5.98
20180903_30,30.8,29.0,1.0,29.715,25.503,5.978
20180903_31,29.8,32.0,1.2,28.273,27.675,5.094
20180903_32,27.0,45.0,0.8,26.661,29.253,3.357
20180903_33,24.9,48.0,1.2,24.035,34.735,1.571
20180903_34,23.5,50.0,1.9,24.161,33.697,1.976
20180903_35,22.2,49.0,1.0,24.248,33.709,2.372
20180903_36,22.4,45.0,1.3,23.181,36.544,1.582
20180904_00,28.0,32.0,4.2,33.122,35.374,1.638
20180904_01,29.4,31.0,2.7,30.842,23.769,2.343
20180904_02,30.5,29.0,4.5,31.434,24.457,4.991
20180904_03,30.4,31.0,2.8,32.523,20.999,3.346
20180904_04,31.7,27.0,3.9,32.988,19.937,5.112
20180904_05,32.4,26.0,2.0,32.447,20.55,5.679
20180904_06,30.8,29.0,1.0,31.592,23.618,4.975
20180904_07,29.8,32.0,1.2,29.915,26.993,4.345
20180904_08,27.0,45.0,0.8,27.825,27.524,3.27
20180904_09,24.9,48.0,1.2,25.222,32.934,1.664
20180904_10,23.5,50.0,1.9,24.066,35.922,1.143
20180904_11,22.2,49.0,1.0,23.875,36.057,1.735
20180904_12,22.4,45.0,1.3,23.948,34.604,2.391
20180904_13,22.9,44.0,1.8,24.381,32.124,2.999
20180904_14,22.7,41.0,1.9,24.363,31.439,3.083
20180904_15,22.0,45.0,1.9,23.79,33.175,2.3
20180904_16,24.0,35.0,2.2,23.213,34.318,2.381
20180904_17,22.2,45.0,0.5,22.012,37.493,1.303
20180904_18,22.1,43.0,2.2,21.157,39.575,1.37
20180904_19,22.8,38.0,3.0,20.788,40.185,1.232
20180904_20,23.1,41.0,2.4,22.517,46.505,1.156
20180904_21,24.1,43.0,2.4,24.061,38.873,0.784
20180904_22,26.5,39.0,2.6,25.139,35.501,1.754
20180904_23,28.3,42.0,2.0,25.971,35.72,1.898
20180904_24,30.1,31.0,2.5,27.771,32.131,1.926
20180904_25,31.5,29.0,2.0,29.379,29.838,1.687
20180904_26,32.1,27.0,3.0,30.291,29.501,2.093
20180904_27,33.2,27.0,3.2,30.673,29.159,2.864
20180904_28,33.4,27.0,3.6,31.433,28.581,3.356
20180904_29,33.3,26.0,3.6,32.355,26.803,3.249
20180904_30,32.8,30.0,2.1,32.094,29.549,3.496
20180904_31,31.2,32.0,2.2,31.058,31.489,3.799
20180904_32,27.6,46.0,1.1,27.911,36.165,2.054
20180904_33,25.8,51.0,1.2,27.076,36.954,2.109
20180904_34,25.5,50.0,1.8,25.652,40.417,1.388
20180904_35,26.7,42.0,1.8,24.959,41.861,1.373
20180904_36,24.9,46.0,1.1,24.263,42.86,1.018
20180905_00,30.1,31.0,2.5,35.063,40.597,1.566
20180905_01,31.5,29.0,2.0,31.746,27.26,2.75
20180905_02,32.1,27.0,3.0,32.858,24.3,3.082
20180905_03,33.2,27.0,3.2,33.746,22.569,2.871
20180905_04,33.4,27.0,3.6,34.231,20.983,2.161
20180905_05,33.3,26.0,3.6,34.417,21.216,2.652
20180905_06,32.8,30.0,2.1,32.896,28.486,5.332
20180905_07,31.2,32.0,2.2,31.282,32.673,4.517
20180905_08,27.6,46.0,1.1,28.943,34.952,2.856
20180905_09,25.8,51.0,1.2,26.751,40.764,0.868
20180905_10,25.5,50.0,1.8,26.289,41.792,1.412
20180905_11,26.7,42.0,1.8,26.198,40.946,1.543
20180905_12,24.9,46.0,1.1,25.585,41.876,1.576
20180905_13,23.4,53.0,1.2,24.565,44.567,1.072
20180905_14,23.0,52.0,0.9,25.322,36.922,1.768
20180905_15,21.2,60.0,2.1,26.49,22.347,4.214
20180905_16,24.1,42.0,2.1,25.816,21.531,5.21
20180905_17,22.5,47.0,1.7,24.64,23.342,4.942
20180905_18,24.0,31.0,2.3,23.518,25.73,4.17
20180905_19,22.6,28.0,3.0,22.702,27.635,3.776
20180905_20,22.4,34.0,1.9,22.575,31.462,4.37
20180905_21,24.7,28.0,2.1,22.568,32.179,4.986
20180905_22,25.1,27.0,4.2,22.994,31.536,5.578
20180905_23,24.3,28.0,7.0,24.04,29.375,6.237
20180905_24,24.6,30.0,4.7,24.81,28.099,5.792
20180905_25,24.9,31.0,7.1,25.318,27.855,6.223
20180905_26,25.5,32.0,4.6,25.623,28.224,7.967
20180905_27,26.1,32.0,4.4,25.819,26.911,7.179
20180905_28,26.2,33.0,3.7,26.65,27.054,5.913
20180905_29,25.5,34.0,2.8,26.217,30.074,6.624
20180905_30,24.7,31.0,6.4,25.421,31.389,5.897
20180905_31,24.2,32.0,2.1,24.055,33.363,5.022
20180905_32,23.0,36.0,4.1,23.185,31.4,4.682
20180905_33,22.3,35.0,3.9,21.658,32.142,2.826
20180905_34,20.9,38.0,1.0,19.972,33.802,1.944
20180905_35,20.1,40.0,1.7,19.426,35.289,1.733
20180905_36,19.6,40.0,0.8,18.696,37.37,1.341
20180906_00,24.6,30.0,4.7,28.452,37.008,5.446
20180906_01,24.9,31.0,7.1,25.123,30.403,6.672
20180906_02,25.5,32.0,4.6,24.836,31.346,4.49
20180906_03,26.1,32.0,4.4,25.884,28.424,6.913
20180906_04,26.2,33.0,3.7,25.91,27.278,6.275
20180906_05,25.5,34.0,2.8,26.493,26.979,5.361
20180906_06,24.7,31.0,6.4,25.885,30.501,6.252
20180906_07,24.2,32.0,2.1,23.813,35.533,4.709
20180906_08,23.0,36.0,4.1,22.444,35.835,3.478
20180906_09,22.3,35.0,3.9,22.294,34.039,4.384
20180906_10,20.9,38.0,1.0,21.089,35.709,2.994
20180906_11,20.1,40.0,1.7,19.393,40.641,1.629
20180906_12,19.6,40.0,0.8,18.602,42.076,0.884
20180906_13,19.4,40.0,1.9,18.402,41.488,1.443
20180906_14,21.3,35.0,2.2,18.185,40.202,1.912
20180906_15,19.9,40.0,1.8,18.582,38.137,2.272
20180906_16,19.0,44.0,1.3,17.694,40.276,1.599
20180906_17,18.0,49.0,1.4,17.703,41.523,2.365
20180906_18,18.8,46.0,2.9,17.456,44.401,2.599
20180906_19,17.3,53.0,0.9,16.638,47.772,2.396
20180906_20,19.4,48.0,0.8,18.075,49.503,1.857
20180906_21,21.7,41.0,2.7,20.629,41.413,2.725
20180906_22,23.5,34.0,2.7,22.503,34.801,4.295
20180906_23,24.5,33.0,3.6,23.849,30.968,5.201
20180906_24,25.7,31.0,4.0,25.019,27.541,5.732
20180906_25,26.6,29.0,6.4,25.956,25.387,5.955
20180906_26,27.3,29.0,4.0,26.669,24.397,5.972
20180906_27,27.3,29.0,3.1,27.054,23.943,6.054
20180906_28,27.4,26.0,3.1,26.963,24.328,6.492
20180906_29,26.5,29.0,1.4,26.404,25.559,6.369
20180906_30,25.1,33.0,0.6,25.689,27.347,5.835
20180906_31,25.9,33.0,1.1,24.478,29.222,4.854
20180906_32,23.0,35.0,2.4,23.354,29.413,4.34
20180906_33,23.2,30.0,3.1,21.972,32.143,3.399
20180906_34,22.1,32.0,1.9,21.194,33.031,3.314
20180906_35,21.1,34.0,0.9,19.427,37.181,2.448
20180906_36,19.0,43.0,1.8,18.738,38.913,2.468
20180907_00,25.7,31.0,4.0,30.062,34.122,0.768
20180907_01,26.6,29.0,6.4,25.777,29.369,2.24
20180907_02,27.3,29.0,4.0,26.819,28.322,4.458
20180907_03,27.3,29.0,3.1,27.353,24.915,2.69
20180907_04,27.4,26.0,3.1,27.656,25.157,4.602
20180907_05,26.5,29.0,1.4,27.244,25.894,6.233
20180907_06,25.1,33.0,0.6,25.706,28.271,6.461
20180907_07,25.9,33.0,1.1,24.004,30.375,5.808
20180907_08,23.0,35.0,2.4,22.959,29.189,4.34
20180907_09,23.2,30.0,3.1,21.446,32.282,3.281
20180907_10,22.1,32.0,1.9,20.008,35.874,2.66
20180907_11,21.1,34.0,0.9,18.64,39.538,1.62
20180907_12,19.0,43.0,1.8,18.012,41.571,1.23
20180907_13,17.5,50.0,0.7,18.159,41.274,1.733
20180907_14,16.6,55.0,1.2,17.461,43.116,1.105
20180907_15,18.1,46.0,1.1,16.951,44.421,0.992
20180907_16,15.9,56.0,0.8,17.354,42.805,2.445
20180907_17,16.2,57.0,1.6,17.148,43.28,2.589
20180907_18,16.4,53.0,1.0,17.021,43.108,3.102
20180907_19,15.5,56.0,2.3,16.309,44.552,2.815
20180907_20,17.9,49.0,2.6,17.739,44.58,2.829
20180907_21,20.4,44.0,1.9,19.819,41.205,2.131
20180907_22,22.6,38.0,1.3,21.267,34.549,0.955
20180907_23,24.4,34.0,2.1,21.778,34.068,1.375
20180907_24,25.6,28.0,1.0,22.304,33.208,1.264
20180907_25,26.1,26.0,0.8,22.949,32.047,1.325
20180907_26,27.2,25.0,1.9,23.71,31.139,1.977
20180907_27,26.5,25.0,2.2,24.425,30.201,2.429
20180907_28,27.1,25.0,0.9,24.842,29.531,2.528
20180907_29,27.5,25.0,1.8,24.833,28.691,2.663
20180907_30,27.3,26.0,1.8,24.584,29.412,2.282
20180907_31,26.1,27.0,1.2,24.065,30.98,2.128
20180907_32,24.2,36.0,1.6,23.269,34.174,1.656
20180907_33,21.0,47.0,1.1,22.057,38.05,0.817
20180907_34,20.2,48.0,1.4,19.672,41.798,1.115
20180907_35,18.3,56.0,2.1,18.882,43.87,0.663
20180907_36,17.6,57.0,1.4,18.219,45.601,0.677
20180908_00,25.6,28.0,1.0,30.06,34.344,0.618
20180908_01,26.1,26.0,0.8,25.454,27.673,1.126
20180908_02,27.2,25.0,1.9,25.972,27.134,1.786
20180908_03,26.5,25.0,2.2,25.97,27.399,2.227
20180908_04,27.1,25.0,0.9,26.333,27.274,2.33
20180908_05,27.5,25.0,1.8,26.091,26.914,2.02
20180908_06,27.3,26.0,1.8,25.816,28.393,1.812
20180908_07,26.1,27.0,1.2,23.882,35.382,1.717
20180908_08,24.2,36.0,1.6,21.662,35.754,0.773
20180908_09,21.0,47.0,1.1,21.313,39.003,0.837
20180908_10,20.2,48.0,1.4,20.042,41.014,1.096
20180908_11,18.3,56.0,2.1,20.489,39.304,1.983
20180908_12,17.6,57.0,1.4,19.624,41.225,1.041
20180908_13,16.7,60.0,0.5,18.963,42.71,1.286
20180908_14,15.7,65.0,1.9,17.962,47.007,0.698
20180908_15,15.4,66.0,1.4,18.094,46.086,0.715
20180908_16,15.4,65.0,1.8,17.68,47.582,0.633
20180908_17,14.7,70.0,1.6,16.541,52.569,0.638
20180908_18,13.8,75.0,1.6,17.71,51.247,1.247
20180908_19,14.1,74.0,2.4,17.631,53.75,1.19
20180908_20,15.2,73.0,1.3,17.662,59.745,1.169
20180908_21,18.2,62.0,1.2,19.018,54.513,1.081
20180908_22,20.1,62.0,0.3,19.84,52.15,1.149
20180908_23,22.5,54.0,1.7,20.641,51.07,1.083
20180908_24,23.7,51.0,1.6,21.69,50.036,1.318
20180908_25,24.8,47.0,0.9,23.388,45.762,1.307
20180908_26,26.2,43.0,1.5,25.119,42.079,1.55
20180908_27,26.9,42.0,2.3,26.6,39.424,2.618
20180908_28,27.6,37.0,2.3,27.229,37.903,3.307
20180908_29,27.7,37.0,1.1,27.351,37.125,3.719
20180908_30,27.4,37.0,2.3,27.114,37.077,3.534
20180908_31,26.5,37.0,2.3,26.354,37.494,2.622
20180908_32,24.9,43.0,1.2,24.203,41.317,2.079
20180908_33,22.1,57.0,0.5,23.168,45.001,1.765
20180908_34,20.9,60.0,0.7,21.59,49.776,0.867
20180908_35,19.7,65.0,1.4,21.282,50.209,1.018
20180908_36,18.9,69.0,0.8,20.914,51.29,1.403
20180909_00,23.7,51.0,1.6,29.054,46.525,1.416
20180909_01,24.8,47.0,0.9,23.531,53.034,1.95
20180909_02,26.2,43.0,1.5,24.396,50.319,1.552
20180909_03,26.9,42.0,2.3,25.297,45.548,1.504
20180909_04,27.6,37.0,2.3,26.367,40.767,1.02
20180909_05,27.7,37.0,1.1,27.571,33.097,1.311
20180909_06,27.4,37.0,2.3,28.174,28.169,3.0
20180909_07,26.5,37.0,2.3,26.795,33.188,2.828
20180909_08,24.9,43.0,1.2,24.167,39.606,1.867
20180909_09,22.1,57.0,0.5,22.16,45.55,1.041
20180909_10,20.9,60.0,0.7,21.842,46.201,1.329
20180909_11,19.7,65.0,1.4,21.294,48.54,1.295
20180909_12,18.9,69.0,0.8,21.447,50.428,2.548
20180909_13,18.5,70.0,0.8,20.214,57.863,2.9
20180909_14,18.0,72.0,1.3,19.135,63.527,2.146
20180909_15,17.4,75.0,1.6,18.439,69.242,1.835
20180909_16,16.8,79.0,0.8,17.665,71.819,0.761
20180909_17,16.3,82.0,,17.265,71.92,0.683
20180909_18,15.9,84.0,0.9,16.927,73.248,0.586
20180909_19,15.7,85.0,1.4,16.584,74.22,0.563
20180909_20,16.6,82.0,1.6,18.498,71.037,0.517
20180909_21,18.6,75.0,1.0,19.557,65.12,0.927
20180909_22,21.3,63.0,1.2,20.681,61.009,1.933
20180909_23,22.7,58.0,1.8,21.915,54.764,2.511
20180909_24,23.8,54.0,1.6,23.108,51.427,2.534
20180909_25,24.9,53.0,1.3,25.052,44.634,2.818
20180909_26,26.3,47.0,1.5,27.504,34.535,4.927
20180909_27,26.9,42.0,2.4,27.531,34.156,3.502
20180909_28,26.4,40.0,3.5,27.395,35.168,2.784
20180909_29,25.3,44.0,2.4,27.459,36.523,4.362
20180909_30,24.8,46.0,1.3,26.761,36.77,4.227
20180909_31,23.5,54.0,1.2,26.653,35.318,4.132
20180909_32,22.3,60.0,1.3,26.13,38.69,4.132
20180909_33,21.4,66.0,1.6,25.231,41.831,2.439
20180909_34,21.0,68.0,1.2,24.106,46.096,1.854
20180909_35,20.8,68.0,0.8,24.728,43.483,2.608
20180909_36,20.3,72.0,1.2,24.56,46.599,3.004
20180910_00,23.8,54.0,1.6,29.05,50.549,1.612
20180910_01,24.9,53.0,1.3,24.66,54.287,3.091
20180910_02,26.3,47.0,1.5,26.08,46.258,3.881
20180910_03,26.9,42.0,2.4,26.996,42.328,3.356
20180910_04,26.4,40.0,3.5,28.149,35.281,4.52
20180910_05,25.3,44.0,2.4,27.488,36.714,3.57
20180910_06,24.8,46.0,1.3,24.199,53.881,1.799
20180910_07,23.5,54.0,1.2,23.526,56.499,2.575
20180910_08,22.3,60.0,1.3,22.729,58.43,0.741
20180910_09,21.4,66.0,1.6,23.357,56.168,1.45
20180910_10,21.0,68.0,1.2,23.08,57.76,1.896
20180910_11,20.8,68.0,0.8,22.484,61.355,1.693
20180910_12,20.3,72.0,1.2,21.59,68.923,1.083
20180910_13,19.5,75.0,1.2,21.279,68.242,1.149
20180910_14,19.5,75.0,0.8,21.164,68.841,1.334
20180910_15,19.1,76.0,0.6,20.935,69.517,1.71
20180910_16,19.3,74.0,0.9,20.234,75.778,1.08
20180910_17,18.7,81.0,1.0,19.227,83.974,0.285
20180910_18,18.1,88.0,,18.776,87.242,1.303
20180910_19,18.1,92.0,1.1,18.937,85.639,1.076
