Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180830_16,16.8,99.0,3.3,18.291,86.014,2.248
20180830_17,17.1,99.0,0.6,18.563,85.742,2.815
20180830_18,17.1,99.0,1.0,19.245,84.11,3.171
20180830_19,16.9,99.0,1.3,19.627,82.007,3.444
20180830_20,18.4,98.0,2.7,21.835,70.529,4.275
20180830_21,20.5,89.0,1.9,23.435,60.137,4.437
20180830_22,21.7,83.0,3.0,25.015,53.902,3.449
20180830_23,24.1,73.0,3.3,26.571,46.951,2.287
20180830_24,26.4,60.0,3.2,27.75,40.218,2.025
20180830_25,27.2,51.0,1.1,28.434,37.918,1.368
20180830_26,29.3,49.0,3.0,28.221,40.205,1.198
20180830_27,29.6,47.0,4.3,28.322,40.145,1.222
20180830_28,29.3,45.0,5.5,28.475,39.139,1.379
20180830_29,29.3,43.0,5.3,28.282,40.82,2.205
20180830_30,28.4,52.0,3.7,28.008,43.152,2.338
20180830_31,27.2,53.0,2.9,25.067,62.621,1.046
20180830_32,25.2,56.0,1.2,21.136,64.827,0.441
20180830_33,22.4,71.0,0.7,20.011,66.767,0.683
20180830_34,20.4,80.0,,19.67,67.207,0.748
20180830_35,19.8,83.0,0.9,19.382,66.769,0.752
20180830_36,19.1,88.0,0.7,19.075,68.053,0.467
20180831_00,26.4,60.0,3.2,30.896,52.302,0.755
20180831_01,27.2,51.0,1.1,27.858,48.184,1.584
20180831_02,29.3,49.0,3.0,28.667,44.619,2.401
20180831_03,29.6,47.0,4.3,28.227,47.321,2.762
20180831_04,29.3,45.0,5.5,28.551,46.2,2.797
20180831_05,29.3,43.0,5.3,28.28,47.516,3.185
20180831_06,28.4,52.0,3.7,27.649,50.201,2.94
20180831_07,27.2,53.0,2.9,25.355,66.222,1.545
20180831_08,25.2,56.0,1.2,21.761,68.223,0.822
20180831_09,22.4,71.0,0.7,20.968,69.054,0.398
20180831_10,20.4,80.0,,22.706,62.233,0.841
20180831_11,19.8,83.0,0.9,20.03,68.679,0.779
20180831_12,19.1,88.0,0.7,19.655,71.801,0.737
20180831_13,18.6,90.0,0.8,19.368,80.26,1.045
20180831_14,18.0,93.0,0.7,18.958,83.042,0.685
20180831_15,17.9,94.0,1.1,18.005,84.591,0.572
20180831_16,17.5,97.0,0.6,18.006,85.321,0.869
20180831_17,16.8,97.0,0.3,17.893,84.667,2.218
20180831_18,16.8,99.0,0.8,17.967,83.31,1.459
20180831_19,17.2,98.0,1.8,17.603,84.513,0.831
20180831_20,17.6,95.0,1.3,20.918,73.057,1.279
20180831_21,20.0,86.0,2.7,22.526,66.798,1.455
20180831_22,22.7,75.0,2.0,23.752,62.901,0.414
20180831_23,24.2,72.0,1.8,24.841,58.066,1.274
20180831_24,25.3,71.0,1.7,25.635,54.27,1.582
20180831_25,26.0,66.0,3.7,26.228,50.323,2.533
20180831_26,27.3,61.0,3.9,26.816,48.977,4.201
20180831_27,25.9,62.0,4.9,25.7,56.415,4.786
20180831_28,25.6,57.0,5.6,25.006,59.804,3.327
20180831_29,25.3,63.0,3.5,24.705,62.945,1.961
20180831_30,24.7,68.0,2.9,24.701,62.678,2.141
20180831_31,23.9,72.0,2.8,23.215,74.479,1.028
20180831_32,21.6,85.0,5.6,21.69,73.372,1.258
20180831_33,20.3,96.0,2.1,21.359,81.786,1.791
20180831_34,20.2,96.0,0.5,20.314,90.932,2.359
20180831_35,20.2,98.0,,19.736,93.032,1.262
20180831_36,20.0,98.0,0.6,19.395,94.626,1.02
20180901_00,25.3,71.0,1.7,29.898,54.535,1.887
20180901_01,26.0,66.0,3.7,26.492,52.303,4.406
20180901_02,27.3,61.0,3.9,26.793,49.994,5.033
20180901_03,25.9,62.0,4.9,26.937,49.806,4.867
20180901_04,25.6,57.0,5.6,26.952,52.359,4.178
20180901_05,25.3,63.0,3.5,27.029,52.61,3.706
20180901_06,24.7,68.0,2.9,24.728,63.016,3.195
20180901_07,23.9,72.0,2.8,23.406,71.339,3.624
20180901_08,21.6,85.0,5.6,21.637,86.48,2.42
20180901_09,20.3,96.0,2.1,21.285,90.615,1.369
20180901_10,20.2,96.0,0.5,20.827,94.903,0.322
20180901_11,20.2,98.0,,20.693,94.414,1.107
20180901_12,20.0,98.0,0.6,20.711,90.632,1.468
20180901_13,19.9,97.0,2.2,20.432,84.51,2.567
20180901_14,19.7,98.0,2.4,19.765,88.028,2.699
20180901_15,19.8,99.0,8.0,19.31,91.23,1.57
20180901_16,18.8,99.0,5.3,18.732,89.44,2.002
20180901_17,17.6,99.0,5.4,18.258,91.667,1.853
20180901_18,17.5,99.0,3.6,18.782,94.538,3.067
20180901_19,17.8,99.0,2.0,19.123,95.418,2.683
20180901_20,18.1,99.0,2.8,19.303,93.446,3.185
20180901_21,18.3,99.0,2.1,19.394,94.169,3.059
20180901_22,18.6,99.0,2.5,19.347,92.371,2.697
20180901_23,19.0,99.0,3.6,19.166,93.089,2.761
20180901_24,19.4,99.0,2.5,19.402,94.372,1.909
20180901_25,19.6,99.0,2.4,19.743,95.164,2.028
20180901_26,21.2,97.0,2.2,20.385,94.344,1.299
20180901_27,22.6,87.0,3.3,21.171,91.288,1.041
20180901_28,22.6,86.0,3.8,21.93,88.001,1.251
20180901_29,22.5,86.0,4.2,22.697,84.104,1.549
20180901_30,21.9,89.0,4.0,23.064,83.891,2.507
20180901_31,21.6,92.0,2.3,21.912,89.148,1.973
20180901_32,21.7,91.0,3.5,20.584,92.813,2.715
20180901_33,21.7,92.0,3.1,20.635,96.152,3.48
20180901_34,21.5,94.0,2.2,19.752,96.97,1.977
20180901_35,21.8,93.0,3.2,18.804,97.022,0.636
20180901_36,21.6,95.0,3.0,18.245,96.546,1.024
20180902_00,19.4,99.0,2.5,24.331,79.055,2.216
20180902_01,19.6,99.0,2.4,21.603,82.615,2.53
20180902_02,21.2,97.0,2.2,22.63,79.937,2.975
20180902_03,22.6,87.0,3.3,23.64,75.184,2.34
20180902_04,22.6,86.0,3.8,24.728,70.758,2.723
20180902_05,22.5,86.0,4.2,25.13,69.041,2.948
20180902_06,21.9,89.0,4.0,25.026,70.94,3.871
20180902_07,21.6,92.0,2.3,23.715,77.658,4.277
20180902_08,21.7,91.0,3.5,22.109,84.587,3.724
20180902_09,21.7,92.0,3.1,20.838,89.962,1.997
20180902_10,21.5,94.0,2.2,20.079,91.694,1.121
20180902_11,21.8,93.0,3.2,20.616,91.328,1.434
20180902_12,21.6,95.0,3.0,21.688,90.198,1.399
20180902_13,21.1,96.0,1.1,21.459,92.341,1.874
20180902_14,20.7,99.0,0.8,19.986,96.631,1.775
20180902_15,20.2,99.0,1.3,21.052,93.928,1.978
20180902_16,20.2,99.0,1.5,20.2,96.454,1.762
20180902_17,20.0,99.0,0.3,19.794,96.743,2.186
20180902_18,19.7,99.0,0.7,17.921,96.074,1.315
20180902_19,19.7,99.0,,17.418,87.76,0.628
20180902_20,19.6,99.0,1.0,20.974,77.278,0.99
20180902_21,20.6,98.0,1.2,21.459,78.835,1.251
20180902_22,21.9,88.0,0.9,24.041,43.872,4.041
20180902_23,24.7,59.0,2.3,25.271,40.154,5.779
20180902_24,24.8,52.0,2.2,26.404,36.889,6.214
20180902_25,26.4,42.0,4.5,27.62,34.546,6.451
20180902_26,26.3,44.0,4.5,27.755,34.259,7.411
20180902_27,26.7,42.0,2.0,27.539,34.518,7.436
20180902_28,27.0,40.0,3.9,27.378,34.333,7.477
20180902_29,27.4,39.0,2.8,26.751,36.946,8.343
20180902_30,25.9,41.0,2.5,25.097,42.192,6.959
20180902_31,26.1,39.0,1.2,22.567,55.947,2.753
20180902_32,24.2,43.0,4.9,19.121,62.989,2.0
20180902_33,23.5,44.0,3.0,18.299,63.507,1.393
20180902_34,23.6,42.0,2.7,17.622,62.883,1.115
20180902_35,22.6,45.0,2.6,16.757,63.149,1.22
20180902_36,20.5,57.0,1.4,15.939,64.871,0.884
20180903_00,24.8,52.0,2.2,29.042,45.386,2.052
20180903_01,26.4,42.0,4.5,27.274,35.58,4.73
20180903_02,26.3,44.0,4.5,27.299,35.359,5.982
20180903_03,26.7,42.0,2.0,27.046,34.435,7.1
20180903_04,27.0,40.0,3.9,26.742,36.546,7.372
20180903_05,27.4,39.0,2.8,26.343,37.897,6.517
20180903_06,25.9,41.0,2.5,25.483,40.207,5.852
20180903_07,26.1,39.0,1.2,23.505,44.728,4.84
20180903_08,24.2,43.0,4.9,22.447,44.468,4.933
20180903_09,23.5,44.0,3.0,20.126,52.567,3.661
20180903_10,23.6,42.0,2.7,19.356,53.824,3.265
20180903_11,22.6,45.0,2.6,18.967,53.055,3.851
20180903_12,20.5,57.0,1.4,18.867,50.92,4.549
20180903_13,18.1,71.0,1.4,17.978,54.135,4.164
20180903_14,16.0,83.0,2.1,18.523,52.048,4.714
20180903_15,14.9,89.0,1.2,17.167,57.809,3.961
20180903_16,14.9,87.0,1.0,17.747,56.058,4.573
20180903_17,14.5,89.0,2.7,15.999,63.304,3.582
20180903_18,15.6,79.0,3.1,14.968,66.998,2.873
20180903_19,14.5,84.0,2.1,14.046,69.469,2.164
20180903_20,16.7,76.0,3.2,17.655,60.221,3.039
20180903_21,18.9,68.0,2.8,20.604,47.784,5.738
20180903_22,23.4,47.0,4.3,22.441,39.738,7.133
20180903_23,25.3,40.0,2.8,23.57,38.382,6.478
20180903_24,25.9,38.0,3.3,24.842,34.661,6.537
20180903_25,27.4,37.0,2.0,25.906,31.792,6.946
20180903_26,28.4,33.0,3.0,26.802,29.255,6.359
20180903_27,29.4,35.0,3.3,27.198,28.989,6.544
20180903_28,29.2,32.0,1.7,27.328,28.602,6.143
20180903_29,28.6,32.0,1.9,26.951,29.548,5.931
20180903_30,28.4,31.0,3.0,25.858,33.32,4.611
20180903_31,27.1,32.0,1.4,21.268,52.872,2.297
20180903_32,22.5,53.0,1.2,18.163,51.824,2.498
20180903_33,20.6,59.0,0.7,17.735,51.839,2.218
20180903_34,18.7,68.0,1.8,18.184,49.337,3.075
20180903_35,17.8,73.0,0.5,17.157,52.418,2.112
20180903_36,16.6,80.0,0.9,16.807,53.188,1.937
20180904_00,25.9,38.0,3.3,29.222,41.338,1.848
20180904_01,27.4,37.0,2.0,27.982,29.494,3.257
20180904_02,28.4,33.0,3.0,29.242,26.328,4.641
20180904_03,29.4,35.0,3.3,29.477,25.3,5.869
20180904_04,29.2,32.0,1.7,29.428,25.694,5.989
20180904_05,28.6,32.0,1.9,28.917,27.202,5.872
20180904_06,28.4,31.0,3.0,27.952,31.927,4.123
20180904_07,27.1,32.0,1.4,23.731,47.754,2.527
20180904_08,22.5,53.0,1.2,21.228,46.431,2.97
20180904_09,20.6,59.0,0.7,20.447,47.289,2.595
20180904_10,18.7,68.0,1.8,20.234,46.36,2.823
20180904_11,17.8,73.0,0.5,20.804,43.702,3.635
20180904_12,16.6,80.0,0.9,19.184,47.426,3.122
20180904_13,15.7,83.0,1.1,18.622,48.416,2.925
20180904_14,15.1,85.0,2.0,18.616,48.421,3.167
20180904_15,14.8,86.0,3.3,18.804,48.464,3.359
20180904_16,13.9,90.0,1.6,18.208,50.095,3.516
20180904_17,14.6,83.0,1.7,16.726,55.403,3.104
20180904_18,14.7,81.0,1.7,15.465,59.89,2.081
20180904_19,14.4,84.0,1.2,15.779,58.641,1.905
20180904_20,14.9,82.0,1.4,19.762,57.53,1.69
20180904_21,18.5,71.0,2.8,21.768,47.218,2.14
20180904_22,21.0,63.0,3.1,23.593,41.974,2.068
20180904_23,23.6,54.0,2.3,24.949,39.102,0.942
20180904_24,26.4,43.0,1.3,26.202,36.878,1.861
20180904_25,27.4,44.0,3.8,26.854,36.337,3.118
20180904_26,28.9,35.0,3.4,27.066,38.244,3.618
20180904_27,29.0,41.0,4.3,27.076,40.07,4.047
20180904_28,29.3,39.0,4.2,27.805,36.965,4.407
20180904_29,29.0,43.0,4.1,27.876,35.229,5.579
20180904_30,27.2,49.0,3.5,27.01,39.537,4.738
20180904_31,26.2,51.0,4.2,23.448,57.471,2.36
20180904_32,25.8,50.0,4.3,20.579,56.851,1.982
20180904_33,25.5,50.0,4.0,20.522,54.181,1.881
20180904_34,22.5,63.0,0.9,20.15,55.71,2.228
20180904_35,20.9,72.0,1.1,19.681,57.453,2.226
20180904_36,20.8,73.0,0.9,20.226,53.581,2.657
20180905_00,26.4,43.0,1.3,31.007,42.244,1.361
20180905_01,27.4,44.0,3.8,28.594,34.227,1.981
20180905_02,28.9,35.0,3.4,29.668,30.749,3.589
20180905_03,29.0,41.0,4.3,29.694,34.295,4.263
20180905_04,29.3,39.0,4.2,29.916,32.111,5.648
20180905_05,29.0,43.0,4.1,29.994,30.425,5.724
20180905_06,27.2,49.0,3.5,29.405,33.66,5.181
20180905_07,26.2,51.0,4.2,25.615,48.511,3.154
20180905_08,25.8,50.0,4.3,22.546,54.607,2.38
20180905_09,25.5,50.0,4.0,21.77,57.249,2.418
20180905_10,22.5,63.0,0.9,21.091,59.305,2.126
20180905_11,20.9,72.0,1.1,20.613,59.736,1.927
20180905_12,20.8,73.0,0.9,20.257,59.833,1.562
20180905_13,20.3,75.0,0.7,19.848,60.371,0.99
20180905_14,19.2,80.0,1.2,19.868,59.934,2.141
20180905_15,18.4,84.0,1.7,19.128,53.443,1.108
20180905_16,16.9,91.0,1.3,18.626,49.284,2.811
20180905_17,19.0,73.0,4.0,15.914,67.362,1.651
20180905_18,17.9,79.0,0.7,16.347,49.863,2.034
20180905_19,16.4,87.0,1.3,15.317,45.36,1.275
20180905_20,16.9,87.0,1.1,19.26,48.743,1.992
20180905_21,20.3,70.0,1.9,20.68,35.575,5.287
20180905_22,22.6,32.0,4.1,20.772,36.754,5.342
20180905_23,22.9,33.0,4.0,21.496,36.869,6.674
20180905_24,23.3,35.0,6.0,22.079,35.559,6.865
20180905_25,22.9,34.0,3.1,22.348,35.056,5.945
20180905_26,21.7,39.0,1.5,21.967,36.481,4.21
20180905_27,22.5,34.0,4.0,23.334,32.583,6.524
20180905_28,22.8,36.0,1.2,22.98,38.646,6.982
20180905_29,22.6,40.0,2.0,23.021,39.703,7.133
20180905_30,22.6,37.0,3.6,22.573,39.101,6.711
20180905_31,21.8,40.0,2.7,20.408,42.101,5.023
20180905_32,20.8,40.0,4.3,19.58,38.823,6.253
20180905_33,20.1,40.0,1.5,19.275,36.565,6.998
20180905_34,19.8,40.0,2.0,17.436,40.709,4.846
20180905_35,17.2,52.0,2.3,13.365,52.551,2.156
20180905_36,16.9,52.0,2.0,13.856,50.082,2.553
20180906_00,23.3,35.0,6.0,26.112,40.047,2.96
20180906_01,22.9,34.0,3.1,23.241,32.696,5.519
20180906_02,21.7,39.0,1.5,21.781,35.592,5.842
20180906_03,22.5,34.0,4.0,22.792,32.938,6.267
20180906_04,22.8,36.0,1.2,23.111,32.806,6.085
20180906_05,22.6,40.0,2.0,23.437,33.356,5.992
20180906_06,22.6,37.0,3.6,22.021,39.678,6.517
20180906_07,21.8,40.0,2.7,19.305,51.012,3.247
20180906_08,20.8,40.0,4.3,17.235,49.399,3.412
20180906_09,20.1,40.0,1.5,16.829,49.016,3.734
20180906_10,19.8,40.0,2.0,16.982,46.338,4.604
20180906_11,17.2,52.0,2.3,16.845,43.676,4.712
20180906_12,16.9,52.0,2.0,14.501,49.49,3.275
20180906_13,19.2,41.0,4.9,16.446,42.801,4.435
20180906_14,14.7,64.0,1.8,16.843,42.68,5.005
20180906_15,14.9,59.0,0.9,13.938,52.805,3.25
20180906_16,15.1,59.0,1.9,12.597,58.501,2.322
20180906_17,13.7,67.0,1.6,10.69,66.254,1.048
20180906_18,13.1,70.0,3.3,10.365,68.723,0.975
20180906_19,11.2,82.0,0.8,10.483,67.765,1.439
20180906_20,13.9,73.0,2.0,14.625,56.715,2.23
20180906_21,16.4,66.0,2.3,17.253,45.609,3.598
20180906_22,19.8,55.0,3.3,19.021,40.43,4.961
20180906_23,21.8,41.0,2.2,20.396,37.43,4.884
20180906_24,23.0,44.0,3.0,21.562,34.665,5.167
20180906_25,23.3,42.0,3.6,22.665,32.386,5.496
20180906_26,23.5,41.0,2.2,23.521,31.426,5.488
20180906_27,24.5,36.0,1.2,23.994,30.631,5.765
20180906_28,24.9,36.0,2.5,23.941,30.726,5.874
20180906_29,24.6,32.0,2.7,23.69,31.91,5.508
20180906_30,23.7,32.0,2.8,22.774,35.429,4.669
20180906_31,22.3,34.0,1.7,18.329,54.101,2.228
20180906_32,21.3,34.0,1.9,16.465,47.709,3.213
20180906_33,20.4,35.0,1.6,13.917,54.407,2.033
20180906_34,16.9,50.0,0.7,13.571,54.365,1.865
20180906_35,14.6,62.0,1.6,13.755,53.61,2.707
20180906_36,13.9,65.0,1.4,13.879,52.764,2.904
20180907_00,23.0,44.0,3.0,26.296,40.806,1.11
20180907_01,23.3,42.0,3.6,23.446,35.012,2.424
20180907_02,23.5,41.0,2.2,24.287,31.959,2.499
20180907_03,24.5,36.0,1.2,24.824,30.944,2.863
20180907_04,24.9,36.0,2.5,24.058,34.81,3.631
20180907_05,24.6,32.0,2.7,24.159,31.594,6.019
20180907_06,23.7,32.0,2.8,22.798,34.663,5.156
20180907_07,22.3,34.0,1.7,19.943,41.551,3.992
20180907_08,21.3,34.0,1.9,16.219,48.806,2.915
20180907_09,20.4,35.0,1.6,14.972,50.557,2.372
20180907_10,16.9,50.0,0.7,14.131,53.191,2.161
20180907_11,14.6,62.0,1.6,14.081,52.746,2.514
20180907_12,13.9,65.0,1.4,14.206,52.235,3.141
20180907_13,12.4,74.0,1.5,15.427,47.867,3.972
20180907_14,11.5,81.0,1.0,14.653,49.959,3.769
20180907_15,12.0,75.0,1.3,15.303,46.944,4.421
20180907_16,11.2,79.0,2.4,14.803,47.931,4.501
20180907_17,10.3,84.0,1.6,13.685,51.265,3.999
20180907_18,10.8,81.0,4.7,13.509,51.285,3.985
20180907_19,10.9,78.0,3.2,13.02,52.622,3.921
20180907_20,13.1,72.0,2.0,15.217,50.033,3.561
20180907_21,15.7,64.0,2.7,17.065,44.996,3.1
20180907_22,18.9,53.0,3.3,18.601,40.756,2.005
20180907_23,21.6,44.0,2.3,19.903,36.505,1.254
20180907_24,23.0,39.0,3.1,20.932,35.022,0.656
20180907_25,23.9,36.0,2.5,21.748,34.206,0.768
20180907_26,24.8,31.0,3.9,21.564,36.264,1.758
20180907_27,23.7,42.0,3.9,22.221,35.678,2.238
20180907_28,23.6,42.0,1.6,21.069,41.983,2.29
20180907_29,24.3,43.0,3.4,21.205,43.113,2.089
20180907_30,24.7,33.0,2.2,19.3,56.506,0.889
20180907_31,22.6,40.0,1.1,18.317,50.691,1.225
20180907_32,19.2,53.0,0.6,15.141,59.715,1.705
20180907_33,16.4,66.0,0.6,14.46,59.789,0.94
20180907_34,15.1,71.0,0.5,13.711,62.129,1.169
20180907_35,14.3,74.0,0.9,13.585,62.385,0.681
20180907_36,13.4,78.0,0.5,13.307,64.345,0.84
20180908_00,23.0,39.0,3.1,26.33,40.292,1.431
20180908_01,23.9,36.0,2.5,23.597,28.534,0.771
20180908_02,24.8,31.0,3.9,24.304,27.247,0.687
20180908_03,23.7,42.0,3.9,24.555,26.35,0.595
20180908_04,23.6,42.0,1.6,24.735,27.012,1.728
20180908_05,24.3,43.0,3.4,21.777,41.204,2.4
20180908_06,24.7,33.0,2.2,20.073,47.278,1.677
20180908_07,22.6,40.0,1.1,19.767,37.487,1.68
20180908_08,19.2,53.0,0.6,16.408,45.89,0.891
20180908_09,16.4,66.0,0.6,15.425,48.934,0.972
20180908_10,15.1,71.0,0.5,14.98,51.134,0.716
20180908_11,14.3,74.0,0.9,17.428,45.191,0.278
20180908_12,13.4,78.0,0.5,15.228,51.233,0.562
20180908_13,12.4,83.0,0.4,16.745,47.793,0.281
20180908_14,12.2,86.0,,16.204,50.077,0.862
20180908_15,11.0,92.0,0.6,15.952,52.292,0.458
20180908_16,10.4,95.0,,15.072,59.613,1.348
20180908_17,10.3,97.0,0.6,12.909,72.664,1.823
20180908_18,10.0,97.0,0.4,12.54,75.291,1.765
20180908_19,9.7,97.0,0.6,12.411,76.78,1.703
20180908_20,11.6,93.0,1.2,15.425,72.474,0.985
20180908_21,14.8,79.0,2.8,18.189,59.516,1.275
20180908_22,18.4,71.0,1.3,20.111,55.384,3.78
20180908_23,20.2,69.0,1.5,21.209,53.81,4.747
20180908_24,22.2,60.0,3.4,21.332,53.134,5.161
20180908_25,23.4,53.0,4.1,21.615,52.403,5.164
20180908_26,24.2,50.0,5.1,22.702,50.314,4.804
20180908_27,24.8,47.0,5.5,23.108,48.896,5.211
20180908_28,25.2,45.0,4.6,23.457,48.554,4.658
20180908_29,25.3,47.0,3.6,23.617,47.31,4.328
20180908_30,24.5,49.0,5.0,23.313,50.26,3.076
20180908_31,22.6,56.0,3.2,19.394,67.469,1.392
20180908_32,19.5,72.0,0.5,16.905,71.392,0.956
20180908_33,17.8,78.0,,16.379,72.621,1.086
20180908_34,17.1,80.0,0.7,16.189,71.907,0.994
20180908_35,16.6,80.0,1.3,15.983,71.57,1.511
20180908_36,15.8,85.0,,15.694,73.32,1.993
20180909_00,22.2,60.0,3.4,27.436,48.807,1.31
20180909_01,23.4,53.0,4.1,23.744,47.416,3.204
20180909_02,24.2,50.0,5.1,24.119,46.544,4.51
20180909_03,24.8,47.0,5.5,24.35,43.911,4.458
20180909_04,25.2,45.0,4.6,24.445,44.143,4.276
20180909_05,25.3,47.0,3.6,24.153,46.394,4.256
20180909_06,24.5,49.0,5.0,23.449,51.019,4.154
20180909_07,22.6,56.0,3.2,19.562,68.006,2.042
20180909_08,19.5,72.0,0.5,16.92,72.396,1.297
20180909_09,17.8,78.0,,16.293,71.984,0.533
20180909_10,17.1,80.0,0.7,16.136,71.481,0.978
20180909_11,16.6,80.0,1.3,16.223,69.956,0.808
20180909_12,15.8,85.0,,16.046,69.749,1.745
20180909_13,15.0,90.0,1.1,15.763,71.951,1.853
20180909_14,14.7,92.0,1.2,16.224,72.147,3.04
20180909_15,14.1,94.0,1.1,15.105,76.267,2.08
20180909_16,13.2,97.0,0.7,14.581,76.719,1.596
20180909_17,12.9,98.0,,14.321,76.168,1.297
20180909_18,12.5,99.0,1.5,13.988,77.122,1.202
20180909_19,11.9,99.0,,13.702,78.006,0.99
20180909_20,13.4,99.0,1.2,17.688,72.023,0.996
20180909_21,15.7,87.0,2.2,19.659,58.953,1.07
20180909_22,18.6,76.0,1.9,21.116,53.668,1.659
20180909_23,21.7,64.0,1.8,22.806,47.596,3.177
20180909_24,23.6,59.0,2.1,24.176,41.13,4.759
20180909_25,24.1,50.0,5.1,24.806,41.179,5.3
20180909_26,24.8,50.0,5.2,25.541,40.171,6.568
20180909_27,25.5,50.0,4.2,25.215,41.706,6.643
20180909_28,25.6,45.0,4.5,25.25,40.821,7.046
20180909_29,25.2,46.0,5.5,25.225,41.662,5.867
20180909_30,24.4,51.0,4.1,24.425,43.367,4.778
20180909_31,22.6,56.0,2.4,20.326,58.713,2.431
20180909_32,21.8,62.0,2.6,18.058,56.575,2.183
20180909_33,20.2,68.0,0.6,19.601,51.346,2.281
20180909_34,20.6,66.0,0.9,18.966,54.681,1.995
20180909_35,20.2,67.0,0.7,19.511,57.846,3.36
20180909_36,19.1,76.0,0.9,20.413,63.043,5.19
20180910_00,23.6,59.0,2.1,27.991,48.613,1.547
20180910_01,24.1,50.0,5.1,25.482,40.766,5.987
20180910_02,24.8,50.0,5.2,25.706,40.217,6.078
20180910_03,25.5,50.0,4.2,25.792,40.714,5.867
20180910_04,25.6,45.0,4.5,25.535,42.25,5.933
20180910_05,25.2,46.0,5.5,25.227,42.92,5.452
20180910_06,24.4,51.0,4.1,24.546,45.693,4.367
20180910_07,22.6,56.0,2.4,20.818,62.166,2.294
20180910_08,21.8,62.0,2.6,18.665,62.065,1.286
20180910_09,20.2,68.0,0.6,20.856,57.676,2.394
20180910_10,20.6,66.0,0.9,19.702,64.152,1.713
20180910_11,20.2,67.0,0.7,17.773,68.759,0.458
20180910_12,19.1,76.0,0.9,17.476,70.169,0.906
20180910_13,19.0,77.0,1.0,18.507,70.77,1.212
20180910_14,18.1,84.0,0.6,18.963,70.468,1.924
20180910_15,17.8,84.0,0.5,18.236,76.196,2.046
20180910_16,17.1,89.0,0.8,17.812,77.502,2.21
20180910_17,16.8,89.0,0.8,17.525,82.149,1.658
20180910_18,16.9,89.0,0.9,17.723,80.868,2.045
20180910_19,17.6,81.0,,17.613,83.205,3.575
20180910_20,17.4,86.0,1.7,16.808,91.319,3.405
