Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180829_36,19.2,100.0,0.3,24.214,65.162,2.269
20180830_00,22.6,95.0,0.3,27.066,72.43,1.415
20180830_01,23.0,92.0,0.5,24.286,78.0,0.802
20180830_02,23.6,91.0,1.6,24.445,76.011,1.267
20180830_03,24.0,80.0,2.4,24.852,73.752,1.796
20180830_04,24.7,78.0,2.0,26.101,68.527,2.537
20180830_05,25.7,75.0,1.4,26.648,64.141,2.417
20180830_06,26.0,71.0,1.9,27.107,59.632,3.131
20180830_07,25.1,71.0,0.9,26.252,62.084,2.826
20180830_08,22.2,86.0,0.3,23.39,72.854,2.07
20180830_09,21.1,95.0,,22.6,74.237,1.354
20180830_10,20.0,99.0,0.7,22.547,74.22,0.548
20180830_11,19.4,100.0,,21.149,80.331,0.643
20180830_12,19.2,100.0,0.3,20.755,82.877,1.251
20180830_13,19.0,100.0,1.0,20.701,82.925,0.926
20180830_14,18.7,100.0,1.0,20.515,83.269,0.481
20180830_15,18.0,100.0,0.4,19.778,86.093,1.296
20180830_16,17.8,100.0,0.5,19.773,85.479,1.611
20180830_17,18.1,100.0,1.0,20.63,82.275,2.871
20180830_18,18.1,100.0,0.4,20.818,80.33,3.124
20180830_19,17.6,100.0,,20.471,82.128,2.524
20180830_20,18.7,100.0,0.3,22.844,74.04,3.176
20180830_21,21.3,92.0,2.0,24.444,65.877,3.919
20180830_22,23.8,77.0,2.9,26.218,55.525,3.957
20180830_23,25.5,73.0,2.1,27.613,48.763,2.377
20180830_24,27.4,66.0,1.1,28.902,43.35,1.06
20180830_25,29.0,57.0,0.5,29.496,41.361,1.435
20180830_26,30.2,45.0,0.6,30.252,37.918,2.103
20180830_27,30.3,47.0,0.9,30.389,35.719,2.461
20180830_28,30.4,42.0,2.1,30.101,37.78,3.115
20180830_29,30.3,39.0,2.8,29.879,38.606,3.475
20180830_30,29.6,43.0,1.7,29.72,39.23,2.591
20180830_31,28.4,50.0,1.7,28.729,44.968,2.324
20180830_32,24.9,70.0,1.0,25.853,54.088,2.277
20180830_33,22.4,89.0,,25.027,54.237,2.51
20180830_34,21.0,95.0,0.6,25.109,56.659,3.249
20180830_35,20.5,96.0,,23.463,66.949,1.833
20180830_36,20.5,95.0,0.6,21.65,74.265,1.181
20180831_00,27.4,66.0,1.1,33.259,50.263,0.669
20180831_01,29.0,57.0,0.5,28.847,48.5,1.502
20180831_02,30.2,45.0,0.6,29.538,45.015,2.271
20180831_03,30.3,47.0,0.9,29.506,46.215,2.242
20180831_04,30.4,42.0,2.1,29.107,47.625,1.487
20180831_05,30.3,39.0,2.8,29.244,45.816,2.321
20180831_06,29.6,43.0,1.7,29.453,45.051,2.372
20180831_07,28.4,50.0,1.7,27.825,54.182,1.665
20180831_08,24.9,70.0,1.0,24.737,60.268,1.111
20180831_09,22.4,89.0,,23.689,63.539,1.604
20180831_10,21.0,95.0,0.6,24.183,58.172,2.392
20180831_11,20.5,96.0,,23.549,62.891,2.726
20180831_12,20.5,95.0,0.6,22.13,73.325,2.005
20180831_13,20.1,98.0,0.7,21.13,80.829,1.367
20180831_14,19.9,99.0,0.9,20.761,82.973,1.304
20180831_15,19.8,99.0,,20.209,83.781,0.846
20180831_16,19.7,99.0,,19.725,85.749,0.521
20180831_17,19.7,100.0,0.6,19.591,87.141,0.481
20180831_18,20.3,97.0,0.8,19.432,87.617,0.435
20180831_19,20.5,96.0,0.7,19.065,88.354,0.35
20180831_20,20.9,96.0,1.3,21.486,82.823,0.666
20180831_21,22.9,90.0,1.3,23.273,74.448,0.164
20180831_22,25.1,82.0,0.6,24.276,64.646,0.918
20180831_23,26.0,76.0,1.6,24.167,66.332,2.273
20180831_24,26.6,71.0,1.8,24.792,62.076,2.665
20180831_25,27.7,62.0,2.8,25.284,60.917,3.133
20180831_26,27.8,58.0,1.9,26.914,54.173,3.26
20180831_27,28.1,56.0,1.8,27.298,52.303,3.379
20180831_28,27.6,61.0,1.3,27.802,52.217,3.723
20180831_29,26.8,63.0,1.5,27.893,50.152,3.417
20180831_30,26.4,63.0,2.4,27.102,54.81,3.214
20180831_31,25.0,71.0,1.7,26.277,59.506,3.137
20180831_32,24.3,77.0,1.3,25.257,63.59,3.857
20180831_33,24.1,75.0,,22.823,73.701,2.924
20180831_34,22.7,89.0,0.3,21.759,81.528,0.855
20180831_35,22.3,90.0,0.5,21.422,84.635,0.941
20180831_36,22.2,94.0,,21.097,86.88,0.834
20180901_00,26.6,71.0,1.8,32.286,50.601,1.665
20180901_01,27.7,62.0,2.8,27.16,53.713,3.509
20180901_02,27.8,58.0,1.9,27.704,53.163,3.955
20180901_03,28.1,56.0,1.8,28.06,52.333,3.591
20180901_04,27.6,61.0,1.3,28.098,52.682,3.402
20180901_05,26.8,63.0,1.5,26.951,57.538,2.634
20180901_06,26.4,63.0,2.4,26.324,61.058,2.831
20180901_07,25.0,71.0,1.7,25.579,64.986,1.868
20180901_08,24.3,77.0,1.3,23.982,77.831,1.361
20180901_09,24.1,75.0,,22.77,85.584,1.166
20180901_10,22.7,89.0,0.3,22.456,87.504,1.109
20180901_11,22.3,90.0,0.5,23.171,72.046,3.512
20180901_12,22.2,94.0,,22.638,72.587,2.59
20180901_13,22.0,94.0,0.6,22.393,75.74,2.447
20180901_14,22.0,97.0,0.6,21.951,83.107,2.015
20180901_15,21.0,97.0,1.9,21.813,84.993,3.465
20180901_16,19.5,96.0,1.4,21.461,83.937,5.351
20180901_17,19.1,100.0,1.2,21.037,86.268,5.654
20180901_18,19.0,100.0,0.4,21.055,88.461,5.162
20180901_19,19.4,100.0,0.9,21.31,90.421,4.662
20180901_20,19.3,100.0,0.9,21.341,89.613,5.119
20180901_21,19.5,100.0,1.1,20.633,88.26,5.272
20180901_22,19.8,100.0,,20.506,89.652,2.634
20180901_23,20.3,100.0,0.4,20.765,89.708,2.251
20180901_24,20.8,100.0,0.3,20.996,90.923,1.762
20180901_25,21.7,99.0,0.7,20.972,95.589,1.024
20180901_26,22.3,96.0,0.3,21.938,91.967,1.029
20180901_27,23.4,90.0,1.2,22.924,87.823,0.928
20180901_28,23.6,88.0,2.0,23.892,81.995,1.084
20180901_29,23.8,88.0,0.4,24.314,79.843,1.478
20180901_30,24.1,88.0,0.8,24.581,77.761,2.082
20180901_31,23.5,94.0,0.5,23.633,82.585,2.627
20180901_32,23.1,93.0,0.4,22.27,90.128,2.714
20180901_33,23.4,90.0,1.4,21.813,92.817,2.69
20180901_34,23.2,93.0,0.8,21.12,95.135,2.395
20180901_35,22.7,97.0,,20.345,95.458,1.559
20180901_36,22.8,96.0,0.7,19.987,94.631,0.633
20180902_00,20.8,100.0,0.3,23.208,86.399,1.467
20180902_01,21.7,99.0,0.7,22.4,83.831,1.556
20180902_02,22.3,96.0,0.3,23.685,77.577,0.725
20180902_03,23.4,90.0,1.2,25.453,69.635,0.719
20180902_04,23.6,88.0,2.0,26.459,65.89,1.593
20180902_05,23.8,88.0,0.4,27.351,63.463,2.606
20180902_06,24.1,88.0,0.8,26.675,66.572,3.294
20180902_07,23.5,94.0,0.5,25.853,71.083,2.814
20180902_08,23.1,93.0,0.4,24.425,76.084,3.452
20180902_09,23.4,90.0,1.4,23.956,78.151,4.212
20180902_10,23.2,93.0,0.8,23.48,81.915,4.363
20180902_11,22.7,97.0,,22.935,85.592,3.741
20180902_12,22.8,96.0,0.7,22.054,89.888,1.956
20180902_13,22.6,98.0,1.0,22.208,90.192,0.563
20180902_14,22.0,100.0,,22.605,88.814,1.036
20180902_15,21.8,100.0,,22.417,89.179,2.02
20180902_16,21.8,100.0,0.4,21.205,93.313,1.188
20180902_17,21.4,100.0,,22.154,92.084,1.398
20180902_18,21.1,100.0,0.9,21.435,94.882,1.089
20180902_19,20.7,100.0,0.6,19.035,98.125,1.388
20180902_20,21.2,100.0,,21.089,94.751,0.576
20180902_21,22.2,100.0,1.5,22.206,85.209,0.862
20180902_22,25.1,79.0,0.3,26.166,37.334,4.05
20180902_23,27.3,51.0,1.1,27.211,36.348,3.939
20180902_24,28.4,39.0,2.0,28.479,32.541,4.785
20180902_25,28.4,37.0,4.9,29.616,30.301,5.096
20180902_26,28.7,38.0,3.0,30.327,29.687,6.043
20180902_27,28.6,40.0,2.4,30.176,29.543,6.504
20180902_28,28.5,38.0,2.4,29.996,29.742,6.283
20180902_29,28.9,34.0,3.7,29.589,30.605,7.131
20180902_30,29.6,36.0,1.0,28.172,35.543,6.897
20180902_31,25.8,56.0,1.4,26.592,39.549,4.873
20180902_32,25.9,40.0,1.7,25.488,40.793,3.896
20180902_33,22.1,59.0,,24.818,41.195,3.583
20180902_34,20.3,65.0,0.9,22.708,44.941,2.339
20180902_35,18.4,86.0,,23.139,41.477,3.394
20180902_36,16.9,95.0,0.6,21.724,44.568,2.806
20180903_00,28.4,39.0,2.0,31.966,41.206,1.345
20180903_01,28.4,37.0,4.9,27.905,35.759,3.746
20180903_02,28.7,38.0,3.0,28.06,35.316,3.811
20180903_03,28.6,40.0,2.4,29.122,32.816,4.982
20180903_04,28.5,38.0,2.4,28.932,31.312,6.901
20180903_05,28.9,34.0,3.7,28.592,33.073,6.072
20180903_06,29.6,36.0,1.0,27.981,34.349,5.257
20180903_07,25.8,56.0,1.4,26.327,37.78,5.257
20180903_08,25.9,40.0,1.7,25.106,37.646,5.751
20180903_09,22.1,59.0,,22.017,47.427,2.093
20180903_10,20.3,65.0,0.9,22.725,44.738,3.575
20180903_11,18.4,86.0,,22.751,42.772,4.17
20180903_12,16.9,95.0,0.6,22.187,43.424,3.923
20180903_13,16.1,98.0,0.5,21.343,45.24,3.307
20180903_14,15.6,100.0,0.6,20.792,47.453,3.235
20180903_15,15.2,100.0,,19.702,52.102,2.724
20180903_16,14.8,100.0,,18.797,55.549,2.033
20180903_17,14.2,100.0,,18.487,56.113,1.987
20180903_18,14.1,100.0,0.8,18.578,54.665,2.356
20180903_19,13.7,100.0,,18.669,52.324,2.68
20180903_20,15.6,100.0,0.6,21.256,47.575,3.807
20180903_21,20.0,88.0,0.9,22.848,41.808,4.764
20180903_22,24.2,50.0,1.5,24.308,36.576,4.981
20180903_23,26.4,41.0,2.0,25.619,32.726,5.346
20180903_24,27.6,37.0,1.4,26.691,31.365,5.236
20180903_25,28.1,38.0,2.2,28.095,28.075,5.034
20180903_26,28.9,37.0,2.1,29.063,25.594,5.29
20180903_27,30.1,35.0,1.5,29.569,24.366,5.608
20180903_28,30.5,32.0,2.2,29.759,23.976,5.423
20180903_29,30.7,31.0,1.7,29.558,24.817,5.759
20180903_30,29.1,43.0,1.3,28.803,27.656,4.894
20180903_31,25.9,70.0,0.7,26.86,34.016,3.538
20180903_32,22.9,83.0,1.1,23.53,40.197,2.861
20180903_33,21.0,91.0,0.8,23.749,38.857,3.524
20180903_34,20.0,93.0,0.7,23.244,41.717,3.635
20180903_35,18.9,94.0,0.8,21.144,48.615,2.236
20180903_36,18.3,93.0,0.6,19.623,52.887,1.788
20180904_00,27.6,37.0,1.4,31.794,38.79,0.922
20180904_01,28.1,38.0,2.2,28.115,32.508,1.522
20180904_02,28.9,37.0,2.1,30.173,27.072,3.157
20180904_03,30.1,35.0,1.5,30.914,25.787,2.786
20180904_04,30.5,32.0,2.2,31.312,24.909,2.0
20180904_05,30.7,31.0,1.7,31.654,22.621,5.364
20180904_06,29.1,43.0,1.3,30.849,25.291,4.057
20180904_07,25.9,70.0,0.7,28.048,34.024,2.719
20180904_08,22.9,83.0,1.1,25.777,38.148,3.092
20180904_09,21.0,91.0,0.8,24.214,39.729,2.779
20180904_10,20.0,93.0,0.7,22.483,44.601,1.976
20180904_11,18.9,94.0,0.8,21.521,49.097,2.118
20180904_12,18.3,93.0,0.6,20.968,49.602,1.912
20180904_13,17.7,93.0,1.5,20.71,46.401,1.904
20180904_14,16.9,96.0,1.0,20.982,48.349,3.005
20180904_15,17.0,96.0,0.7,20.42,50.141,2.624
20180904_16,16.5,97.0,0.7,21.279,47.258,3.169
20180904_17,16.3,98.0,1.2,19.974,50.584,2.726
20180904_18,16.5,95.0,1.0,18.719,52.004,2.284
20180904_19,16.0,97.0,0.9,19.414,52.13,3.251
20180904_20,16.6,95.0,0.8,21.32,50.136,3.823
20180904_21,21.0,79.0,1.2,23.26,45.159,2.788
20180904_22,23.4,67.0,1.7,24.93,40.148,2.594
20180904_23,25.8,53.0,1.0,26.078,35.958,1.055
20180904_24,28.0,39.0,0.9,27.169,34.317,2.814
20180904_25,29.4,35.0,1.6,27.844,34.879,4.006
20180904_26,30.5,33.0,1.3,28.7,33.029,3.747
20180904_27,30.9,37.0,2.9,29.535,30.571,3.141
20180904_28,31.9,34.0,1.2,29.993,30.254,3.964
20180904_29,32.0,33.0,2.7,30.197,31.236,3.509
20180904_30,31.5,33.0,1.9,30.18,32.389,3.018
20180904_31,30.0,34.0,2.3,28.246,38.809,3.833
20180904_32,28.4,40.0,1.9,27.661,37.908,4.752
20180904_33,26.7,46.0,1.2,26.997,37.789,4.565
20180904_34,23.8,63.0,,25.35,39.99,3.732
20180904_35,22.7,70.0,0.7,24.491,40.874,3.291
20180904_36,22.3,72.0,1.0,24.281,40.911,3.498
20180905_00,28.0,39.0,0.9,32.931,44.006,1.713
20180905_01,29.4,35.0,1.6,30.504,29.654,2.622
20180905_02,30.5,33.0,1.3,30.975,32.416,3.868
20180905_03,30.9,37.0,2.9,31.884,26.55,4.638
20180905_04,31.9,34.0,1.2,32.631,24.712,4.772
20180905_05,32.0,33.0,2.7,32.887,25.32,5.33
20180905_06,31.5,33.0,1.9,32.155,29.138,5.027
20180905_07,30.0,34.0,2.3,30.155,35.117,4.191
20180905_08,28.4,40.0,1.9,28.261,36.681,3.676
20180905_09,26.7,46.0,1.2,25.531,43.932,2.012
20180905_10,23.8,63.0,,24.618,45.455,1.697
20180905_11,22.7,70.0,0.7,24.337,45.567,1.994
20180905_12,22.3,72.0,1.0,24.737,45.081,2.735
20180905_13,21.2,77.0,2.0,23.841,49.317,2.561
20180905_14,19.3,91.0,,21.814,55.772,1.42
20180905_15,18.2,96.0,0.4,21.016,60.424,1.21
20180905_16,18.0,97.0,,21.418,52.174,2.598
20180905_17,17.3,99.0,0.9,23.134,29.283,4.076
20180905_18,17.4,99.0,0.9,19.807,43.354,2.111
20180905_19,17.5,98.0,,18.533,50.35,1.758
20180905_20,18.0,97.0,,21.964,33.944,3.445
20180905_21,22.8,52.0,1.8,22.747,32.986,5.495
20180905_22,25.1,30.0,2.9,22.683,33.79,4.638
20180905_23,25.3,29.0,2.9,23.416,32.562,4.64
20180905_24,25.5,32.0,3.1,24.223,31.808,5.425
20180905_25,25.0,29.0,5.0,23.54,33.013,5.872
20180905_26,25.8,30.0,2.5,24.61,30.586,6.23
20180905_27,25.8,30.0,3.2,25.349,28.995,5.735
20180905_28,26.7,29.0,3.1,25.633,29.617,6.341
20180905_29,25.5,33.0,3.1,25.026,35.273,7.134
20180905_30,25.4,32.0,2.8,24.866,35.34,6.811
20180905_31,24.1,35.0,3.9,23.209,39.819,5.834
20180905_32,21.0,50.0,0.6,22.533,35.352,6.406
20180905_33,18.5,57.0,,22.097,31.334,7.619
20180905_34,16.8,64.0,,21.501,32.341,6.309
20180905_35,15.1,90.0,0.7,20.124,36.111,4.213
20180905_36,13.8,94.0,,17.195,45.246,1.756
20180906_00,25.5,32.0,3.1,28.352,37.272,4.251
20180906_01,25.0,29.0,5.0,24.857,30.201,6.895
20180906_02,25.8,30.0,2.5,24.311,30.731,5.345
20180906_03,25.8,30.0,3.2,24.983,29.647,5.681
20180906_04,26.7,29.0,3.1,25.273,28.906,5.818
20180906_05,25.5,33.0,3.1,25.378,29.468,5.691
20180906_06,25.4,32.0,2.8,24.946,33.556,6.753
20180906_07,24.1,35.0,3.9,23.039,38.516,5.877
20180906_08,21.0,50.0,0.6,22.125,38.19,5.602
20180906_09,18.5,57.0,,20.894,39.902,3.761
20180906_10,16.8,64.0,,17.9,47.238,1.136
20180906_11,15.1,90.0,0.7,17.138,48.437,0.593
20180906_12,13.8,94.0,,16.501,49.585,0.641
20180906_13,19.4,47.0,2.2,15.954,50.484,0.832
20180906_14,20.3,43.0,2.4,15.605,49.782,1.092
20180906_15,16.0,70.0,0.4,15.162,49.071,0.633
20180906_16,14.0,82.0,,14.76,50.14,0.585
20180906_17,13.1,91.0,,14.54,52.405,0.912
20180906_18,12.4,98.0,,14.132,57.024,1.268
20180906_19,12.1,100.0,0.8,13.632,57.539,1.364
20180906_20,13.4,99.0,0.3,17.396,52.12,1.882
20180906_21,19.0,63.0,0.5,19.874,39.547,4.142
20180906_22,21.8,52.0,1.0,21.099,37.526,5.154
20180906_23,23.5,38.0,0.8,22.398,33.838,5.23
20180906_24,25.0,37.0,1.3,23.623,30.983,5.014
20180906_25,25.5,33.0,1.0,24.727,28.564,4.823
20180906_26,26.7,33.0,1.9,25.632,27.03,4.846
20180906_27,26.8,30.0,0.8,26.188,26.28,4.683
20180906_28,27.1,31.0,1.8,26.496,25.978,4.75
20180906_29,27.1,29.0,1.2,26.315,26.243,5.218
20180906_30,26.8,28.0,2.0,25.63,28.311,4.706
20180906_31,25.1,29.0,3.0,23.977,33.1,4.814
20180906_32,22.0,39.0,1.6,22.798,34.338,4.883
20180906_33,19.9,47.0,1.4,21.751,36.928,4.902
20180906_34,18.8,51.0,0.9,20.064,43.626,4.132
20180906_35,15.6,74.0,,18.46,49.045,2.748
20180906_36,13.9,89.0,0.5,17.324,49.886,2.318
20180907_00,25.0,37.0,1.3,29.175,36.691,0.879
20180907_01,25.5,33.0,1.0,24.325,33.534,2.244
20180907_02,26.7,33.0,1.9,25.649,30.098,2.862
20180907_03,26.8,30.0,0.8,26.729,27.213,3.765
20180907_04,27.1,31.0,1.8,27.275,26.586,4.098
20180907_05,27.1,29.0,1.2,26.369,27.573,4.885
20180907_06,26.8,28.0,2.0,26.171,29.243,4.951
20180907_07,25.1,29.0,3.0,23.909,32.36,5.433
20180907_08,22.0,39.0,1.6,22.891,31.695,6.008
20180907_09,19.9,47.0,1.4,20.763,37.427,3.763
20180907_10,18.8,51.0,0.9,19.423,41.232,3.026
20180907_11,15.6,74.0,,19.161,42.292,3.327
20180907_12,13.9,89.0,0.5,17.989,45.151,2.373
20180907_13,13.2,94.0,0.6,16.369,51.923,1.924
20180907_14,12.8,97.0,1.6,16.494,50.883,2.442
20180907_15,12.7,92.0,1.1,15.639,53.85,2.014
20180907_16,11.7,95.0,,14.929,55.554,1.846
20180907_17,11.0,96.0,,14.643,55.78,1.945
20180907_18,11.0,97.0,,14.401,56.693,2.214
20180907_19,10.6,98.0,,15.147,53.886,3.105
20180907_20,13.5,91.0,2.0,17.127,50.272,2.948
20180907_21,18.2,71.0,0.8,19.005,43.988,3.27
20180907_22,21.0,51.0,2.2,20.106,40.76,2.618
20180907_23,22.9,49.0,1.7,21.005,38.457,1.715
20180907_24,24.0,40.0,1.4,22.002,35.443,0.403
20180907_25,25.3,35.0,2.2,22.795,33.252,1.428
20180907_26,25.9,30.0,1.3,23.409,33.079,1.984
20180907_27,27.0,31.0,1.2,23.91,32.454,2.307
20180907_28,26.9,30.0,2.4,24.227,32.214,2.498
20180907_29,27.0,28.0,0.9,24.234,32.611,2.952
20180907_30,26.7,28.0,1.1,23.995,33.145,2.649
20180907_31,23.4,38.0,1.1,22.289,38.861,1.903
20180907_32,19.6,59.0,,22.18,36.528,2.572
20180907_33,17.4,76.0,1.0,19.65,43.721,2.855
20180907_34,16.3,81.0,,17.322,50.555,1.615
20180907_35,15.1,87.0,0.9,19.517,43.72,1.411
20180907_36,14.2,92.0,1.9,16.381,52.641,0.842
20180908_00,24.0,40.0,1.4,28.503,39.205,2.347
20180908_01,25.3,35.0,2.2,24.953,28.091,0.915
20180908_02,25.9,30.0,1.3,25.694,24.909,0.9
20180908_03,27.0,31.0,1.2,25.984,24.405,1.275
20180908_04,26.9,30.0,2.4,26.227,23.975,1.226
20180908_05,27.0,28.0,0.9,26.367,24.053,1.526
20180908_06,26.7,28.0,1.1,26.144,26.207,1.968
20180908_07,23.4,38.0,1.1,22.466,39.118,1.446
20180908_08,19.6,59.0,,22.304,34.575,1.286
20180908_09,17.4,76.0,1.0,19.211,41.112,0.988
20180908_10,16.3,81.0,,18.59,42.699,1.839
20180908_11,15.1,87.0,0.9,17.981,44.388,1.73
20180908_12,14.2,92.0,1.9,17.157,46.702,1.524
20180908_13,13.4,94.0,,17.801,47.193,2.574
20180908_14,13.1,96.0,0.8,17.306,52.385,2.364
20180908_15,13.3,96.0,0.4,16.436,57.718,1.988
20180908_16,12.7,98.0,0.7,15.287,63.801,1.691
20180908_17,12.5,100.0,,14.872,65.939,1.099
20180908_18,12.5,100.0,,15.463,65.387,0.939
20180908_19,12.2,100.0,,14.62,69.071,0.958
20180908_20,13.8,100.0,0.4,17.72,64.827,0.974
20180908_21,17.8,87.0,1.0,19.718,55.586,1.393
20180908_22,20.4,74.0,,20.327,55.336,2.227
20180908_23,22.1,68.0,0.6,19.264,61.544,1.337
20180908_24,23.8,62.0,0.8,21.783,53.68,2.874
20180908_25,24.8,54.0,1.7,23.579,49.419,3.535
20180908_26,25.9,49.0,0.8,24.269,48.462,3.078
20180908_27,26.5,47.0,1.9,25.149,43.748,3.524
20180908_28,26.9,45.0,2.3,25.682,42.964,2.783
20180908_29,26.3,47.0,1.9,26.432,38.367,2.531
20180908_30,25.5,47.0,1.2,26.598,36.983,3.113
20180908_31,23.4,57.0,1.5,24.586,46.335,3.951
20180908_32,20.2,74.0,,23.59,47.309,4.304
20180908_33,18.4,84.0,1.2,21.712,52.374,3.322
20180908_34,17.6,88.0,,21.197,51.969,3.27
20180908_35,16.9,92.0,0.6,21.173,51.989,4.373
20180908_36,16.1,96.0,,20.097,58.721,4.118
20180909_00,23.8,62.0,0.8,29.195,46.81,0.649
20180909_01,24.8,54.0,1.7,24.337,48.066,3.066
20180909_02,25.9,49.0,0.8,25.211,45.276,3.831
20180909_03,26.5,47.0,1.9,25.582,44.626,3.96
20180909_04,26.9,45.0,2.3,25.896,44.562,3.687
20180909_05,26.3,47.0,1.9,26.103,40.832,3.432
20180909_06,25.5,47.0,1.2,26.111,40.204,2.494
20180909_07,23.4,57.0,1.5,22.866,52.736,1.076
20180909_08,20.2,74.0,,21.156,57.485,2.244
20180909_09,18.4,84.0,1.2,20.84,58.86,2.75
20180909_10,17.6,88.0,,19.697,60.636,1.894
20180909_11,16.9,92.0,0.6,20.727,55.281,3.661
20180909_12,16.1,96.0,,19.865,60.32,3.058
20180909_13,15.6,98.0,,17.938,68.276,1.234
20180909_14,15.5,99.0,,17.394,71.298,0.776
20180909_15,15.1,100.0,1.0,16.956,72.286,0.593
20180909_16,14.7,100.0,,16.377,73.136,0.726
20180909_17,14.3,100.0,,15.951,73.152,0.815
20180909_18,14.0,100.0,,15.699,73.442,1.153
20180909_19,13.9,100.0,0.7,15.471,73.312,1.218
20180909_20,15.0,100.0,0.6,18.302,67.831,0.985
20180909_21,18.1,94.0,0.6,20.72,57.934,1.002
20180909_22,21.1,78.0,0.6,22.222,52.077,1.558
20180909_23,23.3,68.0,,23.871,46.04,2.036
20180909_24,25.2,59.0,0.9,25.515,39.385,3.523
20180909_25,25.2,52.0,1.1,25.999,40.841,4.456
20180909_26,26.2,45.0,1.4,26.312,40.201,4.734
20180909_27,27.3,41.0,3.0,26.899,37.793,5.492
20180909_28,27.5,42.0,1.1,26.472,38.634,3.542
20180909_29,27.1,42.0,1.1,26.877,37.591,4.862
20180909_30,25.7,48.0,2.0,26.899,34.945,5.404
20180909_31,24.8,47.0,1.3,25.149,38.452,4.399
20180909_32,23.2,58.0,0.7,25.528,34.592,4.538
20180909_33,21.8,67.0,0.9,23.823,41.05,6.201
20180909_34,21.1,76.0,1.2,22.591,47.647,6.892
20180909_35,20.9,75.0,,22.418,51.894,7.173
20180909_36,19.9,86.0,0.5,22.327,58.243,6.001
20180910_00,25.2,59.0,0.9,30.615,45.148,0.803
20180910_01,25.2,52.0,1.1,26.276,43.588,4.605
20180910_02,26.2,45.0,1.4,26.88,40.752,5.088
20180910_03,27.3,41.0,3.0,27.099,39.878,5.075
20180910_04,27.5,42.0,1.1,27.19,39.166,4.712
20180910_05,27.1,42.0,1.1,27.291,38.057,4.637
20180910_06,25.7,48.0,2.0,27.144,36.623,4.062
20180910_07,24.8,47.0,1.3,26.039,38.572,4.204
20180910_08,23.2,58.0,0.7,23.416,49.832,1.376
20180910_09,21.8,67.0,0.9,22.629,52.753,0.633
20180910_10,21.1,76.0,1.2,23.489,48.174,2.536
20180910_11,20.9,75.0,,22.885,55.224,2.078
20180910_12,19.9,86.0,0.5,22.861,57.085,3.757
20180910_13,19.5,87.0,,22.628,55.433,3.394
20180910_14,19.7,80.0,,21.749,58.697,2.702
20180910_15,20.4,69.0,0.5,21.534,57.864,3.018
20180910_16,20.2,71.0,1.1,20.902,63.416,3.726
20180910_17,20.4,71.0,0.7,20.473,67.048,2.554
20180910_18,20.6,71.0,2.5,20.063,72.092,2.124
20180910_19,19.6,81.0,0.5,18.729,82.836,1.642
20180910_20,19.0,90.0,0.3,18.157,87.843,1.916
20180910_21,21.1,71.0,2.0,18.629,84.249,1.41
20180910_22,21.8,69.0,1.5,19.576,76.652,1.475
20180910_23,22.0,69.0,1.3,20.184,71.522,1.007
20180910_24,22.5,73.0,1.0,20.868,65.447,1.714
20180910_25,23.1,69.0,0.9,23.02,58.383,3.967
20180910_26,24.0,67.0,0.4,24.652,53.508,5.351
20180910_27,24.7,55.0,2.2,26.142,47.506,5.906
