Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180831_06,30.2,42.0,2.1,29.925,46.968,2.282
20180831_07,29.2,45.0,2.1,29.412,48.132,2.011
20180831_08,27.8,50.0,2.0,27.633,51.266,1.733
20180831_09,26.8,56.0,1.8,26.775,54.563,0.986
20180831_10,25.1,65.0,0.8,26.117,58.028,1.429
20180831_11,23.9,72.0,,24.872,60.284,1.627
20180831_12,24.1,71.0,0.6,24.274,64.537,2.879
20180831_13,23.5,78.0,1.5,23.452,79.848,3.452
20180831_14,23.6,81.0,1.6,23.236,84.354,3.135
20180831_15,23.3,83.0,1.3,22.802,84.647,2.622
20180831_16,23.0,86.0,1.0,22.655,81.379,2.366
20180831_17,22.7,87.0,2.1,22.514,85.972,2.224
20180831_18,22.4,89.0,1.2,22.223,87.823,1.606
20180831_19,22.5,88.0,1.2,22.018,89.035,1.499
20180831_20,22.9,87.0,0.5,22.448,85.978,1.222
20180831_21,23.6,83.0,1.8,22.725,82.891,1.304
20180831_22,25.0,78.0,1.7,23.335,78.256,0.687
20180831_23,25.6,74.0,1.9,24.123,74.623,0.199
20180831_24,27.0,65.0,2.0,25.53,65.716,0.824
20180831_25,27.5,58.0,3.5,27.241,53.465,2.293
20180831_26,28.4,53.0,3.3,27.696,52.588,2.445
20180831_27,28.3,50.0,2.9,28.471,49.709,3.556
20180831_28,28.1,53.0,3.1,28.336,49.367,3.099
20180831_29,27.5,55.0,3.5,28.592,46.459,3.149
20180831_30,27.2,58.0,1.7,27.916,51.123,3.35
20180831_31,25.9,62.0,2.2,26.747,55.281,3.058
20180831_32,25.5,65.0,2.5,24.561,67.316,3.304
20180831_33,25.2,66.0,2.9,23.854,69.817,1.916
20180831_34,24.9,67.0,1.7,23.12,74.142,1.159
20180831_35,24.8,68.0,1.1,22.585,77.785,0.461
20180831_36,24.4,71.0,2.1,22.822,76.408,0.746
20180901_00,27.0,65.0,2.0,31.716,55.698,1.756
20180901_01,27.5,58.0,3.5,26.986,59.086,2.92
20180901_02,28.4,53.0,3.3,27.861,53.884,2.971
20180901_03,28.3,50.0,2.9,27.82,53.862,2.781
20180901_04,28.1,53.0,3.1,27.762,54.854,2.464
20180901_05,27.5,55.0,3.5,27.333,57.552,3.431
20180901_06,27.2,58.0,1.7,27.186,57.291,2.518
20180901_07,25.9,62.0,2.2,26.547,60.706,1.793
20180901_08,25.5,65.0,2.5,25.3,72.738,1.166
20180901_09,25.2,66.0,2.9,24.699,73.961,1.201
20180901_10,24.9,67.0,1.7,24.219,76.143,1.94
20180901_11,24.8,68.0,1.1,24.217,73.161,2.143
20180901_12,24.4,71.0,2.1,24.082,68.056,2.628
20180901_13,23.4,80.0,1.2,23.26,74.797,1.065
20180901_14,21.7,87.0,2.3,22.199,81.561,0.608
20180901_15,20.6,89.0,1.7,21.701,87.562,0.872
20180901_16,20.3,92.0,1.7,21.911,92.456,2.362
20180901_17,20.3,93.0,2.8,21.872,93.021,3.181
20180901_18,19.9,93.0,1.6,21.838,91.998,4.12
20180901_19,19.8,95.0,2.1,21.677,92.883,3.817
20180901_20,20.3,95.0,2.3,21.408,93.977,3.514
20180901_21,20.8,95.0,2.2,21.358,93.901,3.248
20180901_22,21.0,93.0,1.9,21.407,95.02,2.587
20180901_23,21.5,92.0,1.8,21.586,95.052,2.247
20180901_24,21.9,90.0,1.5,21.801,93.336,1.718
20180901_25,24.3,78.0,1.5,22.154,91.206,1.635
20180901_26,25.1,74.0,1.7,22.741,88.002,0.757
20180901_27,25.5,75.0,1.4,23.281,85.875,0.292
20180901_28,26.5,69.0,1.4,24.714,77.786,1.114
20180901_29,26.0,73.0,1.2,25.583,73.042,1.337
20180901_30,26.1,72.0,1.9,25.902,72.057,1.868
20180901_31,25.5,77.0,1.4,25.334,75.57,1.981
20180901_32,24.7,80.0,2.1,24.377,81.13,2.17
20180901_33,24.1,83.0,1.6,23.429,88.167,2.117
20180901_34,23.7,85.0,1.4,23.076,90.185,2.419
20180901_35,23.6,86.0,1.6,22.983,89.986,2.321
20180901_36,23.6,86.0,0.9,21.602,94.693,0.607
20180902_00,21.9,90.0,1.5,26.702,72.851,0.449
20180902_01,24.3,78.0,1.5,23.394,83.504,0.828
20180902_02,25.1,74.0,1.7,24.475,76.899,0.986
20180902_03,25.5,75.0,1.4,26.173,67.734,0.488
20180902_04,26.5,69.0,1.4,27.364,60.73,0.968
20180902_05,26.0,73.0,1.2,28.19,57.435,2.026
20180902_06,26.1,72.0,1.9,28.344,56.656,2.328
20180902_07,25.5,77.0,1.4,27.955,57.688,2.197
20180902_08,24.7,80.0,2.1,26.752,63.02,2.236
20180902_09,24.1,83.0,1.6,26.56,66.838,2.713
20180902_10,23.7,85.0,1.4,25.949,71.521,2.519
20180902_11,23.6,86.0,1.6,24.908,77.662,2.685
20180902_12,23.6,86.0,0.9,23.784,85.79,2.951
20180902_13,23.4,88.0,0.5,23.019,89.757,2.108
20180902_14,23.0,89.0,1.2,22.339,92.367,1.813
20180902_15,22.9,90.0,0.8,21.711,94.967,1.639
20180902_16,22.7,90.0,0.6,21.312,95.99,1.024
20180902_17,22.6,91.0,0.7,20.926,97.003,0.369
20180902_18,22.7,91.0,0.6,20.893,96.371,0.485
20180902_19,21.7,94.0,1.1,20.219,97.705,0.844
20180902_20,22.1,95.0,1.0,22.86,66.535,2.414
20180902_21,23.3,87.0,1.9,25.458,36.614,4.047
20180902_22,25.5,70.0,0.6,26.503,37.474,5.821
20180902_23,28.1,37.0,4.8,27.201,37.679,5.303
20180902_24,28.9,35.0,3.6,28.008,35.112,2.58
20180902_25,28.9,34.0,6.3,29.805,30.657,4.152
20180902_26,28.5,35.0,5.2,30.693,30.244,5.981
20180902_27,29.8,32.0,3.5,30.658,30.044,6.478
20180902_28,30.8,29.0,5.2,30.305,30.559,6.345
20180902_29,30.0,29.0,3.6,30.188,30.333,6.047
20180902_30,29.7,31.0,4.3,29.449,32.01,6.044
20180902_31,28.8,34.0,3.6,28.377,33.986,4.766
20180902_32,27.0,34.0,4.4,27.608,33.72,3.673
20180902_33,26.4,34.0,2.4,26.924,35.095,3.54
20180902_34,25.7,35.0,3.0,25.606,36.916,2.823
20180902_35,25.5,35.0,3.1,24.32,39.391,2.451
20180902_36,24.4,40.0,1.8,24.53,36.734,3.129
20180903_00,28.9,35.0,3.6,31.783,40.102,3.647
20180903_01,28.9,34.0,6.3,29.028,33.208,6.422
20180903_02,28.5,35.0,5.2,29.277,32.879,6.548
20180903_03,29.8,32.0,3.5,29.547,32.52,5.858
20180903_04,30.8,29.0,5.2,29.856,29.805,6.453
20180903_05,30.0,29.0,3.6,29.643,32.104,5.194
20180903_06,29.7,31.0,4.3,29.106,33.013,4.118
20180903_07,28.8,34.0,3.6,27.869,35.937,4.883
20180903_08,27.0,34.0,4.4,26.856,35.329,4.855
20180903_09,26.4,34.0,2.4,26.495,34.0,5.14
20180903_10,25.7,35.0,3.0,24.969,38.136,3.041
20180903_11,25.5,35.0,3.1,24.244,39.758,3.144
20180903_12,24.4,40.0,1.8,24.15,39.608,3.693
20180903_13,24.2,41.0,3.0,23.933,39.16,3.991
20180903_14,23.8,43.0,2.6,22.137,44.635,2.327
20180903_15,22.6,48.0,1.8,21.95,43.803,2.73
20180903_16,22.3,49.0,3.4,21.926,43.196,3.116
20180903_17,21.6,51.0,2.1,21.153,45.652,2.789
20180903_18,19.9,57.0,1.4,20.882,46.12,2.814
20180903_19,21.7,48.0,2.8,21.363,43.478,3.935
20180903_20,22.2,47.0,1.4,21.92,45.423,3.871
20180903_21,24.4,43.0,2.0,23.47,42.253,2.999
20180903_22,26.1,38.0,2.8,24.564,36.102,1.597
20180903_23,27.6,31.0,2.9,25.599,34.057,2.678
20180903_24,28.7,32.0,2.3,26.685,31.986,2.552
20180903_25,29.2,29.0,4.2,28.559,26.568,3.065
20180903_26,30.2,29.0,2.8,29.701,23.972,2.882
20180903_27,30.5,30.0,1.8,30.174,23.92,2.387
20180903_28,30.9,30.0,3.5,30.681,23.403,2.297
20180903_29,31.3,30.0,3.3,30.917,23.596,3.316
20180903_30,32.1,27.0,3.3,30.227,25.509,4.261
20180903_31,30.0,30.0,1.9,28.723,28.249,4.345
20180903_32,27.4,38.0,1.5,27.381,29.827,3.026
20180903_33,28.2,30.0,1.4,26.338,30.036,3.332
20180903_34,25.6,42.0,0.9,24.398,34.404,2.012
20180903_35,23.2,56.0,0.6,23.867,35.796,1.804
20180903_36,21.3,72.0,0.6,23.49,37.296,1.613
20180904_00,28.7,32.0,2.3,31.758,39.375,2.044
20180904_01,29.2,29.0,4.2,29.217,31.234,2.082
20180904_02,30.2,29.0,2.8,30.834,26.522,3.044
20180904_03,30.5,30.0,1.8,32.065,23.884,4.148
20180904_04,30.9,30.0,3.5,32.443,23.195,4.121
20180904_05,31.3,30.0,3.3,32.581,21.937,4.523
20180904_06,32.1,27.0,3.3,32.048,22.503,4.568
20180904_07,30.0,30.0,1.9,30.503,28.356,3.382
20180904_08,27.4,38.0,1.5,26.784,37.755,1.826
20180904_09,28.2,30.0,1.4,25.683,38.256,1.939
20180904_10,25.6,42.0,0.9,24.854,36.164,2.296
20180904_11,23.2,56.0,0.6,23.861,37.815,2.018
20180904_12,21.3,72.0,0.6,22.607,41.09,1.783
20180904_13,22.0,58.0,1.3,21.62,44.133,1.163
20180904_14,20.9,64.0,1.2,21.382,44.831,1.427
20180904_15,20.0,67.0,0.6,21.712,41.448,2.341
20180904_16,20.0,71.0,0.5,21.253,44.25,1.63
20180904_17,20.1,71.0,1.5,20.449,48.764,1.02
20180904_18,19.5,74.0,1.6,19.792,51.229,1.047
20180904_19,18.8,78.0,1.5,18.586,54.976,1.251
20180904_20,20.0,72.0,0.9,20.262,57.103,0.382
20180904_21,22.8,57.0,1.3,22.312,47.281,0.937
20180904_22,25.0,45.0,1.9,24.285,42.789,0.685
20180904_23,27.1,41.0,2.2,26.101,35.45,1.283
20180904_24,28.2,38.0,2.5,27.533,32.897,2.319
20180904_25,30.6,33.0,2.2,29.249,28.671,2.935
20180904_26,32.2,27.0,3.4,29.822,27.89,2.612
20180904_27,33.3,25.0,3.2,30.654,27.742,2.852
20180904_28,34.3,23.0,3.3,31.867,25.677,2.847
20180904_29,33.2,24.0,3.2,32.564,24.991,3.547
20180904_30,32.1,27.0,3.6,32.422,26.453,3.662
20180904_31,31.5,25.0,2.8,31.294,29.381,3.132
20180904_32,29.8,30.0,1.9,30.267,29.176,3.293
20180904_33,27.6,39.0,1.7,28.678,32.279,2.635
20180904_34,26.6,47.0,1.3,28.249,32.257,2.805
20180904_35,26.2,48.0,1.3,27.827,33.597,3.01
20180904_36,24.0,65.0,0.9,28.264,32.735,4.333
20180905_00,28.2,38.0,2.5,33.599,46.091,0.572
20180905_01,30.6,33.0,2.2,31.044,30.267,2.749
20180905_02,32.2,27.0,3.4,32.422,24.542,4.238
20180905_03,33.3,25.0,3.2,33.228,24.44,4.592
20180905_04,34.3,23.0,3.3,33.581,24.408,5.464
20180905_05,33.2,24.0,3.2,33.406,25.912,5.673
20180905_06,32.1,27.0,3.6,32.794,28.678,5.309
20180905_07,31.5,25.0,2.8,31.806,29.968,4.469
20180905_08,29.8,30.0,1.9,31.203,28.625,4.927
20180905_09,27.6,39.0,1.7,30.354,31.212,4.602
20180905_10,26.6,47.0,1.3,29.758,32.744,4.275
20180905_11,26.2,48.0,1.3,28.72,38.682,3.569
20180905_12,24.0,65.0,0.9,28.417,39.766,4.045
20180905_13,23.4,66.0,1.0,27.765,41.039,3.678
20180905_14,23.0,67.0,1.5,25.401,47.586,2.087
20180905_15,21.2,75.0,1.3,24.217,45.591,2.483
20180905_16,21.5,74.0,2.3,25.662,24.142,3.95
20180905_17,20.4,72.0,1.2,24.497,24.176,3.796
20180905_18,21.3,55.0,1.5,23.963,25.081,4.363
20180905_19,22.1,37.0,1.7,21.36,31.105,2.747
20180905_20,23.2,33.0,2.5,22.389,33.434,4.118
20180905_21,24.4,31.0,2.9,22.633,34.729,6.053
20180905_22,25.5,26.0,4.4,22.534,34.736,6.713
20180905_23,25.7,25.0,7.4,23.587,32.76,6.439
20180905_24,25.6,27.0,4.0,24.342,31.783,7.327
20180905_25,25.3,28.0,6.7,24.943,31.728,6.491
20180905_26,25.8,30.0,2.6,25.324,30.936,6.437
20180905_27,26.0,29.0,5.5,25.947,29.282,5.693
20180905_28,26.7,27.0,6.9,26.149,27.997,4.163
20180905_29,26.5,29.0,5.1,25.987,32.124,6.82
20180905_30,26.0,30.0,6.5,25.403,35.109,5.82
20180905_31,25.2,32.0,4.1,24.364,36.992,5.714
20180905_32,23.4,36.0,2.6,23.574,35.742,5.061
20180905_33,22.6,38.0,1.7,22.588,34.579,3.681
20180905_34,21.2,43.0,3.0,21.737,32.839,2.906
20180905_35,21.1,41.0,2.1,20.491,34.017,2.306
20180905_36,21.1,38.0,3.1,20.093,33.841,2.537
20180906_00,25.6,27.0,4.0,28.589,36.748,4.47
20180906_01,25.3,28.0,6.7,25.513,31.012,6.088
20180906_02,25.8,30.0,2.6,25.759,30.415,6.532
20180906_03,26.0,29.0,5.5,25.866,30.527,6.289
20180906_04,26.7,27.0,6.9,25.822,29.287,5.487
20180906_05,26.5,29.0,5.1,25.731,28.739,4.547
20180906_06,26.0,30.0,6.5,25.99,29.714,5.763
20180906_07,25.2,32.0,4.1,24.448,34.684,6.397
20180906_08,23.4,36.0,2.6,22.75,38.393,3.183
20180906_09,22.6,38.0,1.7,21.729,39.012,2.695
20180906_10,21.2,43.0,3.0,21.08,38.059,2.711
20180906_11,21.1,41.0,2.1,21.28,35.112,3.332
20180906_12,21.1,38.0,3.1,20.545,36.968,3.059
20180906_13,18.9,48.0,0.3,19.348,40.351,2.798
20180906_14,18.5,46.0,1.5,20.015,36.607,3.568
20180906_15,19.2,40.0,1.6,19.779,35.673,3.861
20180906_16,19.0,43.0,1.4,19.651,35.518,4.056
20180906_17,17.2,57.0,1.1,18.909,38.269,3.622
20180906_18,17.3,54.0,1.5,18.381,41.082,3.725
20180906_19,16.5,60.0,0.7,17.834,43.921,3.788
20180906_20,18.6,53.0,1.7,18.589,45.572,4.335
20180906_21,21.4,45.0,3.1,19.976,44.701,4.156
20180906_22,23.1,35.0,2.5,21.459,40.947,4.922
20180906_23,24.2,32.0,2.7,22.641,37.434,3.997
20180906_24,25.0,31.0,3.2,23.919,32.515,3.4
20180906_25,26.3,27.0,3.0,25.093,29.69,3.515
20180906_26,26.7,29.0,4.2,25.93,27.693,3.22
20180906_27,27.5,24.0,5.5,26.535,26.893,2.951
20180906_28,27.9,25.0,3.1,26.892,26.565,2.83
20180906_29,27.9,26.0,2.5,27.163,25.498,4.16
20180906_30,27.6,25.0,2.9,26.574,25.906,4.719
20180906_31,26.3,27.0,2.3,25.359,31.032,3.843
20180906_32,23.6,34.0,1.4,24.382,28.321,5.212
20180906_33,22.7,35.0,2.4,23.57,30.522,4.12
20180906_34,22.8,31.0,2.5,21.573,35.385,2.848
20180906_35,22.1,33.0,1.8,19.319,41.578,1.816
20180906_36,21.2,35.0,3.0,18.688,42.077,1.654
20180907_00,25.0,31.0,3.2,28.8,37.317,1.744
20180907_01,26.3,27.0,3.0,25.05,32.154,2.754
20180907_02,26.7,29.0,4.2,25.87,30.541,2.695
20180907_03,27.5,24.0,5.5,26.536,28.963,2.491
20180907_04,27.9,25.0,3.1,27.514,26.428,2.454
20180907_05,27.9,26.0,2.5,27.635,26.067,5.882
20180907_06,27.6,25.0,2.9,26.766,29.189,5.808
20180907_07,26.3,27.0,2.3,25.006,33.09,4.895
20180907_08,23.6,34.0,1.4,23.593,30.301,5.128
20180907_09,22.7,35.0,2.4,22.676,31.059,3.391
20180907_10,22.8,31.0,2.5,21.336,33.92,2.705
20180907_11,22.1,33.0,1.8,19.26,40.544,1.469
20180907_12,21.2,35.0,3.0,19.462,39.194,2.029
20180907_13,19.2,42.0,1.7,18.753,41.028,1.906
20180907_14,20.7,36.0,2.3,17.713,44.248,1.755
20180907_15,18.3,48.0,1.5,17.62,43.735,1.727
20180907_16,16.8,55.0,2.0,16.703,46.875,1.674
20180907_17,16.0,63.0,0.4,16.138,48.414,1.694
20180907_18,16.1,62.0,1.5,16.276,46.538,2.158
20180907_19,15.3,65.0,1.0,15.326,49.124,1.737
20180907_20,16.9,63.0,1.1,17.166,46.868,2.071
20180907_21,20.2,49.0,1.8,18.839,44.852,2.472
20180907_22,22.1,41.0,2.1,20.269,42.936,2.998
20180907_23,23.3,41.0,1.0,21.421,38.426,1.527
20180907_24,24.5,31.0,2.4,22.332,33.452,0.267
20180907_25,25.5,29.0,3.2,22.972,32.214,0.791
20180907_26,26.2,29.0,2.2,23.555,31.212,1.105
20180907_27,26.4,26.0,1.8,24.067,30.321,1.566
20180907_28,27.2,26.0,0.8,24.704,29.316,2.243
20180907_29,27.9,22.0,2.6,24.948,28.565,1.572
20180907_30,27.1,23.0,0.6,25.203,27.584,1.784
20180907_31,25.6,29.0,1.4,23.828,31.984,1.916
20180907_32,22.6,41.0,1.0,23.331,33.119,2.829
20180907_33,21.7,42.0,0.6,21.786,35.993,2.328
20180907_34,20.1,56.0,0.7,21.303,36.496,2.255
20180907_35,18.9,64.0,0.3,20.387,38.748,1.524
20180907_36,18.3,67.0,,19.228,42.614,1.176
20180908_00,24.5,31.0,2.4,28.459,41.315,2.08
20180908_01,25.5,29.0,3.2,25.037,30.768,0.989
20180908_02,26.2,29.0,2.2,25.765,26.931,0.405
20180908_03,26.4,26.0,1.8,26.076,25.579,0.443
20180908_04,27.2,26.0,0.8,26.357,25.16,0.393
20180908_05,27.9,22.0,2.6,26.576,24.816,0.563
20180908_06,27.1,23.0,0.6,26.285,26.89,0.379
20180908_07,25.6,29.0,1.4,24.092,36.052,1.148
20180908_08,22.6,41.0,1.0,23.117,31.939,1.408
20180908_09,21.7,42.0,0.6,22.321,34.704,1.488
20180908_10,20.1,56.0,0.7,20.952,39.039,0.631
20180908_11,18.9,64.0,0.3,19.261,47.068,1.422
20180908_12,18.3,67.0,,18.685,47.444,1.53
20180908_13,18.8,62.0,1.1,19.648,43.768,1.745
20180908_14,18.7,67.0,1.1,19.816,44.813,1.62
20180908_15,18.4,70.0,1.5,18.479,50.322,2.544
20180908_16,18.4,72.0,1.7,18.668,52.861,2.673
20180908_17,18.0,77.0,1.9,19.104,52.842,3.334
20180908_18,17.5,79.0,2.0,17.106,63.625,1.783
20180908_19,15.8,85.0,1.4,16.24,70.839,1.832
20180908_20,16.5,79.0,1.0,17.246,67.764,1.792
20180908_21,18.7,70.0,1.6,17.265,69.497,1.111
20180908_22,20.8,65.0,1.2,19.027,61.938,1.434
20180908_23,22.0,60.0,2.1,22.022,54.007,1.489
20180908_24,23.6,52.0,0.5,23.301,49.436,2.379
20180908_25,24.9,44.0,2.1,23.228,49.611,1.85
20180908_26,26.5,41.0,2.0,25.563,41.641,1.5
20180908_27,26.9,39.0,1.7,27.025,35.747,2.82
20180908_28,27.8,34.0,1.2,27.527,33.863,2.765
20180908_29,28.1,34.0,2.6,27.909,32.733,2.871
20180908_30,27.5,40.0,1.9,27.827,31.538,3.112
20180908_31,26.8,38.0,1.6,26.556,35.887,2.9
20180908_32,24.5,47.0,1.2,25.469,38.813,2.92
20180908_33,22.9,53.0,0.7,24.527,41.299,2.741
20180908_34,21.8,60.0,1.2,23.609,42.94,2.063
20180908_35,21.1,65.0,1.1,23.117,43.624,3.499
20180908_36,20.3,71.0,0.8,21.584,52.13,2.536
20180909_00,23.6,52.0,0.5,29.366,48.477,0.299
20180909_01,24.9,44.0,2.1,23.734,53.288,1.747
20180909_02,26.5,41.0,2.0,25.173,45.412,2.132
20180909_03,26.9,39.0,1.7,26.004,41.374,2.425
20180909_04,27.8,34.0,1.2,27.017,37.605,2.33
20180909_05,28.1,34.0,2.6,27.637,34.015,1.85
20180909_06,27.5,40.0,1.9,28.023,30.724,1.515
20180909_07,26.8,38.0,1.6,25.666,38.109,1.257
20180909_08,24.5,47.0,1.2,24.455,42.869,2.122
20180909_09,22.9,53.0,0.7,23.712,41.587,1.837
20180909_10,21.8,60.0,1.2,22.017,47.902,1.659
20180909_11,21.1,65.0,1.1,21.929,49.892,3.245
20180909_12,20.3,71.0,0.8,21.132,57.77,3.734
20180909_13,20.4,71.0,1.1,20.143,65.211,3.326
20180909_14,20.2,73.0,1.4,19.338,71.184,2.558
20180909_15,19.7,77.0,1.1,18.243,74.308,1.584
20180909_16,19.0,75.0,1.2,17.368,78.511,1.183
20180909_17,18.7,72.0,1.9,17.041,79.475,1.081
20180909_18,17.5,84.0,1.1,16.67,79.909,1.063
20180909_19,17.4,84.0,0.7,16.475,78.042,1.352
20180909_20,18.1,82.0,1.1,17.84,70.784,1.745
20180909_21,19.7,75.0,1.6,19.113,66.284,1.701
20180909_22,21.6,62.0,0.5,20.606,60.06,1.444
20180909_23,22.9,59.0,1.6,22.465,54.15,1.812
20180909_24,24.4,50.0,2.2,24.588,44.072,2.365
20180909_25,25.5,46.0,2.7,26.024,38.606,3.09
20180909_26,27.4,38.0,3.8,26.476,38.564,4.237
20180909_27,28.0,34.0,3.1,27.976,35.463,4.111
20180909_28,27.8,30.0,3.4,28.312,33.908,4.07
20180909_29,27.3,33.0,2.3,27.756,30.745,4.78
20180909_30,26.8,34.0,1.9,27.505,30.917,4.252
20180909_31,25.7,43.0,1.2,27.451,30.32,3.991
20180909_32,25.2,44.0,1.2,26.729,32.42,2.625
20180909_33,24.1,51.0,0.9,25.495,36.882,2.116
20180909_34,23.0,58.0,0.5,24.318,39.06,3.031
20180909_35,22.3,62.0,1.3,24.766,43.144,4.187
20180909_36,22.7,60.0,1.4,23.77,48.44,3.357
20180910_00,24.4,50.0,2.2,29.951,47.629,0.592
20180910_01,25.5,46.0,2.7,25.207,51.359,2.474
20180910_02,27.4,38.0,3.8,26.721,44.406,4.057
20180910_03,28.0,34.0,3.1,27.45,40.454,3.772
20180910_04,27.8,30.0,3.4,28.296,35.175,3.729
20180910_05,27.3,33.0,2.3,28.696,32.641,4.442
20180910_06,26.8,34.0,1.9,28.296,32.402,4.615
20180910_07,25.7,43.0,1.2,27.903,31.821,4.178
20180910_08,25.2,44.0,1.2,25.894,42.78,2.09
20180910_09,24.1,51.0,0.9,25.82,45.903,3.147
20180910_10,23.0,58.0,0.5,24.933,49.363,2.525
20180910_11,22.3,62.0,1.3,24.553,48.447,2.087
20180910_12,22.7,60.0,1.4,24.477,46.378,2.547
20180910_13,22.6,58.0,1.2,23.228,54.677,1.983
20180910_14,22.3,58.0,1.6,22.709,58.419,1.712
20180910_15,21.5,63.0,1.4,22.87,58.703,2.697
20180910_16,21.1,62.0,1.9,22.025,63.734,2.056
20180910_17,20.8,64.0,2.0,21.381,67.229,1.589
20180910_18,20.3,66.0,1.5,20.797,73.343,1.385
20180910_19,20.2,68.0,0.9,19.728,79.584,2.288
