Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180830_29,30.6,43.0,2.6,29.965,42.659,2.854
20180830_30,30.2,45.0,2.8,29.283,45.697,3.19
20180830_31,29.3,47.0,0.7,26.999,61.847,1.443
20180830_32,25.9,66.0,1.1,24.989,59.442,1.575
20180830_33,23.4,77.0,1.3,24.606,62.139,1.322
20180830_34,22.9,80.0,1.7,23.057,67.039,1.424
20180830_35,22.4,80.0,1.4,22.285,73.707,0.929
20180830_36,23.3,79.0,2.2,21.966,74.86,2.015
20180831_00,27.9,56.0,1.5,31.814,54.651,1.137
20180831_01,29.1,52.0,2.0,29.385,48.411,2.526
20180831_02,30.2,41.0,0.9,29.902,44.381,2.985
20180831_03,31.4,31.0,2.0,28.592,51.197,2.46
20180831_04,31.3,37.0,3.3,29.997,44.529,2.391
20180831_05,30.6,43.0,2.6,28.555,56.399,1.621
20180831_06,30.2,45.0,2.8,29.642,47.021,1.998
20180831_07,29.3,47.0,0.7,27.388,62.263,1.12
20180831_08,25.9,66.0,1.1,24.406,63.21,1.364
20180831_09,23.4,77.0,1.3,23.964,60.899,2.192
20180831_10,22.9,80.0,1.7,23.209,66.852,2.064
20180831_11,22.4,80.0,1.4,23.215,71.735,3.134
20180831_12,23.3,79.0,2.2,22.822,75.782,3.301
20180831_13,22.9,83.0,2.4,21.446,82.84,2.288
20180831_14,22.9,84.0,2.1,21.368,80.827,2.679
20180831_15,22.6,85.0,1.7,20.868,84.394,2.487
20180831_16,22.4,86.0,2.4,21.456,81.086,3.371
20180831_17,22.0,87.0,1.9,21.015,81.379,3.015
20180831_18,21.4,89.0,1.2,20.239,81.059,2.493
20180831_19,21.2,91.0,0.9,20.01,75.625,1.41
20180831_20,22.3,83.0,1.3,23.294,64.76,1.861
20180831_21,23.2,80.0,1.4,24.798,57.611,1.363
20180831_22,25.4,67.0,0.6,25.53,57.155,1.03
20180831_23,26.8,58.0,2.0,26.509,53.852,1.181
20180831_24,27.7,55.0,2.1,27.521,48.92,2.037
20180831_25,28.4,53.0,2.9,28.188,46.937,2.613
20180831_26,28.7,49.0,2.4,28.224,48.462,3.087
20180831_27,28.9,48.0,1.6,28.227,49.858,3.175
20180831_28,28.4,53.0,2.2,28.561,49.307,2.43
20180831_29,27.8,54.0,2.2,28.143,53.167,2.981
20180831_30,27.2,56.0,1.8,27.107,57.927,3.101
20180831_31,26.7,59.0,1.2,25.738,64.401,1.501
20180831_32,26.0,60.0,0.9,24.918,67.463,1.545
20180831_33,23.9,81.0,0.3,24.188,72.755,2.595
20180831_34,22.4,88.0,1.3,22.595,81.416,2.227
20180831_35,22.4,88.0,1.5,22.17,84.876,1.781
20180831_36,22.7,84.0,2.1,21.96,88.295,1.036
20180901_00,27.7,55.0,2.1,30.619,55.712,1.03
20180901_01,28.4,53.0,2.9,27.448,56.061,2.753
20180901_02,28.7,49.0,2.4,27.605,56.172,2.719
20180901_03,28.9,48.0,1.6,27.564,56.386,2.778
20180901_04,28.4,53.0,2.2,28.762,51.972,2.663
20180901_05,27.8,54.0,2.2,27.893,57.802,2.385
20180901_06,27.2,56.0,1.8,25.785,67.85,1.1
20180901_07,26.7,59.0,1.2,25.719,66.244,1.203
20180901_08,26.0,60.0,0.9,24.73,77.177,0.176
20180901_09,23.9,81.0,0.3,23.886,80.589,1.657
20180901_10,22.4,88.0,1.3,23.474,80.028,2.298
20180901_11,22.4,88.0,1.5,23.045,75.143,3.31
20180901_12,22.7,84.0,2.1,22.667,76.754,2.823
20180901_13,22.9,82.0,1.4,22.498,80.487,2.762
20180901_14,23.1,82.0,1.2,22.28,81.403,2.301
20180901_15,22.0,90.0,,21.816,87.686,2.463
20180901_16,20.6,93.0,1.1,21.462,89.388,2.988
20180901_17,19.8,96.0,1.3,21.093,91.0,3.392
20180901_18,19.6,96.0,1.7,21.18,91.894,3.691
20180901_19,19.5,97.0,2.0,21.357,92.974,2.751
20180901_20,19.4,97.0,1.6,21.212,89.298,4.176
20180901_21,19.4,98.0,1.7,20.624,89.403,3.609
20180901_22,19.8,98.0,1.3,20.456,90.971,5.035
20180901_23,20.1,98.0,1.3,20.623,92.673,3.376
20180901_24,20.3,98.0,1.4,21.2,94.059,1.87
20180901_25,21.0,97.0,1.4,21.499,96.504,2.488
20180901_26,22.1,90.0,1.0,21.497,96.466,2.165
20180901_27,23.2,84.0,1.3,21.933,95.012,1.32
20180901_28,25.1,74.0,1.1,22.295,93.458,0.549
20180901_29,24.9,74.0,1.2,22.431,93.017,1.314
20180901_30,24.5,78.0,1.0,22.57,92.216,2.232
20180901_31,24.1,82.0,1.9,22.76,91.066,1.641
20180901_32,23.7,84.0,1.2,20.681,95.348,0.534
20180901_33,23.5,85.0,1.1,21.764,93.154,1.981
20180901_34,23.2,89.0,1.6,21.722,92.738,1.672
20180901_35,23.1,88.0,1.6,20.777,92.764,2.259
20180901_36,22.9,88.0,1.5,20.2,92.133,1.27
20180902_00,20.3,98.0,1.4,21.972,92.404,0.518
20180902_01,21.0,97.0,1.4,21.803,88.337,0.753
20180902_02,22.1,90.0,1.0,22.834,84.721,0.777
20180902_03,23.2,84.0,1.3,24.386,76.341,1.537
20180902_04,25.1,74.0,1.1,25.6,71.529,0.632
20180902_05,24.9,74.0,1.2,26.232,69.312,1.408
20180902_06,24.5,78.0,1.0,26.248,70.335,2.528
20180902_07,24.1,82.0,1.9,24.652,80.006,1.971
20180902_08,23.7,84.0,1.2,23.169,83.935,1.913
20180902_09,23.5,85.0,1.1,23.641,81.275,2.109
20180902_10,23.2,89.0,1.6,23.041,84.669,2.337
20180902_11,23.1,88.0,1.6,23.323,83.308,2.811
20180902_12,22.9,88.0,1.5,21.978,89.794,2.521
20180902_13,22.8,88.0,1.1,21.389,92.594,1.785
20180902_14,22.4,92.0,,22.947,85.914,2.076
20180902_15,21.8,95.0,,22.512,88.845,1.569
20180902_16,21.5,96.0,1.0,22.707,88.58,1.791
20180902_17,21.2,97.0,,20.981,94.418,0.416
20180902_18,21.1,97.0,,21.928,93.145,1.072
20180902_19,20.9,97.0,0.9,21.687,95.475,1.72
20180902_20,21.2,98.0,1.3,21.921,91.183,1.573
20180902_21,22.8,92.0,1.2,24.08,74.516,3.444
20180902_22,24.7,80.0,1.8,26.162,49.902,5.033
20180902_23,26.6,60.0,4.0,27.351,39.893,5.386
20180902_24,27.8,46.0,3.3,28.045,36.6,4.107
20180902_25,27.5,38.0,4.5,29.14,34.035,4.202
20180902_26,28.2,43.0,2.2,30.084,32.183,5.964
20180902_27,28.7,38.0,3.8,30.254,31.934,6.207
20180902_28,28.0,41.0,2.2,29.819,32.807,6.734
20180902_29,29.0,39.0,2.5,29.259,33.978,6.56
20180902_30,29.0,38.0,2.1,28.095,38.964,5.955
20180902_31,27.6,44.0,1.5,25.406,46.803,4.162
20180902_32,24.8,55.0,1.2,23.057,50.779,2.887
20180902_33,21.0,79.0,,21.999,54.253,2.747
20180902_34,22.1,61.0,0.7,20.545,58.619,2.34
20180902_35,19.0,83.0,,21.574,52.625,4.077
20180902_36,17.6,88.0,,21.347,49.119,5.177
20180903_00,27.8,46.0,3.3,30.186,48.234,3.631
20180903_01,27.5,38.0,4.5,29.041,35.942,5.41
20180903_02,28.2,43.0,2.2,29.151,36.106,5.54
20180903_03,28.7,38.0,3.8,29.366,35.001,5.986
20180903_04,28.0,41.0,2.2,29.09,33.535,6.832
20180903_05,29.0,39.0,2.5,28.646,35.79,6.544
20180903_06,29.0,38.0,2.1,27.609,39.47,5.157
20180903_07,27.6,44.0,1.5,25.374,44.718,4.213
20180903_08,24.8,55.0,1.2,22.142,53.063,2.602
20180903_09,21.0,79.0,,22.07,50.104,3.486
20180903_10,22.1,61.0,0.7,21.628,49.598,2.954
20180903_11,19.0,83.0,,20.981,50.59,2.803
20180903_12,17.6,88.0,,19.612,53.7,1.605
20180903_13,16.9,93.0,,19.091,53.953,1.452
20180903_14,16.4,95.0,0.9,18.529,55.061,1.436
20180903_15,15.9,96.0,,21.467,45.258,7.5
20180903_16,15.6,97.0,1.2,21.0,47.163,7.248
20180903_17,15.9,94.0,1.8,20.318,49.703,6.934
20180903_18,14.5,95.0,0.4,19.655,52.142,6.604
20180903_19,14.4,97.0,0.7,18.639,55.618,4.605
20180903_20,17.5,82.0,1.2,19.604,58.582,3.14
20180903_21,21.5,65.0,1.6,22.457,47.884,4.423
20180903_22,24.1,52.0,2.0,23.745,42.928,5.673
20180903_23,26.1,39.0,3.3,25.639,35.73,6.294
20180903_24,27.6,39.0,3.1,26.79,33.481,5.986
20180903_25,28.1,36.0,3.4,27.882,31.191,6.043
20180903_26,28.7,34.0,3.7,28.748,29.487,5.48
20180903_27,29.7,34.0,3.6,29.372,27.95,5.138
20180903_28,30.1,33.0,2.6,29.556,28.068,5.139
20180903_29,30.1,36.0,2.1,29.205,29.874,5.424
20180903_30,28.6,46.0,0.7,28.066,34.243,4.089
20180903_31,26.9,58.0,1.0,24.062,49.769,2.012
20180903_32,23.5,72.0,0.5,21.455,44.637,1.573
20180903_33,21.3,76.0,1.1,21.023,43.497,2.745
20180903_34,20.3,78.0,1.2,22.976,38.15,3.663
20180903_35,18.8,89.0,1.1,19.691,47.678,1.575
20180903_36,18.2,92.0,0.8,19.023,49.614,1.358
20180904_00,27.6,39.0,3.1,29.408,43.825,2.934
20180904_01,28.1,36.0,3.4,28.454,34.669,4.614
20180904_02,28.7,34.0,3.7,29.266,32.727,4.536
20180904_03,29.7,34.0,3.6,30.253,30.768,4.382
20180904_04,30.1,33.0,2.6,31.222,28.132,4.598
20180904_05,30.1,36.0,2.1,31.213,28.741,4.322
20180904_06,28.6,46.0,0.7,30.149,32.59,3.539
20180904_07,26.9,58.0,1.0,25.965,47.744,2.305
20180904_08,23.5,72.0,0.5,24.043,38.727,2.999
20180904_09,21.3,76.0,1.1,24.014,38.661,3.393
20180904_10,20.3,78.0,1.2,22.479,42.108,2.45
20180904_11,18.8,89.0,1.1,21.674,43.812,2.322
20180904_12,18.2,92.0,0.8,20.859,46.144,1.166
20180904_13,17.6,92.0,0.5,20.203,48.001,1.288
20180904_14,17.3,93.0,,21.36,43.616,3.036
20180904_15,16.9,94.0,0.8,20.878,44.761,3.19
20180904_16,16.7,95.0,1.0,19.873,48.506,1.827
20180904_17,16.2,95.0,,18.813,51.324,1.655
20180904_18,16.0,97.0,0.9,18.261,52.585,1.804
20180904_19,15.8,97.0,0.7,17.428,55.058,1.406
20180904_20,16.0,96.0,1.0,21.037,60.366,0.878
20180904_21,19.7,79.0,0.7,24.089,43.544,1.108
20180904_22,23.4,61.0,0.8,26.398,37.53,1.708
20180904_23,25.9,52.0,1.6,27.607,34.372,3.055
20180904_24,28.1,46.0,1.6,27.781,34.569,3.757
20180904_25,29.5,38.0,2.1,28.132,35.398,3.193
20180904_26,30.0,35.0,1.4,28.472,36.428,3.043
20180904_27,30.8,34.0,2.6,28.911,35.158,2.543
20180904_28,31.2,35.0,1.2,29.291,35.783,2.765
20180904_29,32.4,31.0,2.1,29.765,35.832,2.336
20180904_30,30.7,35.0,2.3,29.737,38.117,2.037
20180904_31,29.5,37.0,2.7,26.108,52.898,1.404
20180904_32,25.9,59.0,,24.294,44.976,1.712
20180904_33,23.4,68.0,1.0,23.199,48.9,1.462
20180904_34,22.3,74.0,1.4,22.69,48.324,1.594
20180904_35,22.0,71.0,1.1,22.462,47.175,1.768
20180904_36,22.0,70.0,1.5,22.087,47.302,1.876
20180905_00,28.1,46.0,1.6,33.179,44.913,1.487
20180905_01,29.5,38.0,2.1,31.176,31.012,4.223
20180905_02,30.0,35.0,1.4,31.429,29.809,4.363
20180905_03,30.8,34.0,2.6,31.784,29.416,4.036
20180905_04,31.2,35.0,1.2,32.336,26.984,4.408
20180905_05,32.4,31.0,2.1,32.484,28.418,4.673
20180905_06,30.7,35.0,2.3,31.461,35.511,3.91
20180905_07,29.5,37.0,2.7,28.619,42.318,4.325
20180905_08,25.9,59.0,,26.924,42.996,3.413
20180905_09,23.4,68.0,1.0,24.44,49.875,1.745
20180905_10,22.3,74.0,1.4,23.513,51.024,1.011
20180905_11,22.0,71.0,1.1,23.124,50.295,1.205
20180905_12,22.0,70.0,1.5,22.509,52.517,1.508
20180905_13,20.5,79.0,0.8,22.091,55.912,1.591
20180905_14,19.7,81.0,1.2,21.552,59.146,1.97
20180905_15,18.5,87.0,1.1,21.159,62.271,1.182
20180905_16,17.9,91.0,,20.225,66.259,1.227
20180905_17,18.1,90.0,,19.247,59.604,1.88
20180905_18,18.3,87.0,1.5,19.133,51.456,3.058
20180905_19,16.7,94.0,0.6,17.468,46.497,2.536
20180905_20,18.6,90.0,1.5,21.522,42.157,3.38
20180905_21,22.8,48.0,2.4,23.132,34.347,7.38
20180905_22,25.2,32.0,6.4,23.493,34.488,6.728
20180905_23,25.8,28.0,5.6,23.592,34.709,6.556
20180905_24,25.8,30.0,4.1,24.235,33.75,6.31
20180905_25,25.8,31.0,4.2,24.838,33.171,7.495
20180905_26,25.8,27.0,6.4,24.959,32.463,7.193
20180905_27,25.7,28.0,6.7,25.384,32.19,6.665
20180905_28,26.2,28.0,3.9,25.723,29.793,6.396
20180905_29,26.2,28.0,4.5,25.123,35.854,7.079
20180905_30,25.5,31.0,2.4,24.335,40.893,5.184
20180905_31,23.7,37.0,2.0,22.086,48.139,3.364
20180905_32,22.9,38.0,2.2,20.646,43.134,3.91
20180905_33,22.2,38.0,2.8,20.066,39.111,4.073
20180905_34,20.6,46.0,1.1,19.653,37.367,4.347
20180905_35,17.9,62.0,1.7,17.281,43.737,2.426
20180905_36,16.1,68.0,1.5,15.731,47.531,1.147
20180906_00,25.8,30.0,4.1,27.246,39.939,5.309
20180906_01,25.8,31.0,4.2,24.994,32.724,8.354
20180906_02,25.8,27.0,6.4,25.371,31.513,7.368
20180906_03,25.7,28.0,6.7,25.357,31.839,6.548
20180906_04,26.2,28.0,3.9,25.217,30.861,6.964
20180906_05,26.2,28.0,4.5,25.168,31.793,5.829
20180906_06,25.5,31.0,2.4,24.686,35.398,3.793
20180906_07,23.7,37.0,2.0,22.562,41.732,4.984
20180906_08,22.9,38.0,2.2,20.762,43.77,4.197
20180906_09,22.2,38.0,2.8,18.073,53.125,2.394
20180906_10,20.6,46.0,1.1,16.987,53.253,1.313
20180906_11,17.9,62.0,1.7,16.455,52.226,1.931
20180906_12,16.1,68.0,1.5,16.385,48.778,2.375
20180906_13,15.4,71.0,2.2,16.25,47.311,2.915
20180906_14,15.3,69.0,2.0,16.671,46.045,3.613
20180906_15,15.2,68.0,0.6,14.73,53.21,2.299
20180906_16,15.5,65.0,1.4,14.058,54.219,1.756
20180906_17,13.7,81.0,1.4,14.083,54.428,2.423
20180906_18,12.6,89.0,0.5,13.953,55.54,2.701
20180906_19,11.9,91.0,1.1,13.641,57.312,3.092
20180906_20,15.0,81.0,,16.395,56.03,3.139
20180906_21,19.4,62.0,0.6,18.855,49.092,3.364
20180906_22,21.8,48.0,2.2,21.057,38.956,4.074
20180906_23,23.3,41.0,2.3,21.892,37.221,4.663
20180906_24,24.4,33.0,3.8,23.322,34.154,4.972
20180906_25,25.0,33.0,2.2,24.217,32.361,4.631
20180906_26,26.0,31.0,2.6,25.261,30.315,5.051
20180906_27,26.5,30.0,1.5,25.875,29.547,5.115
20180906_28,27.2,29.0,2.1,26.24,28.845,5.21
20180906_29,27.7,30.0,1.7,26.121,29.537,5.072
20180906_30,25.9,33.0,2.3,25.214,34.248,3.531
20180906_31,24.7,32.0,2.5,21.331,49.396,2.013
20180906_32,22.4,37.0,1.7,19.075,44.009,2.562
20180906_33,18.7,55.0,1.5,18.433,44.226,2.758
20180906_34,16.4,70.0,,17.291,45.137,2.238
20180906_35,14.8,81.0,0.9,16.919,44.687,2.239
20180906_36,13.9,81.0,1.0,16.756,45.02,2.613
20180907_00,24.4,33.0,3.8,26.687,41.56,2.175
20180907_01,25.0,33.0,2.2,24.057,38.156,3.622
20180907_02,26.0,31.0,2.6,24.997,34.949,3.141
20180907_03,26.5,30.0,1.5,25.818,32.551,3.275
20180907_04,27.2,29.0,2.1,26.808,29.98,3.391
20180907_05,27.7,30.0,1.7,27.088,29.703,4.006
20180907_06,25.9,33.0,2.3,24.739,35.693,3.427
20180907_07,24.7,32.0,2.5,22.837,39.06,4.349
20180907_08,22.4,37.0,1.7,22.077,34.032,5.283
20180907_09,18.7,55.0,1.5,20.789,36.143,4.95
20180907_10,16.4,70.0,,19.39,37.909,3.593
20180907_11,14.8,81.0,0.9,17.741,43.244,2.585
20180907_12,13.9,81.0,1.0,16.387,47.874,1.478
20180907_13,13.2,88.0,0.7,15.442,51.115,1.407
20180907_14,12.5,90.0,0.8,14.96,52.251,1.961
20180907_15,11.9,92.0,,15.014,50.943,2.527
20180907_16,12.8,89.0,0.8,14.789,50.797,2.063
20180907_17,11.6,91.0,1.2,14.249,51.871,1.538
20180907_18,11.0,92.0,0.7,14.21,51.373,1.938
20180907_19,10.4,94.0,,13.979,51.537,2.223
20180907_20,14.1,78.0,1.1,17.08,57.968,1.342
20180907_21,16.8,68.0,1.1,19.523,42.667,0.441
20180907_22,21.1,50.0,0.8,21.112,37.695,0.589
20180907_23,23.0,48.0,1.6,22.045,34.285,0.943
20180907_24,24.9,34.0,2.0,22.687,33.209,2.111
20180907_25,25.4,32.0,2.7,23.157,33.566,2.666
20180907_26,26.2,32.0,2.5,23.503,34.006,2.715
20180907_27,26.6,29.0,1.7,23.85,34.128,3.089
20180907_28,27.0,28.0,2.0,24.017,34.543,2.656
20180907_29,27.2,29.0,2.2,24.049,35.02,2.268
20180907_30,26.1,29.0,1.7,23.702,38.354,2.266
20180907_31,24.6,38.0,0.7,20.626,51.535,1.408
20180907_32,20.0,60.0,1.5,18.393,49.63,0.925
20180907_33,17.4,74.0,1.0,18.443,49.15,1.154
20180907_34,16.3,77.0,0.8,17.232,51.901,1.774
20180907_35,17.2,67.0,2.7,19.085,46.935,1.795
20180907_36,16.5,71.0,1.6,18.454,47.707,1.864
20180908_00,24.9,34.0,2.0,29.029,36.697,1.848
20180908_01,25.4,32.0,2.7,25.899,25.617,1.957
20180908_02,26.2,32.0,2.5,26.205,26.079,0.993
20180908_03,26.6,29.0,1.7,26.266,26.719,1.541
20180908_04,27.0,28.0,2.0,26.367,27.459,2.069
20180908_05,27.2,29.0,2.2,26.244,28.215,1.807
20180908_06,26.1,29.0,1.7,25.936,32.307,1.527
20180908_07,24.6,38.0,0.7,22.02,46.189,1.053
20180908_08,20.0,60.0,1.5,19.67,44.5,0.712
20180908_09,17.4,74.0,1.0,19.07,44.54,1.356
20180908_10,16.3,77.0,0.8,18.551,45.044,1.816
20180908_11,17.2,67.0,2.7,18.142,46.174,2.18
20180908_12,16.5,71.0,1.6,18.015,48.1,3.055
20180908_13,16.7,73.0,1.7,17.575,53.398,3.265
20180908_14,16.7,76.0,1.8,16.341,59.795,2.915
20180908_15,17.5,77.0,2.1,16.113,62.462,2.833
20180908_16,16.9,81.0,1.8,15.955,65.645,2.734
20180908_17,15.8,85.0,2.0,15.798,68.017,2.518
20180908_18,15.2,88.0,1.0,15.537,70.127,2.219
20180908_19,15.0,90.0,1.8,15.249,71.923,2.101
20180908_20,16.8,84.0,1.7,18.513,65.255,2.25
20180908_21,19.6,75.0,0.8,20.701,56.603,1.527
20180908_22,21.9,61.0,0.8,21.762,53.85,2.329
20180908_23,22.6,57.0,1.6,21.839,56.427,2.87
20180908_24,24.1,53.0,1.2,21.659,57.441,2.528
20180908_25,25.1,48.0,1.8,23.418,51.893,2.689
20180908_26,25.9,45.0,2.4,23.616,52.332,2.591
20180908_27,26.7,43.0,1.7,25.423,44.818,3.308
20180908_28,27.2,39.0,2.4,25.393,45.674,2.73
20180908_29,27.4,42.0,1.6,26.248,42.05,3.458
20180908_30,27.1,38.0,1.7,25.815,44.331,3.132
20180908_31,25.9,45.0,1.5,22.535,57.853,1.801
20180908_32,21.6,66.0,1.3,20.354,59.201,1.804
20180908_33,20.2,71.0,1.5,19.671,59.107,2.041
20180908_34,18.8,77.0,1.1,19.429,59.617,2.354
20180908_35,18.0,80.0,1.0,19.579,62.722,3.469
20180908_36,17.9,79.0,1.8,19.557,64.443,4.15
20180909_00,24.1,53.0,1.2,27.158,55.888,1.049
20180909_01,25.1,48.0,1.8,24.358,54.432,2.96
20180909_02,25.9,45.0,2.4,25.238,50.343,3.237
20180909_03,26.7,43.0,1.7,25.752,47.529,3.079
20180909_04,27.2,39.0,2.4,26.197,44.812,2.528
20180909_05,27.4,42.0,1.6,26.366,43.817,2.523
20180909_06,27.1,38.0,1.7,26.129,46.817,1.885
20180909_07,25.9,45.0,1.5,22.716,61.27,0.556
20180909_08,21.6,66.0,1.3,20.357,64.044,1.729
20180909_09,20.2,71.0,1.5,20.36,61.329,2.75
20180909_10,18.8,77.0,1.1,20.985,56.596,3.334
20180909_11,18.0,80.0,1.0,20.273,60.478,5.481
20180909_12,17.9,79.0,1.8,19.735,65.709,4.463
20180909_13,20.0,71.0,2.5,19.582,65.551,3.905
20180909_14,20.0,72.0,2.6,18.747,67.428,3.19
20180909_15,19.7,72.0,3.2,18.141,68.568,2.987
20180909_16,18.8,75.0,2.3,17.721,67.064,2.429
20180909_17,17.7,81.0,2.3,17.353,67.057,1.929
20180909_18,17.3,82.0,2.1,17.228,67.292,2.666
20180909_19,16.9,83.0,1.6,16.753,70.599,2.799
20180909_20,17.5,84.0,1.1,19.532,63.854,3.024
20180909_21,20.6,68.0,2.3,21.796,55.052,2.435
20180909_22,23.2,58.0,1.9,23.305,48.009,1.682
20180909_23,25.3,46.0,1.4,24.559,43.633,1.905
20180909_24,25.9,41.0,1.3,25.432,43.326,2.615
20180909_25,26.8,36.0,2.3,24.965,47.016,2.668
20180909_26,27.3,39.0,3.7,26.521,40.859,4.539
20180909_27,27.8,39.0,2.6,27.351,36.878,4.831
20180909_28,27.9,40.0,1.1,27.968,35.696,4.102
20180909_29,27.4,41.0,1.6,26.929,37.852,4.054
20180909_30,26.8,46.0,,25.664,37.493,3.592
20180909_31,24.5,59.0,0.6,22.9,50.917,1.877
20180909_32,23.3,68.0,,23.701,40.291,5.201
20180909_33,23.2,62.0,1.2,21.338,51.52,3.228
20180909_34,23.4,56.0,1.1,19.66,63.052,2.234
20180909_35,23.4,54.0,2.1,19.615,68.546,2.705
20180909_36,22.6,58.0,1.8,21.567,65.426,2.751
20180910_00,25.9,41.0,1.3,28.983,49.113,1.445
20180910_01,26.8,36.0,2.3,26.59,44.3,4.128
20180910_02,27.3,39.0,3.7,26.967,41.506,3.823
20180910_03,27.8,39.0,2.6,27.216,39.982,3.792
20180910_04,27.9,40.0,1.1,27.496,38.777,3.485
20180910_05,27.4,41.0,1.6,27.599,37.424,3.647
20180910_06,26.8,46.0,,27.125,37.989,3.416
20180910_07,24.5,59.0,0.6,23.721,51.463,2.154
20180910_08,23.3,68.0,,23.773,42.926,1.961
20180910_09,23.2,62.0,1.2,24.488,40.253,3.416
20180910_10,23.4,56.0,1.1,23.014,52.378,2.342
20180910_11,23.4,54.0,2.1,22.258,58.738,1.816
20180910_12,22.6,58.0,1.8,21.609,63.047,1.615
20180910_13,22.2,58.0,1.7,21.613,64.256,1.484
20180910_14,21.4,62.0,1.8,21.432,63.507,3.035
20180910_15,20.6,67.0,2.3,20.55,70.919,2.878
20180910_16,20.5,68.0,1.4,20.364,73.311,2.869
20180910_17,20.9,69.0,2.1,20.076,78.102,1.609
20180910_18,20.5,72.0,1.9,20.232,74.123,2.801
20180910_19,20.5,71.0,2.3,19.735,80.279,0.343
20180910_20,20.7,70.0,2.3,19.229,78.134,2.795
20180910_21,21.1,68.0,2.9,19.497,74.926,3.364
20180910_22,22.2,65.0,1.5,20.518,69.545,2.541
