Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180830_02,21.3,82.0,0.5,19.739,82.741,2.208
20180830_03,22.8,77.0,0.3,20.182,77.884,1.612
20180830_04,22.9,75.0,1.0,20.27,76.631,1.194
20180830_05,23.9,71.0,0.8,20.412,76.393,1.49
20180830_06,24.0,70.0,1.0,20.011,79.463,2.031
20180830_07,21.8,81.0,0.8,19.351,83.112,1.431
20180830_08,20.0,89.0,0.8,18.937,81.434,1.679
20180830_09,19.1,89.0,2.1,17.42,83.776,1.649
20180830_10,18.3,92.0,0.4,16.835,84.359,1.722
20180830_11,17.7,94.0,0.8,16.95,83.269,1.765
20180830_12,17.3,95.0,0.5,17.961,80.799,1.58
20180830_13,17.1,95.0,1.2,17.626,81.057,1.863
20180830_14,16.7,95.0,0.7,18.209,78.828,1.659
20180830_15,16.3,95.0,0.3,17.397,78.901,1.117
20180830_16,16.0,95.0,0.5,17.135,79.112,1.0
20180830_17,15.8,96.0,0.6,16.101,80.875,0.73
20180830_18,15.7,96.0,0.7,15.511,80.748,0.791
20180830_19,15.6,96.0,,15.383,79.468,1.134
20180830_20,16.4,96.0,,19.223,70.639,0.935
20180830_21,17.7,94.0,0.5,20.605,65.589,1.067
20180830_22,20.5,81.0,1.2,21.882,61.579,1.345
20180830_23,24.7,65.0,0.6,23.133,56.581,1.668
20180830_24,26.1,58.0,1.3,23.942,54.95,2.059
20180830_25,27.9,55.0,1.1,24.123,55.317,1.888
20180830_26,26.8,56.0,1.3,24.71,56.601,2.602
20180830_27,27.5,57.0,2.7,24.803,57.971,2.185
20180830_28,29.5,51.0,2.1,24.325,60.9,2.131
20180830_29,28.2,52.0,2.5,22.807,71.409,1.255
20180830_30,26.2,55.0,1.8,21.561,77.443,1.505
20180830_31,24.1,71.0,,21.826,76.766,0.676
20180830_32,21.9,80.0,,20.077,83.314,0.916
20180830_33,20.7,86.0,,20.97,79.59,0.749
20180830_34,20.9,87.0,0.8,19.897,83.253,1.647
20180830_35,20.9,88.0,,19.081,87.846,1.479
20180830_36,20.0,89.0,0.6,18.09,89.972,0.975
20180831_00,26.1,58.0,1.3,29.008,52.756,0.448
20180831_01,27.9,55.0,1.1,24.647,57.414,2.736
20180831_02,26.8,56.0,1.3,25.062,54.767,2.574
20180831_03,27.5,57.0,2.7,25.111,55.303,2.326
20180831_04,29.5,51.0,2.1,25.273,55.723,2.307
20180831_05,28.2,52.0,2.5,25.043,56.71,2.41
20180831_06,26.2,55.0,1.8,24.435,59.618,2.458
20180831_07,24.1,71.0,,23.36,68.005,1.862
20180831_08,21.9,80.0,,21.457,72.247,1.601
20180831_09,20.7,86.0,,19.967,78.897,1.331
20180831_10,20.9,87.0,0.8,19.345,81.663,1.005
20180831_11,20.9,88.0,,19.583,81.013,1.058
20180831_12,20.0,89.0,0.6,20.997,75.698,0.774
20180831_13,19.1,90.0,1.1,20.736,77.3,0.67
20180831_14,18.5,91.0,0.6,20.377,78.763,1.772
20180831_15,17.9,93.0,0.7,20.669,68.144,2.301
20180831_16,17.5,94.0,0.7,20.618,64.123,2.358
20180831_17,17.3,94.0,1.1,19.58,68.251,1.084
20180831_18,16.8,94.0,0.9,16.793,81.548,0.979
20180831_19,16.5,95.0,1.0,18.219,78.909,0.368
20180831_20,17.1,94.0,1.0,18.385,82.798,0.44
20180831_21,19.9,82.0,1.0,19.103,84.851,1.012
20180831_22,21.4,77.0,1.0,19.787,83.591,1.037
20180831_23,25.0,63.0,1.4,20.667,78.04,2.075
20180831_24,24.9,62.0,1.8,22.517,64.974,3.454
20180831_25,24.0,64.0,3.1,22.329,66.837,3.679
20180831_26,24.7,60.0,2.4,22.808,62.179,4.425
20180831_27,24.1,65.0,2.7,22.141,59.601,4.084
20180831_28,24.4,59.0,2.6,22.123,58.077,4.066
20180831_29,23.7,60.0,2.0,20.306,69.784,3.803
20180831_30,23.5,64.0,1.9,18.604,75.585,3.635
20180831_31,22.6,69.0,,18.374,80.692,3.3
20180831_32,21.4,77.0,0.4,17.819,80.179,3.683
20180831_33,20.3,83.0,0.5,17.785,79.65,3.237
20180831_34,20.0,85.0,0.3,18.037,77.236,2.688
20180831_35,20.2,85.0,0.7,17.922,80.743,3.472
20180831_36,19.5,91.0,0.7,18.099,83.756,2.574
20180901_00,24.9,62.0,1.8,27.121,61.071,2.738
20180901_01,24.0,64.0,3.1,23.323,66.212,3.973
20180901_02,24.7,60.0,2.4,23.755,63.915,4.448
20180901_03,24.1,65.0,2.7,23.378,67.039,3.973
20180901_04,24.4,59.0,2.6,23.165,70.241,3.881
20180901_05,23.7,60.0,2.0,21.205,80.975,3.593
20180901_06,23.5,64.0,1.9,21.32,79.643,2.304
20180901_07,22.6,69.0,,20.518,86.897,1.736
20180901_08,21.4,77.0,0.4,20.049,90.313,1.052
20180901_09,20.3,83.0,0.5,19.96,89.374,2.165
20180901_10,20.0,85.0,0.3,19.631,87.087,3.37
20180901_11,20.2,85.0,0.7,19.087,85.196,3.452
20180901_12,19.5,91.0,0.7,18.373,87.055,2.882
20180901_13,19.2,94.0,,18.441,89.397,3.866
20180901_14,19.1,95.0,1.1,18.233,92.689,3.034
20180901_15,19.1,95.0,,18.14,94.627,4.159
20180901_16,19.4,93.0,3.1,18.056,95.509,4.251
20180901_17,19.3,94.0,,17.983,96.651,3.799
20180901_18,19.4,94.0,0.7,17.901,97.369,3.432
20180901_19,19.4,95.0,0.3,18.111,96.586,3.019
20180901_20,19.7,95.0,0.8,18.105,97.634,2.904
20180901_21,20.2,94.0,1.0,17.866,98.273,1.81
20180901_22,21.1,92.0,1.8,17.849,99.003,0.658
20180901_23,24.1,80.0,0.9,19.181,93.942,0.464
20180901_24,26.0,66.0,1.4,22.083,81.161,0.868
20180901_25,27.1,61.0,1.6,23.85,73.149,2.078
20180901_26,27.3,64.0,1.3,24.908,69.404,1.518
20180901_27,27.7,64.0,2.0,24.542,73.735,2.214
20180901_28,28.7,59.0,2.0,24.918,72.865,1.521
20180901_29,25.9,73.0,2.8,25.195,72.93,1.778
20180901_30,25.5,75.0,1.4,24.594,76.086,2.556
20180901_31,24.6,79.0,1.8,23.048,84.175,2.628
20180901_32,24.1,80.0,2.3,20.959,92.672,2.656
20180901_33,22.2,89.0,0.7,21.277,90.455,3.408
20180901_34,21.1,93.0,1.1,21.786,86.254,4.119
20180901_35,20.6,94.0,0.5,20.929,86.003,2.926
20180901_36,20.0,95.0,0.4,19.09,78.289,1.655
20180902_00,26.0,66.0,1.4,27.928,66.658,2.17
20180902_01,27.1,61.0,1.6,24.621,66.482,2.416
20180902_02,27.3,64.0,1.3,25.808,57.669,2.718
20180902_03,27.7,64.0,2.0,26.145,56.233,1.821
20180902_04,28.7,59.0,2.0,24.72,70.287,3.117
20180902_05,25.9,73.0,2.8,24.62,72.755,3.304
20180902_06,25.5,75.0,1.4,22.658,81.797,3.068
20180902_07,24.6,79.0,1.8,22.136,85.452,4.014
20180902_08,24.1,80.0,2.3,21.088,90.78,3.832
20180902_09,22.2,89.0,0.7,20.969,91.555,3.901
20180902_10,21.1,93.0,1.1,21.509,88.988,4.84
20180902_11,20.6,94.0,0.5,21.741,85.777,5.429
20180902_12,20.0,95.0,0.4,21.8,80.464,5.078
20180902_13,20.3,95.0,1.0,21.857,70.886,4.689
20180902_14,20.2,95.0,0.6,19.803,59.937,2.784
20180902_15,20.2,93.0,1.2,18.862,48.052,0.666
20180902_16,19.3,92.0,0.9,18.2,43.81,0.582
20180902_17,18.1,92.0,1.4,17.508,39.642,1.641
20180902_18,17.1,91.0,1.3,21.773,28.851,5.805
20180902_19,16.6,90.0,1.1,18.906,34.659,3.861
20180902_20,16.5,92.0,1.2,19.76,47.071,2.121
20180902_21,19.3,78.0,0.7,22.005,37.602,4.403
20180902_22,25.7,35.0,1.9,22.337,39.348,5.048
20180902_23,26.5,32.0,4.2,23.382,38.255,6.017
20180902_24,27.7,34.0,4.0,24.286,36.725,6.854
20180902_25,26.7,32.0,2.6,25.025,36.769,7.215
20180902_26,26.5,37.0,5.2,25.659,35.012,7.886
20180902_27,27.3,36.0,2.4,25.684,35.751,7.856
20180902_28,26.1,40.0,3.2,25.443,35.193,7.593
20180902_29,26.4,34.0,1.7,24.762,37.864,6.668
20180902_30,25.6,34.0,1.2,23.908,41.716,3.823
20180902_31,22.3,53.0,0.7,21.708,50.566,2.736
20180902_32,20.6,52.0,1.9,18.279,51.961,1.77
20180902_33,22.0,42.0,3.2,17.436,53.559,1.213
20180902_34,20.3,50.0,1.8,16.277,55.941,0.833
20180902_35,17.4,68.0,1.9,16.151,55.401,1.833
20180902_36,17.5,65.0,0.9,15.828,54.923,1.738
20180903_00,27.7,34.0,4.0,27.135,43.765,3.433
20180903_01,26.7,32.0,2.6,25.271,36.028,6.006
20180903_02,26.5,37.0,5.2,25.095,38.632,7.104
20180903_03,27.3,36.0,2.4,24.817,39.479,7.578
20180903_04,26.1,40.0,3.2,24.418,38.546,8.53
20180903_05,26.4,34.0,1.7,24.057,39.039,8.092
20180903_06,25.6,34.0,1.2,23.447,41.426,6.344
20180903_07,22.3,53.0,0.7,21.181,54.442,2.401
20180903_08,20.6,52.0,1.9,17.537,56.22,1.717
20180903_09,22.0,42.0,3.2,16.863,57.896,2.039
20180903_10,20.3,50.0,1.8,15.87,61.0,1.395
20180903_11,17.4,68.0,1.9,18.162,51.409,5.07
20180903_12,17.5,65.0,0.9,20.113,43.646,8.31
20180903_13,16.6,71.0,0.5,19.96,44.181,7.351
20180903_14,16.6,70.0,2.2,19.842,44.758,7.965
20180903_15,16.7,68.0,1.6,19.119,45.65,6.261
20180903_16,16.3,70.0,2.1,15.941,54.783,3.137
20180903_17,15.7,72.0,1.8,14.405,56.681,2.246
20180903_18,15.2,74.0,2.3,13.809,56.686,1.415
20180903_19,14.0,82.0,0.9,13.741,57.109,2.515
20180903_20,14.6,78.0,1.7,17.533,56.439,1.942
20180903_21,18.8,63.0,1.7,21.425,35.318,4.021
20180903_22,21.9,56.0,0.8,22.915,30.727,2.827
20180903_23,24.5,50.0,0.9,23.997,27.153,1.905
20180903_24,25.7,32.0,1.3,25.037,23.766,1.869
20180903_25,27.3,28.0,1.2,25.906,21.631,2.865
20180903_26,28.1,27.0,0.8,26.422,21.827,3.497
20180903_27,28.5,27.0,1.2,26.672,21.833,3.264
20180903_28,28.9,30.0,0.9,26.541,24.201,4.37
20180903_29,28.4,32.0,1.2,25.993,28.22,4.596
20180903_30,25.0,50.0,1.2,24.55,35.011,4.179
20180903_31,23.4,59.0,1.4,21.293,55.49,1.285
20180903_32,20.7,63.0,1.5,18.418,45.271,1.441
20180903_33,19.6,67.0,1.6,18.883,42.576,1.546
20180903_34,18.5,72.0,1.1,18.294,44.381,1.725
20180903_35,17.4,77.0,0.5,18.445,44.035,2.587
20180903_36,16.7,81.0,1.1,18.903,42.256,3.151
20180904_00,25.7,32.0,1.3,28.309,36.552,1.83
20180904_01,27.3,28.0,1.2,26.478,25.892,2.604
20180904_02,28.1,27.0,0.8,27.123,24.875,2.1
20180904_03,28.5,27.0,1.2,27.632,24.17,3.303
20180904_04,28.9,30.0,0.9,27.748,26.741,4.717
20180904_05,28.4,32.0,1.2,27.475,29.198,4.393
20180904_06,25.0,50.0,1.2,26.671,33.527,3.365
20180904_07,23.4,59.0,1.4,23.088,53.626,0.787
20180904_08,20.7,63.0,1.5,19.405,46.13,1.23
20180904_09,19.6,67.0,1.6,19.133,43.773,1.016
20180904_10,18.5,72.0,1.1,18.55,42.802,1.205
20180904_11,17.4,77.0,0.5,18.579,42.838,1.237
20180904_12,16.7,81.0,1.1,18.369,42.46,1.527
20180904_13,16.0,82.0,1.4,18.792,41.003,2.094
20180904_14,16.3,79.0,0.9,18.178,42.3,1.776
20180904_15,16.6,74.0,0.8,17.822,42.726,0.925
20180904_16,16.4,78.0,0.5,18.283,41.529,0.964
20180904_17,16.6,73.0,1.1,17.814,42.312,1.067
20180904_18,16.0,78.0,1.1,16.707,44.514,0.959
20180904_19,16.1,76.0,1.2,16.048,46.568,1.056
20180904_20,16.6,78.0,0.8,19.588,54.697,1.037
20180904_21,19.9,64.0,1.2,22.836,35.497,0.611
20180904_22,24.3,51.0,1.5,24.125,34.233,1.894
20180904_23,27.4,45.0,0.7,24.936,32.648,2.868
20180904_24,30.2,28.0,1.4,25.764,32.162,3.69
20180904_25,30.2,27.0,2.7,26.72,31.036,3.605
20180904_26,30.3,32.0,3.4,27.276,30.894,3.753
20180904_27,31.1,28.0,2.0,27.846,30.877,3.882
20180904_28,29.9,33.0,2.5,27.744,32.76,4.526
20180904_29,30.1,30.0,4.5,26.424,37.334,4.45
20180904_30,28.8,32.0,1.5,26.181,39.275,4.692
20180904_31,26.0,44.0,1.0,24.032,46.87,4.691
20180904_32,23.0,55.0,0.9,23.876,42.808,5.963
20180904_33,21.7,64.0,1.5,23.835,39.497,5.322
20180904_34,22.0,60.0,2.1,23.712,37.459,5.158
20180904_35,21.4,61.0,1.6,22.964,37.856,4.838
20180904_36,20.5,65.0,1.5,22.972,36.118,5.0
20180905_00,30.2,28.0,1.4,30.742,37.867,2.897
20180905_01,30.2,27.0,2.7,28.142,29.91,3.938
20180905_02,30.3,32.0,3.4,28.203,31.645,5.514
20180905_03,31.1,28.0,2.0,28.09,34.022,5.325
20180905_04,29.9,33.0,2.5,27.94,35.617,5.309
20180905_05,30.1,30.0,4.5,27.705,36.234,5.121
20180905_06,28.8,32.0,1.5,26.856,39.025,4.603
20180905_07,26.0,44.0,1.0,24.645,48.383,4.751
20180905_08,23.0,55.0,0.9,24.171,46.349,5.527
20180905_09,21.7,64.0,1.5,23.861,44.861,5.15
20180905_10,22.0,60.0,2.1,23.661,41.971,4.75
20180905_11,21.4,61.0,1.6,23.735,38.632,5.065
20180905_12,20.5,65.0,1.5,24.16,34.694,5.209
20180905_13,19.7,69.0,1.3,22.983,36.336,4.248
20180905_14,19.1,72.0,1.3,21.115,39.651,3.282
20180905_15,17.8,78.0,0.6,19.198,39.451,2.499
20180905_16,16.9,83.0,0.8,20.161,26.081,4.728
20180905_17,16.1,86.0,0.5,15.663,36.577,1.504
20180905_18,15.6,87.0,1.2,14.945,39.564,1.519
20180905_19,14.7,83.0,1.0,14.399,40.837,1.21
20180905_20,15.0,76.0,1.8,17.844,51.605,0.521
20180905_21,18.6,62.0,1.1,18.604,36.935,4.902
20180905_22,23.7,25.0,4.4,18.747,36.074,5.898
20180905_23,23.6,28.0,1.8,18.961,36.599,6.982
20180905_24,23.2,29.0,4.4,19.57,35.875,7.696
20180905_25,23.9,33.0,7.8,20.163,35.09,7.748
20180905_26,23.6,32.0,5.8,20.338,35.579,7.513
20180905_27,23.8,33.0,2.3,20.543,36.767,6.171
20180905_28,24.0,33.0,3.5,20.519,36.881,6.582
20180905_29,22.4,37.0,3.5,20.764,36.042,8.174
20180905_30,21.2,38.0,3.7,20.083,40.67,7.758
20180905_31,20.9,37.0,2.0,18.128,45.577,7.06
20180905_32,20.2,37.0,2.8,17.267,42.915,7.362
20180905_33,20.1,36.0,2.1,16.927,41.962,6.388
20180905_34,19.0,39.0,2.2,14.531,46.886,3.659
20180905_35,19.4,35.0,0.9,12.665,50.387,1.176
20180905_36,16.9,52.0,1.6,12.736,49.144,1.826
20180906_00,23.2,29.0,4.4,24.515,38.674,3.519
20180906_01,23.9,33.0,7.8,21.956,32.524,6.443
20180906_02,23.6,32.0,5.8,21.976,34.376,7.561
20180906_03,23.8,33.0,2.3,21.023,37.249,6.961
20180906_04,24.0,33.0,3.5,20.548,38.117,7.978
20180906_05,22.4,37.0,3.5,20.496,36.519,8.26
20180906_06,21.2,38.0,3.7,19.957,39.454,7.961
20180906_07,20.9,37.0,2.0,18.191,45.564,6.721
20180906_08,20.2,37.0,2.8,17.124,45.06,6.065
20180906_09,20.1,36.0,2.1,16.66,43.754,4.863
20180906_10,19.0,39.0,2.2,14.472,50.546,2.493
20180906_11,19.4,35.0,0.9,13.233,53.438,0.737
20180906_12,16.9,52.0,1.6,13.271,51.331,0.953
20180906_13,14.8,65.0,0.3,12.765,51.425,1.148
20180906_14,13.5,69.0,0.8,11.942,52.899,1.022
20180906_15,12.7,75.0,0.4,11.887,50.772,1.144
20180906_16,13.3,71.0,1.6,11.707,50.952,0.542
20180906_17,12.5,77.0,0.7,11.262,53.322,0.604
20180906_18,11.5,83.0,1.0,10.713,57.614,0.567
20180906_19,12.9,71.0,1.9,10.401,63.054,1.005
20180906_20,13.4,70.0,1.8,14.251,64.948,0.96
20180906_21,17.1,59.0,1.9,16.803,49.158,3.298
20180906_22,22.2,31.0,1.6,17.961,45.866,4.949
20180906_23,23.5,32.0,1.8,19.34,38.584,4.745
20180906_24,23.7,31.0,3.6,20.458,34.179,5.3
20180906_25,24.4,29.0,2.5,21.252,32.545,5.74
20180906_26,23.3,31.0,1.3,21.907,30.03,5.657
20180906_27,25.2,30.0,3.2,22.248,28.859,5.668
20180906_28,25.8,27.0,2.9,22.343,28.762,5.449
20180906_29,26.3,29.0,2.1,21.967,29.546,5.64
20180906_30,22.4,39.0,1.7,21.057,33.157,4.632
20180906_31,20.9,38.0,1.4,17.452,51.842,2.085
20180906_32,17.5,58.0,0.6,17.31,38.559,4.228
20180906_33,16.1,63.0,2.0,15.144,44.259,3.208
20180906_34,15.0,69.0,1.2,13.066,50.539,1.152
20180906_35,13.6,77.0,1.2,12.322,53.732,1.048
20180906_36,13.0,79.0,1.6,11.863,53.963,0.653
20180907_00,23.7,31.0,3.6,25.24,36.38,1.854
20180907_01,24.4,29.0,2.5,22.153,29.87,2.353
20180907_02,23.3,31.0,1.3,22.862,29.73,4.356
20180907_03,25.2,30.0,3.2,23.257,30.539,5.024
20180907_04,25.8,27.0,2.9,23.212,30.254,6.031
20180907_05,26.3,29.0,2.1,22.786,30.516,5.609
20180907_06,22.4,39.0,1.7,21.765,35.324,5.09
20180907_07,20.9,38.0,1.4,18.787,47.466,2.882
20180907_08,17.5,58.0,0.6,14.429,51.784,1.19
20180907_09,16.1,63.0,2.0,13.468,50.659,0.808
20180907_10,15.0,69.0,1.2,12.801,52.299,1.466
20180907_11,13.6,77.0,1.2,12.583,52.811,1.799
20180907_12,13.0,79.0,1.6,12.421,53.051,1.657
20180907_13,12.4,81.0,1.0,12.267,53.23,1.377
20180907_14,11.8,85.0,1.2,12.03,53.687,1.722
20180907_15,11.2,85.0,1.0,11.463,56.037,1.084
20180907_16,11.2,82.0,,11.164,57.703,1.191
20180907_17,10.7,84.0,,10.891,59.131,1.866
20180907_18,10.2,86.0,,11.059,58.498,2.547
20180907_19,10.1,86.0,0.9,10.326,60.994,2.354
20180907_20,10.2,87.0,1.0,13.978,56.641,2.021
20180907_21,14.3,68.0,0.9,16.145,45.431,2.137
20180907_22,19.2,48.0,1.0,17.303,40.919,1.896
20180907_23,22.5,35.0,1.8,18.201,38.024,1.422
20180907_24,23.5,32.0,2.4,19.043,36.014,1.0
20180907_25,24.7,28.0,1.3,19.813,36.57,0.77
20180907_26,23.1,35.0,1.1,19.077,39.401,2.685
20180907_27,22.8,34.0,2.1,19.053,41.352,2.375
20180907_28,23.4,32.0,2.0,19.482,41.462,2.246
20180907_29,22.2,41.0,,18.657,45.702,2.731
20180907_30,21.5,47.0,0.5,17.999,49.742,2.319
20180907_31,19.4,58.0,,16.532,60.592,2.1
20180907_32,16.5,69.0,1.4,14.125,57.194,2.539
20180907_33,14.8,75.0,1.2,13.533,58.005,2.506
20180907_34,13.6,82.0,,13.701,57.355,2.962
20180907_35,13.5,80.0,0.7,14.561,54.537,3.469
20180907_36,13.5,77.0,1.5,14.722,53.863,3.709
20180908_00,23.5,32.0,2.4,26.01,36.638,0.897
20180908_01,24.7,28.0,1.3,21.508,33.016,2.08
20180908_02,23.1,35.0,1.1,21.011,35.656,2.602
20180908_03,22.8,34.0,2.1,20.007,41.474,1.771
20180908_04,23.4,32.0,2.0,19.658,42.764,2.001
20180908_05,22.2,41.0,,20.157,40.485,1.054
20180908_06,21.5,47.0,0.5,19.255,50.291,0.729
20180908_07,19.4,58.0,,17.47,55.801,1.27
20180908_08,16.5,69.0,1.4,14.838,49.821,1.477
20180908_09,14.8,75.0,1.2,14.5,50.04,1.856
20180908_10,13.6,82.0,,14.334,50.264,2.243
20180908_11,13.5,80.0,0.7,14.069,51.115,2.471
20180908_12,13.5,77.0,1.5,13.875,52.614,2.723
20180908_13,13.6,76.0,0.8,13.757,54.858,2.778
20180908_14,12.8,82.0,1.8,15.064,51.509,3.65
20180908_15,11.7,87.0,,15.639,50.052,4.54
20180908_16,11.2,91.0,,15.225,54.2,4.715
20180908_17,10.9,92.0,0.5,15.845,54.053,5.815
20180908_18,10.8,93.0,0.4,15.888,54.186,5.827
20180908_19,11.6,91.0,,16.407,52.242,4.676
20180908_20,11.5,92.0,0.8,16.54,52.606,4.439
20180908_21,13.6,86.0,0.6,18.589,47.858,4.745
20180908_22,18.0,64.0,,19.123,48.581,4.709
20180908_23,22.4,50.0,2.0,19.333,53.181,4.28
20180908_24,24.3,41.0,2.7,20.178,51.744,4.262
20180908_25,25.2,39.0,2.6,21.721,48.553,4.423
20180908_26,25.1,41.0,2.5,22.327,46.345,4.812
20180908_27,25.6,40.0,1.9,22.355,46.215,5.271
20180908_28,24.1,45.0,2.8,22.583,44.643,5.207
20180908_29,23.5,51.0,2.2,22.404,45.262,4.857
20180908_30,23.2,48.0,1.9,21.789,47.931,4.659
20180908_31,22.0,48.0,1.4,19.732,56.376,3.642
20180908_32,18.3,68.0,,18.365,57.502,3.648
20180908_33,16.5,78.0,0.3,17.941,57.556,3.54
20180908_34,15.1,85.0,,17.674,57.246,3.63
20180908_35,14.3,89.0,0.5,17.788,57.146,3.93
20180908_36,14.3,89.0,0.9,17.372,57.806,3.846
20180909_00,24.3,41.0,2.7,25.978,45.323,1.483
20180909_01,25.2,39.0,2.6,22.589,40.88,4.307
20180909_02,25.1,41.0,2.5,22.887,39.952,3.935
20180909_03,25.6,40.0,1.9,23.015,38.934,4.257
20180909_04,24.1,45.0,2.8,21.866,44.623,3.352
20180909_05,23.5,51.0,2.2,21.905,44.967,3.41
20180909_06,23.2,48.0,1.9,21.76,44.916,2.685
20180909_07,22.0,48.0,1.4,19.222,60.463,1.33
20180909_08,18.3,68.0,,16.681,58.96,1.511
20180909_09,16.5,78.0,0.3,16.641,56.765,1.818
20180909_10,15.1,85.0,,16.676,55.689,2.106
20180909_11,14.3,89.0,0.5,16.228,57.549,2.016
20180909_12,14.3,89.0,0.9,15.55,60.274,1.842
20180909_13,13.7,91.0,,15.69,59.531,2.609
20180909_14,13.7,91.0,1.0,17.457,54.086,3.261
20180909_15,14.1,89.0,1.9,18.866,48.702,3.55
20180909_16,13.3,90.0,,15.947,59.374,2.881
20180909_17,12.8,93.0,,16.989,54.078,2.898
20180909_18,12.3,94.0,,17.418,51.986,3.161
20180909_19,12.2,94.0,,14.304,62.564,2.445
20180909_20,12.9,95.0,,17.554,56.137,2.501
20180909_21,15.1,93.0,1.2,20.06,44.376,3.036
20180909_22,20.5,69.0,0.8,21.261,43.635,3.859
20180909_23,24.0,42.0,3.4,22.122,44.218,5.015
20180909_24,24.3,42.0,3.3,22.343,45.072,5.381
20180909_25,23.2,45.0,2.7,22.462,46.312,5.55
20180909_26,23.1,47.0,1.8,21.94,49.197,5.471
20180909_27,21.1,63.0,1.1,22.886,47.221,5.84
20180909_28,21.5,64.0,0.7,21.6,50.944,5.407
20180909_29,21.2,59.0,1.3,21.851,50.4,5.884
20180909_30,20.7,62.0,1.0,20.737,53.7,4.88
20180909_31,19.7,71.0,,20.009,56.086,4.954
20180909_32,18.3,80.0,,18.549,61.136,4.542
20180909_33,17.5,83.0,0.6,19.321,59.501,4.916
20180909_34,16.7,85.0,0.6,18.431,62.855,4.393
20180909_35,16.0,89.0,0.7,19.077,59.446,4.632
20180909_36,16.0,89.0,0.8,19.235,56.749,5.423
20180910_00,24.3,42.0,3.3,25.402,53.336,3.238
20180910_01,23.2,45.0,2.7,22.203,52.749,4.943
20180910_02,23.1,47.0,1.8,21.928,53.753,5.186
20180910_03,21.1,63.0,1.1,23.155,48.954,5.616
20180910_04,21.5,64.0,0.7,20.736,61.277,4.619
20180910_05,21.2,59.0,1.3,19.857,64.282,3.267
20180910_06,20.7,62.0,1.0,19.549,64.777,2.986
20180910_07,19.7,71.0,,19.015,66.86,3.416
20180910_08,18.3,80.0,,18.572,70.082,3.617
20180910_09,17.5,83.0,0.6,17.7,76.072,2.101
20180910_10,16.7,85.0,0.6,17.332,80.864,1.72
20180910_11,16.0,89.0,0.7,17.461,78.566,2.005
20180910_12,16.0,89.0,0.8,17.026,79.639,1.868
20180910_13,15.5,92.0,,16.981,79.415,2.292
20180910_14,15.4,92.0,0.5,16.841,80.216,2.61
20180910_15,15.9,90.0,0.8,16.606,82.909,2.443
20180910_16,16.2,89.0,1.1,16.315,86.612,2.029
20180910_17,16.2,89.0,0.8,16.08,89.164,1.167
20180910_18,15.9,93.0,,15.945,88.225,1.228
20180910_19,15.9,94.0,0.5,15.527,91.693,1.193
20180910_20,16.1,95.0,0.4,15.779,89.095,1.736
20180910_21,16.8,94.0,,18.436,74.049,3.105
20180910_22,19.0,86.0,0.7,19.68,67.342,4.287
20180910_23,20.5,76.0,0.7,20.67,61.933,4.776
