FORE_data,t2m_lgb,rh2m_lgb,w10m_lgb
90002_23,11.112340751889992,25.37881274435766,4.821529538307148
90002_24,12.57965715022838,22.22712604124174,4.262995789091094
90002_25,13.969356477364638,19.654861079329518,3.873425900264692
90002_26,15.409907540373103,17.93395031046562,4.337080268663022
90002_27,16.546244214847977,16.748763550832425,4.502476914027562
90002_28,16.929503498454913,15.971069988101927,4.355606053993444
90002_29,16.66926862364105,16.904123823362273,4.06851906181
90002_30,14.905133043998905,20.485177811258495,3.0311055253486487
90002_31,13.313657981109523,22.884646505066538,2.4257333012224227
90002_32,11.41149952602907,29.199077947554727,2.041018616212283
90002_33,10.30622995984639,35.82465588179774,1.8340556860782085
90002_34,9.367164820481655,42.35363482737461,1.7658386772245238
90002_35,8.451301783503382,47.93636607407649,1.5055443088491411
90002_36,7.898514934890865,51.981904688506745,1.3434848990437898
90003_00,12.95,29.0,3.1
90003_01,13.2,27.0,4.2
90003_02,13.8,27.0,3.3
90003_03,13.4,27.0,3.0
90003_04,12.835479789321761,26.989493347127727,3.742636531178808
90003_05,12.06937822961636,27.780749198929776,3.9361778283443694
90003_06,11.093352939370096,29.717521245896272,3.1672155514135367
90003_07,10.194621583436044,32.08569470978798,2.6185844697018883
90003_08,9.082545766910458,34.34904678793134,2.2474028364379803
90003_09,8.022583483439359,37.82005000433116,2.100186604552413
90003_10,6.343951608721019,43.545968317190656,1.8782920667306882
90003_11,5.240137909119025,47.36010118385737,1.8494065458319724
90003_12,4.136839673345624,49.59050577073628,1.6932837599685868
90003_13,2.7333175913393872,51.165921720927564,1.8946095347791865
90003_14,1.955415351252826,50.81325691571908,2.105693256196941
90003_15,1.2686513927075238,50.07891408555944,1.9395452789582672
90003_16,0.9024906096903912,51.036435411096,1.8809358518999573
90003_17,0.5250283463694239,49.639812033330294,1.9978359809349973
90003_18,0.12683881462580468,49.21010501207623,2.020455063164397
90003_19,-0.14656099958218252,47.995532743097364,2.353277973978921
90003_20,-0.10689834738754755,44.715156058027105,2.576486747745339
90003_21,2.0573143831393423,38.1536391115423,2.6593121507537614
90003_22,5.057012585562301,30.24717239147915,3.1196719112241826
90003_23,7.383520014281867,24.644463165293427,3.2347210642768554
90003_24,9.328024140672246,22.625879318497734,3.593516737584184
90003_25,10.95577880614318,20.357360366588964,3.812728402018881
90003_26,11.856096007583282,18.035874163978267,3.8868984665407784
90003_27,12.473580750886516,17.34731146649526,3.7875318504725772
90003_28,12.44633196527394,17.54005934393084,3.834900865096428
90003_29,11.56684095924717,19.081561981521006,3.6652360612732133
90003_30,10.513426021754803,21.951359891892288,3.363677650135315
90003_31,9.348617183716327,24.421402661741624,3.0031124071608573
90003_32,8.521143449414618,26.186186626724517,2.724362508458478
90003_33,7.552504007840311,28.98795394116399,2.2947654978912655
90003_34,6.517438506896465,31.625517782006916,2.0521871405851986
90003_35,5.647320228571852,35.02267695755929,1.8642625967191926
90003_36,4.9051895378504735,39.12447018069794,1.7945453740936654
90004_00,15.65,29.5,2.35
90004_01,16.3,29.0,2.6
90004_02,15.1,30.0,3.1
90004_03,15.2,32.0,2.8
90004_04,15.306229690017279,30.004962569995044,3.239994503800815
90004_05,14.33061567923438,31.594723527259696,3.398228510753521
90004_06,12.351901208084268,36.11234257484488,2.789072819466833
90004_07,11.177825820778454,39.36362632228968,3.10207211379568
90004_08,10.23057214317305,42.887057929955816,2.5816695471623743
90004_09,9.226530509742439,44.58082233100284,2.2104362559848645
90004_10,8.875334727516874,45.45166301777672,2.4030663451495173
90004_11,8.217476183812387,47.77497150999194,1.8749679984933392
90004_12,7.791561894158131,49.73802494452444,2.0068745459166015
90004_13,6.423544730597864,56.99641073646089,1.360242686436789
90004_14,4.995292304265588,62.8086970810642,1.1419946192436727
90004_15,3.3036838672027256,66.97251705653504,1.1118578426178705
90004_16,1.7933596912545822,71.09895636337252,0.988749744195499
90004_17,0.5615890049083064,73.22357438923687,1.0605254509173443
90004_18,-0.1808367132843396,77.14714388644065,0.9874335673734581
90004_19,0.013097119725783984,78.37317565966653,1.0597836768476898
90004_20,1.0206467507685788,75.03518316969088,1.1813511343705332
90004_21,4.561140808594593,57.64208322030808,1.338423422820122
90004_22,8.377906082763522,36.98316683739558,1.7625651426536497
90004_23,10.2229863223716,26.196821607328086,1.976732844165489
90004_24,12.1447289371902,22.015015964249287,2.3367456172641865
90004_25,13.65399612434418,19.34650740697752,2.669312958074831
90004_26,14.826124033021776,17.49508410665457,3.1621165285648343
90004_27,15.564399002051218,16.296609060822835,3.2950806344329564
90004_28,15.981455378165498,16.23879754421941,3.3906724617413033
90004_29,14.920812397058537,18.4723501611457,3.2234461808530552
90004_30,12.572055028023206,25.111795871192896,2.739691565402031
90004_31,10.17326482816287,28.748855156116527,2.4564784235252244
90004_32,8.53661093644718,31.6857034511255,2.4241185406552135
90004_33,7.866740611617369,38.78524823382156,2.1562454286176953
90004_34,6.732048687071852,48.77308675506664,1.6827252160159103
90004_35,6.224457021657013,54.79248521727532,1.4202387205080262
90004_36,5.1022836095384765,60.25949163150355,1.2764519578388145
90005_00,15.7,24.0,7.1999999999999975
90005_01,15.7,25.0,7.1
90005_02,14.9,30.0,7.9
90005_03,14.9,32.0,4.8
90005_04,15.352130341675661,29.1852878676294,5.1714241175224664
90005_05,14.716258516105604,28.967058050202294,4.933543569433972
90005_06,14.099132034983398,30.147541301674583,3.442762068759894
90005_07,13.308255713341184,32.6204125296637,3.5094463219938383
90005_08,12.616555185159983,36.799914012966354,2.836355685495911
90005_09,12.054145301909076,39.17796990194118,3.3159663708885057
90005_10,11.635583377122417,41.17204416760794,2.988447173227025
90005_11,10.77247759063076,42.51998723281726,2.3689289370915962
90005_12,9.870069457074102,43.76579108263758,2.460210717143694
90005_13,9.147790264277138,46.44839981932962,1.741893362522564
90005_14,8.817538386114965,47.63685809213558,1.9617287680738533
90005_15,8.233246980152096,49.28092703128892,2.1613637808468686
90005_16,7.52271030332805,49.87912026532201,2.122522581503515
90005_17,7.010425693441914,49.84921511684373,2.254101494611214
90005_18,6.7325977899977065,50.11847107433109,2.3305459967973547
90005_19,6.189405907361456,48.88717276762348,2.088518932027722
90005_20,6.3443621230913365,47.58743556788736,2.03830140480664
90005_21,8.187010506530273,42.2231926624846,2.056063268315646
90005_22,10.570192356403199,34.2477253624002,2.4321942327565926
90005_23,12.426741711018044,28.297083255099746,2.9174580424143572
90005_24,13.450476898675474,24.58164170125938,3.636387938815452
90005_25,15.12072376586949,21.340119039359045,4.1782499892027865
90005_26,15.970063968045402,18.43465994248024,4.562494114709836
90005_27,16.73838144984575,16.724615007085948,4.699328591614091
90005_28,16.823091215737133,15.891394517368587,4.619274062114032
90005_29,16.019035411256894,16.74246833786768,4.236832653524398
90005_30,14.62916914410729,18.3216753073017,3.1585557472326955
90005_31,13.48826328857474,20.675218108934892,2.5570016288483224
90005_32,12.186336490783292,24.56873067191671,1.9183410322859107
90005_33,11.092331365049112,29.337286060443205,1.7454646292829157
90005_34,10.023421238618353,31.198839578285114,1.638715752846647
90005_35,8.905417091090863,33.50631174846874,1.7026384824564782
90005_36,7.872901102278527,37.22165140507349,1.3579491763758542
90006_00,14.7,24.0,2.15
90006_01,15.2,24.0,1.2
90006_02,15.6,24.0,1.6
90006_03,15.7,24.0,1.0
90006_04,15.769653328636194,24.71998843336531,2.497060793668685
90006_05,15.264174061855131,27.282074589229204,2.7956837594521504
90006_06,14.460913361526737,31.331534267046397,2.634167139668762
90006_07,13.360101934928867,36.920361286913504,2.9354387073476254
90006_08,12.532173084374735,41.066217076874565,2.25911062949203
90006_09,11.710311523478712,45.512050761688684,2.08432292296477
90006_10,11.084954624438987,46.73363655365409,2.3381781155543178
90006_11,10.670840941937282,48.404750673991146,2.1289657774425907
90006_12,9.948583953830543,49.29292686580384,1.9521172375373674
90006_13,9.121661083894372,50.92641169090794,1.484098335633508
90006_14,7.982959712359389,53.11271145276833,1.1996151793931646
90006_15,6.736605778175836,54.57313164583635,1.0604090477038974
90006_16,5.6684232406142625,56.85101717417171,1.2760474409528528
90006_17,5.036491280162778,58.88510169824092,1.457535322928949
90006_18,4.662518739878645,59.54046272910508,1.710463114715494
90006_19,4.577431674869494,61.371543500346974,1.7110557651749625
90006_20,4.323794797565419,60.91323794268891,1.6290447229523146
90006_21,5.259496751481611,58.66429407098315,1.681167408029529
90006_22,8.02488546673661,38.1911487175151,2.8297625276248977
90006_23,10.637574654188978,24.017489409256807,3.425596094253508
90006_24,12.805153960849763,19.101831784857925,3.1329609728584904
90006_25,14.1512457991657,16.03013528843293,3.0128159382828756
90006_26,14.908261258213079,14.724885704252385,2.914751727020139
90006_27,15.431468276505413,14.747672363715004,2.942110103302817
90006_28,15.095788203024581,15.310418730740667,2.7766156182817436
90006_29,14.048248857051345,17.517866129150466,2.521897286847648
90006_30,12.394291070300383,23.875608009475503,2.0052154989300437
90006_31,10.558715865547388,29.337697145309885,1.623759111542443
90006_32,9.037311157235267,36.009143016913775,1.540291592554037
90006_33,8.06486607011911,41.70942709039325,1.5098731953362
90006_34,7.31507461035674,46.05506916691119,1.3446673536596825
90006_35,6.397968171941551,48.06512692055117,1.274316388680443
90006_36,5.8938817599585995,50.70711544632739,1.1102699219788164
90007_00,12.05,33.5,4.85
90007_01,11.8,36.0,6.5
90007_02,11.2,40.0,6.6
90007_03,11.2,41.0,7.7
90007_04,11.393672626348827,38.80796779375975,6.72895030244856
90007_05,10.582221091458589,39.93710997074424,5.855156980443895
90007_06,9.51248842350917,41.3810355337067,4.714583117732705
90007_07,8.28309244076282,43.50006830688534,4.03028636174922
90007_08,6.869183833937479,49.827858475859784,3.075749454701676
90007_09,5.580394129663121,54.943643766100756,2.174074237979471
90007_10,4.171269215659061,59.60662303096982,2.0636698180224853
90007_11,3.026209170601672,63.51350612857454,2.257989600352835
90007_12,1.8638422623687294,67.35070752742094,1.94480578988748
90007_13,1.0589112294097023,69.35940321218851,1.5421158974144153
90007_14,0.5139912744748422,71.56080122337579,1.4123111379059037
90007_15,-0.060806973121380316,74.96049903654007,1.5067204247784833
90007_16,-0.8657085826278585,77.36173250085675,1.4570216180748854
90007_17,-1.5168399806769342,79.30782332697534,1.3700178264013196
90007_18,-2.1574317076246294,80.31919964996497,1.3046125158391193
90007_19,-2.524528093318276,80.20745022866845,1.3134822376550295
90007_20,-2.508159336247797,79.98841338959664,1.2646352329945456
90007_21,-0.11379487128876066,76.2857816025545,1.1852178981794694
90007_22,3.7229594518509628,58.77962616015032,1.0692217024028268
90007_23,7.744484525981188,42.13686613610079,1.2411874245445171
90007_24,10.72679217694211,29.886305589388183,1.6730097031534912
90007_25,12.61412631277983,21.33755987202917,2.4187056754381464
90007_26,13.557017628260779,17.839053833650627,3.481238969520447
90007_27,13.807813516882854,17.548131938673173,4.091924312392848
90007_28,13.70287168104029,18.213462020991827,5.405989973685626
90007_29,12.938055513098499,17.969716194497153,4.529136059950181
90007_30,11.372085581502642,21.69636722120008,3.474044459174363
90007_31,9.29092634716623,26.123466543344232,2.527640299790878
90007_32,7.62861790101021,32.11551421800408,2.012699524169892
90007_33,5.537454220449665,41.96343922986064,1.8371168255527224
90007_34,3.547809460357589,52.165002089510814,1.758201743469865
90007_35,2.002821803042517,58.319378295927734,1.589293131047641
90007_36,0.9488496196148395,63.04120580577711,1.4368192737991117
90008_00,4.050000000000002,53.0,4.45
90008_01,4.4,53.0,4.0
90008_02,4.0,58.0,4.1
90008_03,2.7,69.0,5.7
90008_04,2.892323892811276,63.091578725966585,7.005714077452524
90008_05,2.7948681090180574,60.61460784383865,7.692333795212353
90008_06,1.7588379334179414,59.69728289520159,8.64062143868342
90008_07,1.1335189315361747,57.649245073494384,8.31526620449815
90008_08,0.7046590156379237,55.732541727221836,8.403621002813725
90008_09,0.359555309400725,54.524496928180525,8.47603248843509
90008_10,0.09316999881988007,53.83344339192114,8.588958705498142
90008_11,-0.2307963650463309,53.189884947738825,8.314873416179413
90008_12,-0.5225497457750051,53.520897865736075,8.362328907810461
90008_13,-1.0317739041026581,53.667826435109866,8.553932284946365
90008_14,-1.5654366052135138,53.667826435109866,8.242972000825597
90008_15,-2.1379523623106573,53.65183900960242,7.965831066172072
90008_16,-2.578006693377409,54.364767479963234,7.479289706285054
90008_17,-3.05096067282197,53.86436009983756,8.084095592729081
90008_18,-3.6595994027100724,51.82138824269307,8.80630971928768
90008_19,-4.041658256502223,51.6366740079741,8.543550892495865
90008_20,-4.075539755527993,52.09023861329902,8.194618622904924
90008_21,-3.4161956065184738,49.784676279500765,8.034163774696228
90008_22,-2.0033996205690374,44.18964758767286,8.709472911384404
90008_23,-0.4692110520827095,39.36398994549143,8.318149488032129
90008_24,0.9769038921498098,35.020321043212185,8.041704806256206
90008_25,2.54453414123865,31.699828938118745,7.719421533637055
90008_26,3.989627365807008,28.77153871623589,7.480709916915433
90008_27,4.99057089958963,26.888761621886626,7.06546944459742
90008_28,5.656487627805715,26.10233305357448,6.826833151805932
90008_29,4.739523237438632,27.448142039616755,7.071578874027508
90008_30,3.141542729905866,30.180231961609117,7.528375584850272
90008_31,1.8939938526032623,33.94108897716454,7.412214356825931
90008_32,1.278036295277963,36.61950060811072,7.190547431048174
90008_33,0.9055006873208205,38.22453369710388,7.058369236474743
90008_34,0.5977214697381754,39.64519828748539,6.75718696825789
90008_35,0.1885443281647585,41.00457391418586,6.598616843344021
90008_36,-0.10406018670210475,41.76742387962268,6.393297576484921
90009_00,16.35,22.5,5.6
90009_01,16.3,23.0,6.1
90009_02,16.3,25.0,3.6
90009_03,16.5,27.0,5.5
90009_04,16.824758841047913,26.84286704092641,5.3460101768267965
90009_05,16.62632033230031,27.684740673622635,5.607515396175587
90009_06,15.79254668358772,29.631925790527113,5.266110619295541
90009_07,14.894024224185596,31.249861887721938,4.293325508503525
90009_08,14.038983984474587,33.8346542698111,3.8999275668696485
90009_09,13.268748806343709,36.046049464290576,3.4304965035558146
90009_10,12.633865102702444,36.95681115861814,3.3864630969147274
90009_11,12.198900501720392,38.70965259539065,3.38275265595352
90009_12,12.23578310606084,40.14893416795467,3.036633126330272
90009_13,11.856928481339574,42.13850239619321,2.620255826796586
90009_14,10.958303687226984,43.56004362594269,2.187305403113987
90009_15,10.093349997858594,43.68189078844824,2.1312898872005124
90009_16,9.585941646136096,43.07589157616148,2.110372435942191
90009_17,9.553049658861275,42.41696962272177,2.252424945338378
90009_18,9.745377850029065,40.66272905748797,2.3252066474009556
90009_19,9.803024256556867,39.64298836187666,2.6902406034001367
90009_20,10.285750331126332,36.90567576248072,3.0152395242776153
90009_21,10.693424059586084,31.81974385325699,3.744591287317662
90009_22,11.747385237565446,27.25147157631407,4.137672846479638
90009_23,12.649855244035656,24.40993826994024,4.020275048400809
90009_24,13.613867094855074,21.01793407840317,4.207568836888505
90009_25,14.617284721243584,19.063111548156556,3.946611656729905
90009_26,15.610960944348097,17.02187207312053,4.0197751769199686
90009_27,16.540780272970878,16.467578795185855,3.99182958653342
90009_28,17.090173520822404,15.46456971368597,3.929273800399249
90009_29,17.051516596915786,15.031125948145688,3.728795213481002
90009_30,15.953573292488043,16.305434500935196,3.042287348323638
90009_31,14.778835808257023,17.84517519099655,2.562843039380383
90009_32,13.890800635796078,19.820300348630067,2.4046334021762523
90009_33,13.045801325216784,21.7296470397145,2.352980880667797
90009_34,12.419872250001744,23.27046219605024,2.4114251467736887
90009_35,11.832739079716875,24.801351470017195,2.3484051480985966
90009_36,11.185250652016514,26.915040524449886,2.270026945971911
90010_00,13.2,27.0,4.6
90010_01,13.5,27.0,5.4
90010_02,13.3,30.0,2.6
90010_03,13.5,32.0,5.3
90010_04,13.602401705708944,31.981698854179722,4.509216983164136
90010_05,13.100902758674767,32.254334878722894,4.447378561851846
90010_06,12.512582645280874,32.09157356532446,3.8580258653565505
90010_07,11.918369727366992,33.62348795443889,3.476260623520668
90010_08,11.486589507395085,35.41037096351238,3.300108072497262
90010_09,10.839084614130297,35.64694950504905,3.133431462840856
90010_10,10.013146909445169,37.495847861419755,2.98068420724629
90010_11,9.51909621914579,37.17408284275092,3.0906043192324972
90010_12,9.038254496297647,35.994002242005095,3.014635715274876
90010_13,8.696832797404069,36.626125454779,2.4512603266559716
90010_14,8.112896334423446,37.7919917067996,2.861978176651012
90010_15,7.78226116714798,39.066941349278906,2.8141614554013503
90010_16,7.417671868292556,39.97059995893935,2.563620734129041
90010_17,7.0573085210417545,41.243732633106426,2.585092050599331
90010_18,6.780254172998324,42.202636547842495,2.388739601058255
90010_19,6.580540562160457,43.321979779998586,2.767508125755606
90010_20,6.684277753046972,44.73622143770506,2.782327799303306
90010_21,7.70964435488632,38.93887809608406,2.7343551498461864
90010_22,9.634787918347854,28.662192931033466,3.8237598738153435
90010_23,10.835556800052409,20.656631828061027,3.7954441009034396
90010_24,11.974902055459454,17.62503383671174,3.7814156591354777
90010_25,13.002898342659062,15.057142867689086,3.8708552193255583
90010_26,13.896229293588782,14.722625473255452,3.8877428097135245
90010_27,14.28050722698643,14.721590149794011,3.7636520569426977
90010_28,14.468127228638854,14.55755702550857,3.752615728156477
90010_29,13.845308968291079,15.306028248388593,3.5219568706284257
90010_30,12.775158837577385,19.0541469009676,2.9195270215612665
90010_31,11.596368768468242,21.87573355117175,2.708852288353661
90010_32,10.82416847825134,24.320966269074923,2.2377208892477496
90010_33,9.81664162905215,27.267320533316198,2.1411087570193876
90010_34,8.73672978210253,30.875947954640903,2.13892095382835
90010_35,7.820545575741535,34.89567982724077,2.149578052258945
90010_36,6.883981957613278,39.22841282004979,1.9341167116528903
