FORE_data,t2m_catboost_q,rh2m_catboost_q,w10m_catboost_q
90007_26,15.570781436925449,41.85331192226376,1.981589420025376
90007_27,16.192318597071488,39.313603986944074,2.7648845049924953
90007_28,16.20485195726356,41.19165451228022,4.0538272027393925
90007_29,15.118098681335255,43.458547852610884,4.698418255703765
90007_30,13.720581559158527,48.363521754364754,4.087911434028857
90007_31,11.744443459983433,54.14280093585705,2.918499503362657
90007_32,10.20908890155242,61.28903213086141,2.1150935454140805
90007_33,9.007621597050319,68.47059535987006,1.9215395920234073
90007_34,7.6130730229359385,73.73502891767944,1.7216942561128186
90007_35,6.63982914508247,78.3950861513782,1.4834946198331325
90007_36,5.924882423906739,83.31738981309135,1.320879919033043
90008_00,8.2,53.0,1.8
90008_01,9.1,52.0,1.7
90008_02,8.4,55.0,3.4
90008_03,8.6,56.0,3.3
90008_04,8.381693070992327,56.54004264528538,3.1482523356601573
90008_05,7.584493756039298,61.04638304734523,3.2020291077035066
90008_06,6.4739366694075535,65.50111332534178,3.416918209134418
90008_07,5.715793568852311,68.18921884048764,3.441587916779769
90008_08,5.120007491537216,70.64323162851724,3.581919788492361
90008_09,5.067038279097695,71.65840698078,3.7016007628146257
90008_10,4.857157131575311,73.08420489150744,3.7803935237994883
90008_11,4.743729045429466,74.54970962195569,3.7355950430653215
90008_12,4.297519927887647,75.7682898644593,3.669619781273448
90008_13,4.036870250209315,77.55980809439421,3.5182818637243223
90008_14,3.9385740019233255,78.5325827589587,3.2921356203061887
90008_15,3.7606035050678495,80.04904993823315,3.160518700707235
90008_16,3.861657865442925,80.87453908349161,2.8915729706170725
90008_17,4.028125733075804,79.9062350821681,2.7439490343176907
90008_18,4.075288538131635,80.06367906385611,2.6460884553396764
90008_19,4.3322494174241575,79.82284124689988,2.560912463279233
90008_20,4.473821823235132,79.55717887795117,2.4629204621654543
90008_21,5.448508183357901,78.34125530803118,2.2589350795226437
90008_22,6.586438765963836,75.32695498437899,1.965767592837915
90008_23,7.631916475563905,71.9467042213776,1.827412593422345
90008_24,8.775713374015437,67.08554252907307,2.009233261158464
90008_25,9.57942965172719,64.63743160719929,2.3016039312537058
90008_26,10.151349739748094,62.01127031562085,2.516932867787453
90008_27,10.291358951110666,60.3663172478788,2.7721533682971975
90008_28,9.559395363214792,60.86307103562563,2.9320803740193924
90008_29,8.41049807108203,63.12412622857125,3.1771146397999215
90008_30,7.340681091530343,65.82918070767614,3.3065952981280984
90008_31,6.337987181089179,69.21767904184497,3.365869403321398
90008_32,5.5557441826236404,71.68587767397152,3.4551537812820237
90008_33,5.522558410849404,73.01066984659973,3.4194171664909043
90008_34,5.5128620030807785,74.369044576373,3.4138295533036174
90008_35,5.622535284073494,75.72097940588648,3.364511759911723
90008_36,5.651791674950625,77.4708603748232,3.28211639078081
90009_00,11.6,55.0,1.0
90009_01,13.4,49.0,1.2
90009_02,14.7,46.0,1.6
90009_03,16.1,43.0,1.8
90009_04,17.183301267798043,41.94497773682728,2.1538707697278787
90009_05,17.046691724969357,43.20662958894961,2.2248444055775227
90009_06,15.846354665577257,48.046914040954896,1.7119631024383788
90009_07,14.353749023798837,54.28681649513306,1.3961008176183245
90009_08,12.945723879385216,59.887765119657395,1.1685275639190669
90009_09,12.053475811609283,65.67255532067028,0.9975611619302734
90009_10,11.074638301823894,69.21662175382167,0.9699367609608062
90009_11,10.20463930734821,73.1245070675668,1.0227008602643728
90009_12,9.666232371876282,77.54628180382663,0.9616846685552727
90009_13,9.031859937327345,81.29987452976671,0.9213263984899029
90009_14,8.303304204329576,83.9268030152618,0.9050767079236137
90009_15,7.690238194738391,85.99742920050582,0.8791509821303176
90009_16,7.086392834655109,87.00884726105808,0.8941544734873718
90009_17,6.613124475246297,87.80069702333759,0.8877461681458059
90009_18,6.475835118688874,87.59801113011441,0.8820421985860775
90009_19,6.210825048665298,87.18103213175266,0.9017370848044394
90009_20,6.441158848756094,86.41604532627974,0.9386380977570473
90009_21,7.765499198774375,83.12745714844633,1.064289905189738
90009_22,9.513596122698447,75.50293798418765,1.1863941911639417
90009_23,11.29331930280172,68.41442202238083,1.4366311557998324
90009_24,13.05662994981651,60.6848915713402,1.5465753724304319
90009_25,14.460701048996357,55.986747951610916,1.8204570989029198
90009_26,15.794044321705066,51.34691873954826,2.2203405006886467
90009_27,17.23253382798811,48.8809111519919,2.5105775461648236
90009_28,17.85457703793343,47.420701240054726,2.7223206548360226
90009_29,17.632564946861702,48.24830720239748,2.4672334813920376
90009_30,16.59229981279271,51.834188720744116,1.9976781354181194
90009_31,15.167486304902303,56.5795779452607,1.5890123960824567
90009_32,13.814073234264946,63.005997008012194,1.3509928549908492
90009_33,13.057875958863363,68.2541542855858,1.2214818053303582
90009_34,12.303942766448698,71.17024544611624,1.1629303670313584
90009_35,11.821407305482689,73.8049770349638,1.0800500425062207
90009_36,11.412402748876913,77.33729737007552,1.0333577628278778
90010_00,10.1,48.0,1.9
90010_01,12.9,44.0,1.9
90010_02,14.8,43.0,3.0
90010_03,16.0,40.0,3.8
90010_04,16.239691682680352,38.46382093890266,3.560335853438919
90010_05,15.028972602192693,39.70055033833775,3.2628226287901105
90010_06,12.965469404676078,44.163773234788806,2.5807599885373933
90010_07,11.29037586510253,49.30023406739905,2.135723202844099
90010_08,9.721052928990908,54.11920783264353,1.7177224865256275
90010_09,8.636598238494189,58.785851291981615,1.5997650194079325
90010_10,7.927354339271928,64.43034477319989,1.429223842376196
90010_11,7.223180602412636,68.26126706075573,1.3620057450646272
90010_12,6.800195230251908,71.82445000295243,1.3319309764275518
90010_13,5.743883692350229,74.79683233012561,1.2459613879378457
90010_14,4.882112594363729,76.61894235908768,1.1311739060517354
90010_15,4.118753582750273,78.81493992981821,1.0183055978007196
90010_16,3.6662885968125805,79.96319589411262,0.9429600721459767
90010_17,3.3945766300004285,82.29241285384677,0.8747202856599466
90010_18,2.9927892000007152,84.29720796372355,0.8334992459001246
90010_19,2.5650910566028977,87.23238341256449,0.7983552742423071
90010_20,2.19027485311001,88.00928458167786,0.7611357436371766
90010_21,3.713519810508275,84.02897380604647,0.7699506471000398
90010_22,7.052013430574851,73.73123729335887,0.9627374503758358
90010_23,10.517554432947497,61.70542987565334,1.0891385957044981
90010_24,12.936441242470803,48.57196311926987,1.436056822088514
90010_25,15.928473278209516,39.09340777266599,1.772075876853524
90010_26,17.2640014554283,34.07673859518433,2.1703400237624932
90010_27,17.774286901273843,33.333767610209954,2.571826261266324
90010_28,17.571243903463536,35.088606402441826,2.9859775822424584
90010_29,16.46673288237774,38.040499274996506,2.9323851946987394
90010_30,14.638187915515829,43.76937799230618,2.4562392479032327
90010_31,12.65617826029474,50.55469444550996,1.9604048271798242
90010_32,10.933375130011724,57.302494087796894,1.6333490568734537
90010_33,9.722508752747363,64.6433976540357,1.3617252439322889
90010_34,8.73539724899852,69.41136873078707,1.2682550080735528
90010_35,8.126495039215278,73.19021751993651,1.2245907974846004
90010_36,7.39429734965609,76.91405417751638,1.1622586278583333
