FORE_data,t2m_lgb_global,rh2m_lgb_global,w10m_lgb_global
90003_19,0.33575867140272053,70.28424956420696,1.5540958239647118
90003_20,0.20442425157259037,70.33756287406206,1.4086162523853496
90003_21,2.4646427908332735,60.79103407824198,1.5075563863481776
90003_22,5.641975961678591,46.91559467777063,1.6229186745159307
90003_23,9.439658113491351,33.542592721059734,1.7015913632250164
90003_24,12.019883634632144,26.734757774285526,1.924135448544063
90003_25,14.327224033120919,22.513481948693105,1.9701373101593485
90003_26,15.754985202195744,21.048028649977006,2.1167534031309256
90003_27,16.468379290463584,19.793066416728575,2.3761919202084982
90003_28,16.744077524801398,19.64527514716966,2.4036412156670672
90003_29,15.63656455941099,21.53880593652012,2.2785610791707387
90003_30,12.963055149267571,26.903804004283156,2.1027702282405887
90003_31,10.228021052838008,32.690464554546175,1.7924492895039839
90003_32,8.171285155943096,39.93609293204618,1.5066897488307243
90003_33,6.818350714909469,45.13185734347879,1.354110868129072
90003_34,5.504177315791894,48.6961094959018,1.2442638413171139
90003_35,4.441740646158611,53.0107024261246,1.2244305672569933
90003_36,3.5032487320914316,57.35228074679315,1.1740814738353273
90004_00,12.4,34.0,2.3
90004_01,14.1,30.0,2.4
90004_02,15.1,27.0,2.5
90004_03,16.4,24.0,3.0
90004_04,16.545024555186213,23.893957385557414,1.9684404229254644
90004_05,15.371295001225501,26.308171759511783,1.6295683120099396
90004_06,11.932652501463622,38.03398508396606,1.2031244727293808
90004_07,8.39314234377386,52.393496624521326,1.0277106406087213
90004_08,5.993760850732401,62.93570522628608,0.8676493765323726
90004_09,4.491239972989694,69.87387801759148,0.8307450602889359
90004_10,3.619920866025677,73.92595171717853,0.802509799960308
90004_11,2.8291764662050545,77.0868950848501,0.8124124729006098
90004_12,2.1745530759319807,79.75751379255948,0.8413012197977691
90004_13,1.6678865292293854,81.99586070001611,0.8475055415854398
90004_14,1.2869404681277457,83.98578522874779,0.8697595496423359
90004_15,1.1196901538209065,85.39521010184757,0.9053983530009749
90004_16,0.7923089231529331,86.63561239346815,0.9418523702211485
90004_17,0.7970271721227518,87.93833160471833,0.9295730172021268
90004_18,0.7974350683074398,88.76148948522581,0.9494169285294795
90004_19,0.8364161280645124,89.19529419875802,0.9531707226263408
90004_20,1.036605364946214,87.72577310003723,0.9053617396975082
90004_21,3.569944555729583,80.8728592370161,0.9605939454006303
90004_22,7.405997271443111,63.93350917702862,1.0719345579647408
90004_23,11.57336790123481,45.290633759019215,1.1709256501611536
90004_24,14.355099849410028,32.580835712068136,1.382932967313257
90004_25,16.16763337372451,25.059670153859916,1.2659582107847063
90004_26,17.19368707360986,21.16544162948263,1.2393539662320665
90004_27,17.498474507202683,19.23780668184073,1.254210275402835
90004_28,17.68817692394097,18.631226850074015,1.231732645760228
90004_29,16.815760247250708,20.90540083970874,1.2024365062355102
90004_30,13.179151498060346,28.921161756095632,0.9493500194186694
90004_31,9.48146046682286,43.510891425951456,0.8294013845453765
90004_32,7.1536681203125045,56.94755652486494,0.7442731569663731
90004_33,5.403379626262884,64.3442831372516,0.748808039692344
90004_34,4.32304574292836,69.6930008024952,0.7613485249264478
90004_35,3.4330523241050157,74.07930186545735,0.8050197932500222
90004_36,2.916677681801114,77.71290746619583,0.8308060317528649
90005_00,14.0,31.0,1.2
90005_01,15.5,26.0,0.9
90005_02,17.0,23.0,1.6
90005_03,18.3,17.0,0.9
90005_04,18.113160011264547,17.314821470227038,1.5550559946071405
90005_05,17.255409244194052,19.157093993702457,1.629521137552762
90005_06,15.875974017793494,24.156630267829826,1.2558822028063787
90005_07,12.652885848983795,33.16127984282297,1.0353233039553806
90005_08,10.334904992774488,41.40278147823869,0.9667580681367673
90005_09,8.639910470208482,46.95550403697147,0.9480743550744365
90005_10,7.587686725023415,49.95983555913659,0.9564359455199231
90005_11,6.85294357775424,51.829358360947374,0.9914814882017701
90005_12,6.434985397772029,53.975222354986634,1.0258398670850513
90005_13,6.008395342490301,55.93485027258777,0.9927802527511802
90005_14,5.643974651452364,57.74095294212671,0.96647151766199
90005_15,5.0316331998201616,58.88673591399281,0.9839666785638563
90005_16,4.515441855948851,60.23046632696446,0.9578426657032992
90005_17,4.120163929618953,61.54579186234522,0.9380561894635407
90005_18,3.908353386444842,62.79669796139606,0.9890976319730853
90005_19,3.8775074845298207,62.78605866571161,0.9749686066526181
90005_20,4.463710103645107,60.69684443743708,0.9469755709852001
90005_21,6.618214558542959,54.59929623889932,0.9092781466201022
90005_22,10.190580009872104,44.68828905742721,0.9417131780420118
90005_23,13.072588532803374,34.87153928008539,1.0267210180846604
90005_24,15.217282746004967,28.066009621972665,1.1544155928956672
90005_25,16.692610324171106,24.082749464037732,1.32004452892911
90005_26,17.60374117880326,22.293282232819646,1.620408538022697
90005_27,18.063775215988684,21.407408392287955,1.7331589826241844
90005_28,18.054178738237013,21.60284864525333,1.6384820302531806
90005_29,17.28000339490532,24.234113458278543,1.4922480068208583
90005_30,15.577880257732371,29.779105716653678,1.2010397531535992
90005_31,12.385815813862633,38.64091589570777,1.007738822602848
90005_32,10.026859379196669,45.59940058624073,0.9402197134113526
90005_33,8.736485345269468,49.639336977027824,0.9246261573885415
90005_34,8.218396333144003,52.415851343057085,0.9188737814481125
90005_35,7.395817271100178,53.89360776023969,0.9371064284658668
90005_36,6.721663146855339,56.22834238760455,0.897976383087005
90006_00,14.0,29.0,1.4
90006_01,15.8,26.0,2.3
90006_02,16.2,24.0,3.2
90006_03,16.4,25.0,1.6
90006_04,16.34471843524611,25.360375374134133,2.062261311575163
90006_05,14.935943891053082,28.054905646918932,1.7453182841714099
90006_06,12.480878835498032,35.588712879371016,1.2953049001937922
90006_07,9.672966466416012,48.466961911381276,1.0382061936852978
90006_08,7.450709383265544,56.91678936490317,0.9327042798411409
90006_09,6.158168466097458,61.32747042766273,0.9241723976317386
90006_10,5.237924147888517,65.76680922688485,0.8985398491982356
90006_11,4.550816074037903,68.65524718562341,0.889847327773605
90006_12,4.154904107686658,71.47922665058859,0.8709291617635685
90006_13,3.722606186203024,73.72864621510878,0.8742666007024159
90006_14,3.137787810780134,75.52252697383241,0.8705504717294409
90006_15,2.669194176941045,77.61341466669933,0.783928825110734
90006_16,2.2470004835726205,79.2387601673693,0.767932709647005
90006_17,1.6400839680350725,80.15584209248745,0.7782292952956305
90006_18,1.2772142609087618,81.06699224899593,0.7990491366583693
90006_19,1.116266255478256,81.46846819677572,0.8225886348087421
90006_20,0.9930344943510084,79.86483924379975,0.8281086442526422
90006_21,2.3885545520322773,74.15842761262014,0.8253153342788874
90006_22,5.380848686275669,58.8613330276637,0.8602390236006908
90006_23,10.78041719469665,41.13061542946556,1.0767333298090414
90006_24,14.210108986440847,30.78512572222569,1.3412409602359219
90006_25,16.267422056550323,26.122402211281035,1.7102119774751785
90006_26,17.183291267168592,24.7718438677011,1.6911743179365584
90006_27,17.280483551479385,25.489132920425252,1.7367833983763759
90006_28,17.166500325490777,26.503410716877333,1.629258019055888
90006_29,16.043118591603992,30.254410002980958,1.4968220501078924
90006_30,13.33406037273211,37.86366010843543,1.2295775825800126
90006_31,10.126301722833118,49.42711669918259,1.0645359976349527
90006_32,8.189470413810906,58.70948519732398,0.9131722566716386
90006_33,7.046183205391285,64.49597630388705,0.9081798913038193
90006_34,6.2295734958429945,69.34093370813522,0.8863840170466935
90006_35,5.504017744793855,72.30234841698609,0.85002885540464
90006_36,4.8444592843600205,74.84609614546898,0.8541711351894619
90007_00,8.8,35.0,1.3
90007_01,11.7,27.0,1.7
90007_02,13.5,22.0,1.4
90007_03,14.7,21.0,1.2
90007_04,14.915384520360977,20.78964514343137,1.9388504686788461
90007_05,14.20953847906922,22.01581879552117,2.116125832093087
90007_06,11.97921927553011,26.745977395037016,2.017078785254744
90007_07,9.637585201646367,34.33944359590076,1.7592066604883367
90007_08,7.144229118020937,43.509060591955475,1.412712541216601
90007_09,5.156843762097329,50.59904795230021,1.1923783103272447
90007_10,3.6273681922738215,56.69096560574099,1.1081427413476275
90007_11,2.2548711775524475,61.927240720361816,1.088673854256213
90007_12,1.0848097739486886,66.35153105869583,1.061015672972843
90007_13,0.07907592323407968,69.43856125127176,1.0277320822791889
90007_14,-0.7648771773619222,72.59590126949688,0.9833049628919608
90007_15,-1.4396053444775903,76.64597729548915,0.9529179895716003
90007_16,-2.0742276385628973,79.94559622043597,0.9212253612988539
90007_17,-2.7449661233360123,82.40963118031245,0.9087838853404107
90007_18,-3.5439464467752746,84.8083322738232,0.9087838853404107
90007_19,-4.321838639265056,86.72993518888848,0.8928474790713808
90007_20,-4.665063657340727,87.29537111176893,0.8466826182191917
90007_21,-3.476249163225054,81.04205914878396,0.827077190647813
90007_22,0.1624414607842251,64.29473307476808,0.8783148913611726
90007_23,4.414232485000428,45.97885613337196,0.9312441309220246
90007_24,8.255461256909998,31.61659243817783,1.1228928769069424
90007_25,11.872273538528798,23.89360767699311,1.3767215457493631
90007_26,14.214102049959997,20.336058158853646,1.5998698193106065
90007_27,15.554304939946809,18.16802658966916,1.7562890871758052
90007_28,16.090371797820204,17.48677777264201,2.0534395483078614
90007_29,15.061678021392083,19.374448094115955,2.32113866599824
90007_30,13.256511238736945,23.45869888573176,2.7853804880225104
90007_31,10.879138982211638,29.704365740069303,2.443800176621768
90007_32,8.311974288905457,39.66502976247901,1.7570869371782973
90007_33,6.423234328380814,47.64806583593325,1.3849503105325074
90007_34,4.587433120020366,54.56390206655091,1.162789929176082
90007_35,3.2681847201444834,60.21200787061719,1.1068944622107906
90007_36,1.9506634061801131,65.0029409914505,1.08118416460494
90008_00,5.4,38.0,1.9
90008_01,6.2,39.0,2.0
90008_02,7.1,38.0,2.9
90008_03,8.5,33.0,3.8
90008_04,9.13749341089241,31.84252076542621,3.5488320809030887
90008_05,8.882081499449157,32.29318849440369,3.777862462027567
90008_06,7.566318238480222,34.64424884678043,3.8484964703164817
90008_07,6.515382808309424,36.848041203344536,4.237449285631784
90008_08,5.793074413915917,39.154594997985484,4.078337503985722
90008_09,5.0735795149012874,39.82912427390134,4.199141182586469
90008_10,4.751659449470529,40.08905133423197,4.277986525725693
90008_11,4.425466392219827,40.01820105773168,4.270227448607831
90008_12,4.096760442168696,39.82453862154557,4.1887717519463825
90008_13,3.92588856967409,39.882957222847985,4.00977154304771
90008_14,3.8776316383824017,39.82317148944677,4.023986066694259
90008_15,3.9207148766964015,39.83130139897153,4.059767491132286
90008_16,3.7902289817923434,39.847509369900486,3.937234516406696
90008_17,3.239666452353209,39.729750016480885,3.75358381458072
90008_18,2.7848164333654197,39.782863544227844,3.719835012140032
90008_19,2.430195278429299,39.44637211412279,3.578052939164758
90008_20,2.693063972146336,38.702009332775724,3.3738972977318697
90008_21,3.804075045166085,37.27683536747374,3.1037837811030187
90008_22,4.608112090045886,34.48294658541104,2.4866468457035222
90008_23,5.878807193841241,32.93368861317432,2.200916902976587
90008_24,6.9943018148815375,31.804494535763272,2.2715419123045266
90008_25,7.956434056414359,29.664096857274224,2.454299618703507
90008_26,8.90066396914205,28.26433597055527,2.3850845933244798
90008_27,9.29038077050248,27.886212910817754,2.436421544591859
90008_28,9.694194211519415,27.035207966560005,2.3897371311178657
90008_29,8.888190851644831,28.0717176316465,2.4817992864968215
90008_30,7.813472321554494,31.498532931606,2.8436117049591245
90008_31,6.710019314299217,34.8316974770695,3.0800278798873353
90008_32,5.760771123130527,37.078761130464244,3.234581466881127
90008_33,5.1148186187380835,39.26397157891802,3.299433617007295
90008_34,4.756705957763095,41.34528718357748,3.1987987214062823
90008_35,4.428409438563861,43.8815292688216,3.1244436132744937
90008_36,4.170463306179021,45.61316337227772,2.9812544284883833
90009_00,13.2,32.0,0.8
90009_01,14.6,27.0,0.9
90009_02,15.1,25.0,2.6
90009_03,16.2,25.0,1.3
90009_04,16.342609850408103,25.44193218603229,1.3974896256303282
90009_05,15.560106492490362,27.018598281171332,1.3700446713279
90009_06,14.196193036218979,32.31376620165701,1.135087615301206
90009_07,12.193621392092828,41.09435155396477,0.9821787157546833
90009_08,10.373659019532573,49.466545776759496,0.910205174580196
90009_09,8.983855721025382,53.40088977940614,0.9328085791855063
90009_10,8.096307975375002,57.68974525917334,0.9158178976045327
90009_11,7.239704630082736,61.05383458630136,0.9314534677428369
90009_12,6.3963005206627,63.53357763427988,0.9148467696936766
90009_13,6.038301854037754,66.35383971050479,0.8919840920024711
90009_14,5.687972822115674,68.50031925968288,0.8383120683397784
90009_15,5.286982069667722,71.50259558075068,0.8228396135885085
90009_16,4.8665220473006165,74.78763775996336,0.83307781876313
90009_17,4.609386318752391,77.08349113799945,0.8288712551815431
90009_18,4.370729898037076,78.7130582719417,0.8193010330988644
90009_19,4.06096629032189,79.96621670014918,0.8209507770082498
90009_20,4.503023615031644,77.89950834574212,0.872887546736494
90009_21,6.491403579729943,69.42905758560062,0.8763592952531307
90009_22,9.979113533024316,54.08115724967694,0.9515735619696669
90009_23,12.58897465707111,38.8194912115465,1.082790294047767
90009_24,14.728115513740672,30.018231720932256,1.1529687486583977
90009_25,15.912493133534161,26.213190227705795,1.3889366286093603
90009_26,16.874506901583523,24.444542395577233,1.3859694375892087
90009_27,17.35621299459412,24.202144542634624,1.4582619241124821
90009_28,17.675205704338076,24.717804665831444,1.6301621888480486
90009_29,17.072510147265465,27.15038242581802,1.6102975369163872
90009_30,15.759400429707663,32.98615382648511,1.2304893131159549
90009_31,13.18491539028986,41.100142185090164,1.0566046449321318
90009_32,11.205626182143511,48.72865101650015,0.9681724904562152
90009_33,9.644696651720572,54.28250184121187,0.903764359977036
90009_34,8.762118830718263,58.72903277591042,0.8962307402946045
90009_35,8.180008799217564,62.53525860432636,0.8861767893027258
90009_36,7.496151058447985,66.43897586522765,0.8908812415811838
90010_00,11.8,30.0,2.0
90010_01,13.8,26.0,1.8
90010_02,15.3,21.0,2.1
90010_03,17.5,19.0,4.5
90010_04,17.581224520587725,18.873960416230318,3.515359057989626
90010_05,16.891367180743604,19.306677262862166,3.1223569814508356
90010_06,14.554055224058898,24.253865997274346,2.1140202553849434
90010_07,11.469708327368782,31.763574218095265,1.4846303057416783
90010_08,8.849518861582768,44.79540541853511,1.1234646663914434
90010_09,7.0650147224185735,51.644200911873014,1.0132448390656001
90010_10,5.6785435525389065,57.28549130709582,1.0071672623267958
90010_11,4.447279692076442,60.389114514137184,0.9536555111985986
90010_12,3.353765217498914,64.03386737734928,0.8839886284615146
90010_13,2.769462866602733,67.07986262730184,0.7998417705781218
90010_14,2.0367563759398974,69.63211227595515,0.7919045809249047
90010_15,1.308519335958744,72.53047201677037,0.7512298552219752
90010_16,0.7224671693031369,75.442596709573,0.7846189534113541
90010_17,0.04341892683171761,77.06273100055353,0.7656639601360941
90010_18,-0.4973825485771076,79.01812273271227,0.7693802549334137
90010_19,-1.0706573466238807,79.97875996033787,0.7587689946269733
90010_20,-1.2470758063666791,79.04875681452118,0.764411226779052
90010_21,0.543624060504258,71.92808749900033,0.7716605864870335
90010_22,3.8438911163133165,55.52006289112189,0.8527483363046852
90010_23,8.492051113875338,39.456737238818086,1.0404327935052085
90010_24,12.060225652188105,27.571375806589266,1.3035314343590847
90010_25,14.578093675330203,21.472064448570226,1.617825641400704
90010_26,16.419330480455457,19.15384197875734,1.8055010102386042
90010_27,17.242267273725194,18.599980148578705,1.9078595976823336
90010_28,17.32361924704642,19.25127238358231,1.8355551686595932
90010_29,16.586586022121466,20.20266340537068,1.7053896102487496
90010_30,14.186518896103394,26.002631940678256,1.3361785187543902
90010_31,11.128641390497291,34.20155806766208,1.1259919751436682
90010_32,8.826751346855199,44.00511630673721,0.9522955126901305
90010_33,7.559677700138532,52.169247322720516,0.9691264421524359
90010_34,6.305720321542664,57.479560424142214,0.9686235218398321
90010_35,5.316910025482137,60.4045930280091,0.9392096922956583
90010_36,4.410046297848487,64.3113340260714,0.9323741608422021
