FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_prophet,rh2m_prophet,w10m_prophet,t2m_M,rh2m_M,w10m_M,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_29,8.229,77.44800000000002,2.357,12.36486487822908,49.36402386717727,1.8065611745275616,8.229,77.44800000000002,2.357,8.553952217102049,75.90933990478516,1.3616063594818115
90001_30,8.289,72.908,2.496,11.54500632075124,52.00004044071026,1.551962660913146,8.289,72.908,2.496,8.17371654510498,76.38285064697266,1.2379940748214722
90001_31,8.01,76.827,1.487,10.200174526558165,56.42556843464122,1.279527715381217,8.01,76.827,1.487,7.858641147613525,78.90557861328125,0.9921132922172546
90001_32,7.727,80.227,0.841,8.693878293808599,61.42582930298458,1.0704298462572164,7.727,80.227,0.841,7.664818286895753,81.44686126708984,0.8468832969665527
90001_33,7.465,81.866,1.402,7.379436008087405,65.73581819165202,0.9700755056976496,7.465,81.866,1.402,7.56404447555542,83.44541931152344,0.8695032596588135
90001_34,7.319,76.441,1.327,6.392785384584397,68.86331447189994,0.9602270220244836,7.319,76.441,1.327,7.367840766906737,84.55717468261719,0.9163015484809875
90001_35,7.315,73.571,1.232,5.651788850422816,71.16230140856443,0.9781873234771116,7.315,73.571,1.232,7.154582500457764,85.90882110595703,0.9260621070861816
90001_36,9.50340739814815,61.881532435185186,1.543747685185185,5.019354509643518,73.21965737614404,0.9675900618151174,7.215,75.726,0.8440000000000001,7.298204898834228,87.92037200927734,1.0372012853622437
90002_00,12.7,59.0,1.2,10.69117251909634,54.368702110081045,1.6769949920230327,14.592999,56.5425,1.2455001,12.7,59.0,1.2
90002_01,14.0,56.0,2.0,11.696749308062534,51.50009082586927,1.822432000736819,14.022,54.472,1.6965001,14.0,56.0,2.0
90002_02,15.7,50.0,1.8,12.518683637289822,49.45943435032145,1.982140469377076,15.239,50.941498,1.7995,15.7,50.0,1.8
90002_03,16.3,47.0,2.4,13.17188971483633,47.87542848456418,2.133953247382091,16.4365,47.61,2.3845,16.3,47.0,2.4
90002_04,17.585,42.648003,2.925,13.525093312407293,46.980162260311715,2.206096429465719,17.585,42.648003,2.925,16.320079803466793,47.81708526611328,1.8714128732681277
90002_05,17.886,41.778,2.132,13.39069913339135,47.425910448925855,2.129010819466742,17.886,41.778,2.132,16.257007598876953,51.843177795410156,1.6983370780944824
90002_06,14.8485,47.1925,0.8555,12.703829502556136,49.6296868240032,1.8988084837700776,14.8485,47.1925,0.8555,14.68855094909668,60.07149887084961,1.2775288820266724
90002_07,13.5130005,54.398003,1.405,11.618044181768875,53.27923489775549,1.5936994052364943,13.5130005,54.398003,1.405,12.752179145812988,69.58158111572266,1.0753413438796997
90002_08,12.275499,59.9635,1.6885,10.425059558521298,57.457051681726035,1.324961747139042,12.275499,59.9635,1.6885,11.3996000289917,75.94416046142578,1.0254782438278198
90002_09,11.842,61.012,1.62,9.370777395512787,61.24704203471479,1.162716604659315,11.842,61.012,1.62,10.58984375,79.395751953125,1.0112661123275757
90002_10,11.957001,59.905502,1.64,8.529708532897462,64.26241119600449,1.0986366206016438,11.957001,59.905502,1.64,10.018810272216797,81.40083312988281,0.9982108473777772
90002_11,11.5975,60.433,1.5350001,7.832862374205017,66.66458468242499,1.0727198846991783,11.5975,60.433,1.5350001,9.525697708129883,82.96096801757812,0.9933980703353882
90002_12,11.065001,63.314003,1.6665,7.194259512129973,68.76276822406354,1.033569177126601,11.065001,63.314003,1.6665,9.004488945007324,85.14887237548828,0.9864511489868164
90002_13,10.047,75.623,1.607,6.5992570371642785,70.6565130928124,0.9758416355873236,10.047,75.623,1.607,8.68070125579834,87.83016204833984,0.9386389851570128
90002_14,10.703,81.34899999999998,1.121,6.079376794022435,72.25424696854297,0.9267354668181208,10.703,81.34899999999998,1.121,8.609578132629395,89.8729019165039,0.8784797191619873
90002_15,10.787,89.941,1.463,5.630812672670723,73.5421562488158,0.904964622370092,10.787,89.941,1.463,8.850849151611328,90.8448257446289,0.883540153503418
90002_16,11.209,87.46799999999998,1.467,5.194956931397504,74.69450675079167,0.8991872848516654,11.209,87.46799999999998,1.467,9.103622436523438,90.94820404052734,0.8676713109016418
90002_17,11.556,83.25200000000002,1.002,4.744723679076992,75.81362821937826,0.8872381826908735,11.556,83.25200000000002,1.002,9.147188186645508,90.94485473632812,0.7502781748771667
90002_18,11.409,84.81,0.279,4.390116714703767,76.55238131639811,0.8717031859280707,11.409,84.81,0.279,9.208670616149902,90.5224380493164,0.6834428906440735
90002_19,11.542,79.956,0.792,4.3721890770561185,76.09300037033431,0.8895121924487673,11.542,79.956,0.792,9.232270240783693,89.61175537109375,0.7352685332298279
90002_20,11.369000000000002,81.609,1.132,4.912275794376408,73.66019833739426,0.9813342159432892,11.369000000000002,81.609,1.132,9.253085136413574,89.14593505859375,0.8017014861106873
90002_21,11.334,86.43799999999996,0.828,6.031410793676074,69.19887791653967,1.1506348366348509,11.334,86.43799999999996,0.828,9.68064785003662,86.68122863769531,0.9709113240242004
90002_22,12.276,77.039,2.485,7.502607373853673,63.6029126185117,1.3555794200877014,12.276,77.039,2.485,10.545489311218262,81.99360656738281,1.227602243423462
90002_23,11.813,76.027,2.41,8.989136635126217,58.226014986309,1.5444830709945592,11.813,76.027,2.41,11.033429145812988,80.81330871582031,1.4864399433135986
90002_24,10.709,79.7,3.768,10.253809945905866,54.045412547271404,1.6999114315516282,10.709,79.7,3.768,10.673091888427734,82.40534210205078,1.7915492057800293
90002_25,9.904,81.73,4.272,11.259017124278905,51.17814000687379,1.8453450333827404,9.904,81.73,4.272,10.080048561096193,83.71281433105469,1.9930323362350464
90002_26,9.523,82.62,3.457,12.080587477364588,49.138814526827275,2.005049602438872,9.523,82.62,3.457,9.877276420593262,84.86336517333984,2.0121324062347408
90002_27,9.338,80.513,3.443,12.733435229523206,47.556131812224805,2.1568579899096525,9.338,80.513,3.443,9.92430305480957,85.28179168701172,2.0371778011322017
90002_28,9.128,78.794,3.239,13.086286168343687,46.6621807996999,2.2289962922688646,9.128,78.794,3.239,9.858148574829102,86.12288665771484,2.093087673187256
90002_29,8.761000000000001,79.843,3.279,12.951545012902539,47.109236165739354,2.1519053151328835,8.761000000000001,79.843,3.279,9.580544471740724,87.27413940429688,2.132739543914795
90002_30,8.515,80.119,2.893,12.264334103391766,49.314311589671924,1.9216971266732377,8.515,80.119,2.893,9.20002555847168,88.18070220947266,2.0753653049468994
90002_31,8.259,80.758,2.969,11.178213216817912,52.965150490005776,1.6165817115706482,8.259,80.758,2.969,8.882234573364258,89.71379089355469,1.991265654563904
90002_32,7.901,82.44200000000002,3.236,9.984898755539456,57.1442497850984,1.3478372349214314,7.901,82.44200000000002,3.236,8.70514965057373,90.9311752319336,1.9197025299072263
90002_33,7.8,81.078,2.745,8.930292497077215,60.93551424031673,1.1855847937941546,7.8,81.078,2.745,8.602272987365723,91.0813980102539,1.8561431169509888
90002_34,7.994,75.64699999999998,2.66,8.088905295817504,63.95214900315876,1.1214970328300575,7.994,75.64699999999998,2.66,8.44857120513916,90.74427032470705,1.8448429107666016
90002_35,8.071,72.608,2.46,7.391746569413298,66.35557949869022,1.0955720436629623,8.071,72.608,2.46,8.29572582244873,90.79925537109376,1.857818603515625
90002_36,9.954791680555557,65.2871158425926,1.4457384264814817,6.752836924510175,68.4550113654232,1.05641260838083,7.961,72.718,1.986,8.34578800201416,91.06595611572266,2.0227618217468257
90003_00,12.7,52.0,1.1,9.319478536226912,47.06107738364538,2.9057295910987966,15.1095,49.233,2.3545,12.7,52.0,1.1
90003_01,15.3,45.0,3.8,10.524708515037137,43.80290522384097,3.1109502889485654,15.0494995,44.622,4.2530003,15.3,45.0,3.8
90003_02,16.5,39.0,4.9,11.345377885832958,41.96686095242404,3.3248895780612284,15.5765,43.832,4.8485003,16.5,39.0,4.9
90003_03,16.7,37.0,6.4,11.842925093270571,41.007252193194105,3.5032099457475336,15.973,43.627502,5.2435,16.7,37.0,6.4
90003_04,15.808,45.098,5.4565,11.968937263020171,40.825956764316686,3.5695625420118944,15.808,45.098,5.4565,15.761541366577148,43.24814987182617,4.2853050231933585
90003_05,14.941999,49.2215,4.941,11.61603132214362,41.74007130254322,3.4648370536453377,14.941999,49.2215,4.941,14.739434242248535,48.4779052734375,4.08012056350708
90003_06,12.4,60.27950300000001,3.0010000000000003,10.77018681676896,43.96654038825552,3.1923812624732704,12.4,60.27950300000001,3.0010000000000003,12.962532043457033,55.15375137329102,3.4152190685272217
90003_07,11.2815,62.6055,2.4930000000000003,9.597578929556745,47.205012158095705,2.8224319136496563,11.2815,62.6055,2.4930000000000003,11.352033615112305,61.92947769165039,2.818830728530884
90003_08,10.397,65.733,1.3085,8.369428281992871,50.747777288374216,2.4524798958847103,10.397,65.733,1.3085,10.313648223876953,67.52623748779297,2.250002145767212
90003_09,9.713,68.658,0.588,7.292288483175651,53.98449549186178,2.155406127543848,9.713,68.658,0.588,9.575146675109863,71.77864074707031,1.838542461395264
90003_10,9.294,70.1485,0.92999995,6.402284421166987,56.781448961941365,1.9532779686010155,9.294,70.1485,0.92999995,8.992378234863281,74.98239135742188,1.5648256540298462
90003_11,9.29,69.9335,1.2055,5.6123171359249975,59.37819799912111,1.8288483042894503,9.29,69.9335,1.2055,8.55170726776123,77.44400787353516,1.3674025535583496
90003_12,9.0715,70.3215,1.246,4.8472148067935805,61.96264470292481,1.755108137466479,9.0715,70.3215,1.246,8.1038818359375,79.9996566772461,1.1870607137680054
90003_13,9.458,73.222,0.937,4.1222207226077225,64.40721022388415,1.7144427959985713,9.458,73.222,0.937,7.751373291015625,81.91797637939453,1.100582718849182
90003_14,9.809,72.972,1.235,3.4938580085495685,66.44189302143594,1.6972815122383331,9.809,72.972,1.235,7.5770812034606925,82.3643569946289,1.2148805856704712
90003_15,10.419,68.90100000000001,2.251,2.9582161477266613,68.03272936340964,1.6935579390066713,10.419,68.90100000000001,2.251,7.504416465759277,82.50090026855469,1.4501532316207886
90003_16,10.476,68.531,2.224,2.433886308573797,69.47612659115251,1.6944423633090409,10.476,68.531,2.224,7.461487770080566,82.37357330322266,1.6661595106124878
90003_17,10.862,67.199,2.817,1.8756556109064988,71.00674203976473,1.7047059653055918,10.862,67.199,2.817,7.469318389892577,82.15335083007812,1.8759700059890747
90003_18,10.998,67.87,2.967,1.4121373438430922,72.27120516458334,1.7487797835965804,10.998,67.87,2.967,7.529346466064452,81.69479370117188,2.0585219860076904
90003_19,10.566,72.804,3.536,1.3475183219010245,72.25935233346969,1.8568083131057604,10.566,72.804,3.536,7.664055824279785,80.2003173828125,2.290044069290161
90003_20,9.484,72.819,4.349,1.980886444935092,69.91678109856832,2.0385966222928267,9.484,72.819,4.349,7.570802211761475,78.74722290039062,2.5483219623565674
90003_21,8.977,73.355,3.961,3.374054613794401,65.00608641721118,2.270006180619668,8.977,73.355,3.961,7.423421382904053,76.17247009277344,2.6866648197174072
90003_22,8.597999999999999,73.251,4.3,5.266128665475435,58.47722427331511,2.5081701599768733,8.597999999999999,73.251,4.3,7.723194599151611,74.35114288330078,2.8832056522369385
90003_23,8.044,73.87899999999998,4.415,7.2163190126640036,51.98080357131502,2.72435815734221,8.044,73.87899999999998,4.415,7.787520408630371,75.08368682861328,3.0768754482269287
90003_24,7.5139999999999985,73.683,4.928,8.85931204239579,46.89274639923607,2.923461637849384,7.5139999999999985,73.683,4.928,7.212349414825439,76.7386245727539,3.3466520309448238
90003_25,7.0310000000000015,75.051,5.622000000000001,10.064095294120195,43.636620517672554,3.128691880699832,7.0310000000000015,75.051,5.622000000000001,6.563323497772218,78.59608459472656,3.6006374359130864
90003_26,6.87,74.017,5.408,10.884323471280238,41.80261278289305,3.342640162863264,6.87,74.017,5.408,6.3189945220947275,79.9308090209961,3.709971427917481
90003_27,6.5710000000000015,74.833,5.435,11.381435033678136,40.845030722376855,3.520968970613578,6.5710000000000015,74.833,5.435,6.175129413604736,81.63787841796875,3.714056491851807
90003_28,6.1670000000000025,76.569,5.121,11.507017121675633,40.66575205911726,3.587329452915068,6.1670000000000025,76.569,5.121,5.918818950653076,83.02690887451172,3.6384546756744394
90003_29,5.885,77.697,4.831,11.153686676912768,41.58187333477516,3.4826112955504622,5.885,77.697,4.831,5.636678218841553,83.9366226196289,3.5425398349761963
90003_30,5.456,79.21600000000002,5.002,10.30742325978782,43.810339035399934,3.2101622793358766,5.456,79.21600000000002,5.002,5.224771976470947,84.40047454833984,3.4952497482299805
90003_31,5.1629999999999985,80.10600000000002,5.399,9.134402066980076,47.05079720391657,2.8402191484581607,5.1629999999999985,80.10600000000002,5.399,4.922070503234863,85.14801788330078,3.4337341785430913
90003_32,5.01,79.684,5.082,7.905843733731843,50.59553842345446,2.470272790660501,5.01,79.684,5.082,4.8501691818237305,85.73489379882812,3.292959451675415
90003_33,5.174,76.306,4.676,6.828301882883755,53.83422231347802,2.173204123427329,5.174,76.306,4.676,4.916016101837158,85.35298919677734,3.2091314792633057
90003_34,5.2860000000000005,74.204,4.923,5.937901415644003,56.63313097562662,1.9710805057700496,5.2860000000000005,74.204,4.923,4.92011833190918,84.84735870361328,3.25630521774292
90003_35,5.28,72.881,4.8439999999999985,5.147543385020327,59.231824618869496,1.8466548220430623,5.28,72.881,4.8439999999999985,4.798718929290772,84.98197937011719,3.352142333984375
90003_36,8.317546287037036,54.77823150925925,2.46834722175926,4.382055983251061,61.81820525142018,1.7729180742553896,5.252000000000002,71.685,4.812,4.925086975097656,85.53140258789062,3.474186420440674
90004_00,13.2,61.0,1.3,10.185914961012527,55.9231553499193,1.4493002874260683,16.41,48.636497,1.8515,13.2,61.0,1.3
90004_01,14.4,56.0,0.8,11.218443304258669,52.7205842370105,1.540036688355683,15.675999999999998,46.878998,2.4515,14.4,56.0,0.8
90004_02,15.9,52.0,0.8,11.998640969305512,50.82664154494977,1.6329496682024274,16.626998999999998,44.565002,3.4190001000000003,15.9,52.0,0.8
90004_03,17.7,45.0,3.7094998,12.615636289026911,49.43025625004358,1.7105492781817868,16.854,44.853,3.7094998,17.7,45.0,3.7094998
90004_04,16.921501,45.344,3.679,12.922006420234961,48.64594741110016,1.7206360557293854,16.921501,45.344,3.679,16.426002502441403,50.47621154785156,1.764525055885315
90004_05,16.6255,46.5045,2.8185,12.647467143761544,49.35579211297658,1.6173334906995238,16.6255,46.5045,2.8185,15.517982482910154,56.34912872314453,1.4356907606124878
90004_06,12.279000000000002,58.682503,1.4280000000000002,11.665062093815365,52.245267236012964,1.4077955618781348,12.279000000000002,58.682503,1.4280000000000002,13.423367500305176,64.25326538085939,0.9449949264526368
90004_07,11.061,61.281998,0.6335,10.157336173968297,56.98661780526068,1.1599279931471551,11.061,61.281998,0.6335,11.232542037963867,71.97432708740234,0.6884863376617432
90004_08,10.5735,62.5835,1.1830001,8.527788730573883,62.33333354057851,0.9601037117415364,10.5735,62.5835,1.1830001,9.751129150390623,78.49436950683594,0.7150965332984924
90004_09,11.386999,59.317497,2.0235,7.140510905858124,66.99767872250837,0.8553910238871594,11.386999,59.317497,2.0235,8.831290245056152,83.07414245605469,0.8718090653419495
90004_10,12.0935,56.6615,2.6325,6.1189596652457015,70.47319969007664,0.8290026089705802,12.0935,56.6615,2.6325,8.264452934265138,85.79503631591797,0.98798805475235
90004_11,12.2285,56.6335,2.7325,5.359855084399221,73.09763712365185,0.8270926716298892,12.2285,56.6335,2.7325,7.873002529144287,87.44908142089844,1.0026391744613647
90004_12,11.8535,60.1975,2.336,4.7072462710299785,75.43751720073753,0.8090408282147263,11.8535,60.1975,2.336,7.44741678237915,88.8641128540039,0.9006052613258362
90004_13,10.562,71.679,1.362,4.0974314335276345,77.69811574101665,0.7753691090548871,10.562,71.679,1.362,7.131583213806152,90.34254455566406,0.7833095788955688
90004_14,11.219,73.542,1.081,3.5510409993580634,79.718597697464,0.7528481448235979,11.219,73.542,1.081,7.060083866119385,91.16734313964844,0.721307635307312
90004_15,11.595,72.565,0.774,3.0703060476595105,81.40706022220283,0.7585087861612629,11.595,72.565,0.774,7.046323776245117,91.00650787353516,0.7444998025894165
90004_16,11.79,71.539,1.42,2.5999125098011486,82.97829100772209,0.7817172348856261,11.79,71.539,1.42,7.036742687225343,90.89031219482422,0.8048503994941711
90004_17,12.06,72.021,1.29,2.1242727637717937,84.60705011228488,0.8008982776846311,12.06,72.021,1.29,7.120833396911621,91.13371276855469,0.8473830819129944
90004_18,12.344,69.8,1.629,1.7981618215809103,85.83244812333027,0.8138277001385592,12.344,69.8,1.629,7.220952033996582,91.48342895507812,0.8514475226402283
90004_19,12.077,71.994,1.4469999999999998,1.93667813196857,85.45431100694263,0.8465968329220794,12.077,71.994,1.4469999999999998,7.337027072906494,91.04173278808594,0.9731241464614868
90004_20,12.337,73.775,3.472,2.8138093033944216,82.26462342656947,0.9297910631281121,12.337,73.775,3.472,7.810839176177978,89.27007293701172,1.2579487562179563
90004_21,11.664,74.777,4.2639999999999985,4.421036614682227,76.10428820944182,1.065996439844716,11.664,74.777,4.2639999999999985,8.416355133056639,86.39546966552734,1.5141193866729736
90004_22,11.358,71.618,4.633,6.409697677784492,68.2883850846173,1.2230390897807708,11.358,71.618,4.633,9.084181785583496,81.98246002197266,1.6577266454696655
90004_23,10.925999999999998,71.602,4.685,8.294070965748956,60.91007493481331,1.3612267559236788,10.925999999999998,71.602,4.685,9.623295783996582,80.21204376220703,1.7508181333541868
90004_24,10.137,75.404,4.601,9.755358644473748,55.528049106608236,1.4670546725245617,10.137,75.404,4.601,9.672581672668457,80.57390594482422,1.8537166118621824
90004_25,9.662,74.923,4.927,10.787563244925597,52.327026168014854,1.557798081593469,9.662,74.923,4.927,9.410382270812988,80.48747253417969,1.981437087059021
90004_26,9.517,72.814,5.098,11.56744243850778,50.43462624582055,1.6507176863261084,9.517,72.814,5.098,9.343338966369627,80.79642486572266,2.066270112991333
90004_27,9.237,72.244,4.581,12.184124570592056,49.0397782274327,1.7283235383106963,9.237,72.244,4.581,9.40730094909668,81.7587890625,2.0826091766357417
90004_28,8.749,74.645,4.6160000000000005,12.490186810080536,48.257001083708104,1.738416175364324,8.749,74.645,4.6160000000000005,9.30854320526123,83.85545349121094,2.1279277801513667
90004_29,8.262,75.937,4.932,12.215344949758599,48.968371811502855,1.6351190877419235,8.262,75.937,4.932,8.961528778076172,85.55147552490234,2.190147876739502
90004_30,8.106,75.34,4.981,11.23264263547339,51.85936720382196,1.4255862546239244,8.106,75.34,4.981,8.613493919372559,87.0561294555664,2.1497483253479004
90004_31,7.961,74.983,4.3889999999999985,9.724624782194516,56.60223219886114,1.1777234003212238,7.961,74.983,4.3889999999999985,8.382722854614258,88.90670776367188,2.0478012561798096
90004_32,7.699,75.307,4.686,8.094790747413303,61.9504564300016,0.9779034524963672,7.699,75.307,4.686,8.202808380126951,90.33818817138672,2.0304410457611084
90004_33,7.474,74.056,4.652,6.707231684523108,66.61630409080786,0.8731947178502272,7.474,74.056,4.652,8.028682708740233,90.7907257080078,2.0469903945922847
90004_34,7.682,70.804,4.439,5.6854045694478215,70.09332143512603,0.8468098762074288,7.682,70.804,4.439,7.838057041168213,90.8741226196289,2.0176568031311035
90004_35,7.754,69.109,3.585,4.9260294883003874,72.71924905800573,0.8449031326932859,7.754,69.109,3.585,7.646760940551758,91.00284576416016,1.9425307512283323
90004_36,8.689768518518521,66.06189350000001,1.878636575,4.273155559101969,75.06061305167374,0.8268541041493981,7.667999999999997,68.718,3.0980000000000003,7.658978462219237,91.48651885986328,1.9528071880340576
90005_00,12.6,57.0,1.3,10.822286371930804,48.34141963614593,1.7987419074468702,14.645,56.72,2.236,12.6,57.0,1.3
90005_01,13.6,54.0,1.5,11.770567994325788,45.897238533985345,1.9990340433251303,13.599501,57.295,2.277,13.6,54.0,1.5
90005_02,14.2,54.0,1.8,12.522770117792527,44.070182821014356,2.133425440819721,14.317,55.355,2.05,14.2,54.0,1.8
90005_03,14.7,53.0,1.6,13.104445443393288,42.64645046618417,2.2036025453770707,15.025499,52.968002,1.7875,14.7,53.0,1.6
90005_04,15.831501,49.0925,1.6719999,13.404319443590266,41.85199132133742,2.1959820108568446,15.831501,49.0925,1.6719999,14.826258659362793,50.44388961791992,1.4764639139175415
90005_05,16.5225,46.901,1.3635,13.25845962238944,42.17248398951078,2.0832159333336584,16.5225,46.901,1.3635,14.898981094360352,55.15117645263672,1.293320894241333
90005_06,13.682,52.528503,1.4305,12.609793102496473,43.871708197046345,1.8580885993668448,13.682,52.528503,1.4305,13.603307723999025,61.363258361816406,1.1702297925949097
90005_07,13.3895,52.2465,1.7950001,11.588699984201346,46.671799629751405,1.5645285547362526,13.3895,52.2465,1.7950001,12.138651847839355,66.72048187255861,1.097751259803772
90005_08,13.2045,51.752,1.487,10.441540693092891,49.88409092804517,1.288006236974897,13.2045,51.752,1.487,11.30263900756836,70.59668731689453,0.9949269294738771
90005_09,12.8025,52.887,1.2,9.378288589618883,52.84997907761461,1.1052237708960406,12.8025,52.887,1.2,10.743967056274414,73.67375946044922,0.9165948033332824
90005_10,12.5835,54.975998,1.2275,8.47652854193379,55.28775913432076,1.034228325304519,12.5835,54.975998,1.2275,10.255359649658203,75.2296142578125,0.8900257349014282
90005_11,12.3815,56.5415,1.143,7.709701858652116,57.27853624968233,1.0293005168098146,12.3815,56.5415,1.143,9.878435134887695,75.8734130859375,0.8994778394699097
90005_12,12.1905,57.96700300000001,1.3594999,7.0414451869625125,58.994264051182356,1.0253124887696463,12.1905,57.96700300000001,1.3594999,9.539148330688477,76.77743530273438,0.8651831150054932
90005_13,11.727,63.492,0.55,6.4751354850109974,60.49057886734146,0.9912658492941516,11.727,63.492,0.55,9.27932071685791,77.711669921875,0.7594781517982483
90005_14,12.367,61.988,0.14,6.0163079516776445,61.751241267448556,0.9458194258289,12.367,61.988,0.14,9.105334281921387,78.2456283569336,0.6860383749008179
90005_15,12.16,65.27,0.496,5.615407121115818,62.85135268763747,0.9253009831214416,12.16,65.27,0.496,8.954898834228516,78.9963150024414,0.7164832353591919
90005_16,11.716,72.52600000000002,1.032,5.1873894234521725,63.960531287174476,0.9400418018825883,11.716,72.52600000000002,1.032,8.953526496887207,80.27141571044922,0.7485669255256653
90005_17,11.52,74.764,0.47,4.717955713311469,65.09900077267264,0.9638649776969044,11.52,74.764,0.47,9.054729461669922,81.37811279296875,0.7082551121711731
90005_18,11.456,75.54,0.542,4.3542680323261616,65.88437330952543,0.9663248137066892,11.456,75.54,0.542,9.155004501342773,82.0113525390625,0.661757230758667
90005_19,11.334,78.017,0.416,4.3648958830646,65.60182901785794,0.9534581685960528,11.334,78.017,0.416,9.240015029907227,83.15252685546875,0.643880307674408
90005_20,11.331,82.167,0.512,4.966592421824841,63.657205701809204,0.9738764995474416,11.331,82.167,0.512,9.480636596679688,83.91759490966797,0.6860920190811157
