FORE_data,t2m_obs,rh2m_obs,w10m_obs,t2m_prophet,rh2m_prophet,w10m_prophet,t2m_M,rh2m_M,w10m_M,t2m_seq2seq_global,rh2m_seq2seq_global,w10m_seq2seq_global
90001_27,14.7,19.0,4.2,14.531736976043954,53.05803516963338,1.921399284771378,14.436501000000002,20.7265,6.314,14.89405345916748,18.976408004760746,3.3476130962371826
90001_28,15.2,19.0,3.3,14.85558358234278,52.17892066051618,1.8642231950072536,14.224501,22.303,6.2515,15.057232856750488,19.284263610839844,3.0764577388763428
90001_29,15.0,20.0,4.5,14.69176355415383,52.712650976490686,1.6951922288242156,13.419,24.833,5.518,14.415857315063475,21.091222763061523,2.5902421474456787
90001_30,13.5,23.0,1.5,13.875170050215544,55.34027201675918,1.4403222176177817,10.9445,29.3985,3.789,12.864666938781738,24.511388778686523,2.1458494663238525
90001_31,11.5,24.0,1.7,12.533581085907116,59.7574027307176,1.167617458417643,10.387,30.486,5.25,10.9622802734375,28.82662773132324,1.994712233543396
90001_32,11.0,28.0,2.6,11.030505307348406,64.74926521444758,0.9582514601443516,9.2285,33.9465,4.5699997,9.169716835021973,34.449817657470696,1.7161308526992798
90001_33,11.1,29.0,3.5,9.719260948889707,69.0508552558909,0.8576306754711817,7.0880003,39.4715,2.0640001,7.711467266082764,39.449668884277344,1.307751178741455
90001_34,9.7,32.0,1.4,8.735785576041353,72.16995286583473,0.8475174332534747,6.2925,41.57,1.4269999999999998,6.658042907714844,42.45183563232422,1.0670024156570437
90001_35,7.1,42.0,1.0,7.997941467213732,74.4605419480196,0.8652146621760916,5.6815004,43.0445,1.339,5.846634387969972,44.80462646484375,0.9969859719276428
90001_36,4.6,55.0,1.2,7.368636578769916,76.50950151499346,0.8543560144235849,5.0670004,44.614,1.2885001,5.255839824676514,47.95066452026367,0.9034814834594728
90002_00,15.6,26.5,4.25,13.004583617740547,57.07742253626074,1.5519162125001558,16.483,35.225,6.2525,15.6,26.5,4.25
90002_01,15.8,27.0,6.5,14.014551408894055,54.19972201775343,1.6971022366772048,15.7145,29.9465,7.8669996,15.8,27.0,6.5
90002_02,16.0,27.0,3.7,14.840856885509089,52.14996774491471,1.8565629588491208,15.928999,29.528,7.9814997,16.0,27.0,3.7
90002_03,15.4,30.0,4.3,15.498414056976616,50.55685618362238,2.0081312296998286,15.967999,28.9455,7.767,15.4,30.0,4.3
90002_04,15.5,31.0,5.1,15.855948497109768,49.6524770308475,2.0800331450198817,15.3945,29.051,8.077499000000001,16.04364013671875,24.108705520629886,4.238691806793213
90002_05,14.4,34.0,4.8,15.725864712369225,50.08910572316601,2.0027095095821204,14.809,29.5,6.9565,15.737563133239744,24.33256912231445,3.74969482421875
90002_06,14.3,32.0,4.5,15.043284831714725,52.28375669880069,1.7722723905820033,12.900499,35.7075,4.7215,14.826669692993164,26.05994987487793,3.184703826904297
90002_07,13.8,32.0,3.7,13.961768421928037,55.92417413544869,1.4669317715046302,11.882999,34.3885,5.104,13.501751899719238,28.186580657958984,2.6543407440185547
90002_08,13.2,28.0,5.9,12.773031676509696,60.09285570955552,1.1979658161236575,9.904,39.8535,2.897,12.20648193359375,31.064905166625977,2.1481776237487797
90002_09,12.1,29.0,5.8,11.722976165297064,63.873706944194076,1.0354956200071628,9.2745,39.3585,2.7059999,11.412954330444336,31.2369327545166,1.924909591674805
90002_10,10.6,34.0,2.4,10.886112536420548,66.87993374331515,0.9711938261616612,9.9445,32.485,3.743,11.051717758178713,30.196147918701172,1.917630910873413
90002_11,10.2,33.0,4.3,10.19345000229745,69.27296228848152,0.9450585243764404,8.976,33.014,3.0505,10.676024436950684,28.61048889160156,2.0406818389892583
90002_12,7.3,37.0,1.7,9.559008965745539,71.3619989735573,0.9056924947613072,9.195,31.012001,4.6724997,10.26241970062256,27.259052276611328,2.3255786895751958
90002_13,6.1,42.0,2.0,8.968146328314894,73.24659573417128,0.8477528748060554,8.275,30.86,4.182,9.682819366455078,27.63433837890625,2.615142822265625
90002_14,6.8,36.0,2.1,8.452383746667891,74.83518091409644,0.7984378708672859,7.922999999999999,33.626999999999995,4.16,9.112384796142578,27.88447570800781,2.845845937728882
90002_15,6.1,38.0,1.5,8.007914923970487,76.11394157376536,0.7764614340003291,7.616,34.771,4.191,8.61681079864502,28.312068939208984,2.944079160690308
90002_16,5.5,37.0,2.6,7.5761319326279875,77.2571441932064,0.7704817461589435,7.209,35.725,3.702,8.128716468811035,28.9855899810791,2.906477212905884
90002_17,6.6,29.0,2.5,7.129948696717711,78.36711917969114,0.7583335349765543,7.239,35.69,4.323,7.771352767944336,28.658845901489254,2.9579775333404537
90002_18,6.9,29.0,2.0,6.77936883149953,79.09672785694106,0.7426026695565443,7.532999999999999,32.609,5.881,7.699195384979247,27.37865447998047,3.1684932708740234
90002_19,7.6,24.0,2.9,6.765445193081304,78.62820521486594,0.7602190467006915,7.412000000000001,25.829,6.714,7.7851314544677725,27.00221824645996,3.432234048843384
90002_20,6.8,24.0,2.9,7.309512628127083,76.1862648705485,0.8518516788868695,7.306,28.241,6.634,8.175117492675781,26.91656494140625,3.688057661056519
90002_21,8.5,24.0,5.3,8.432604883130445,71.71581018332812,1.0209661449615366,8.082,31.771,6.577000000000001,9.248153686523438,25.77782249450684,3.95351767539978
90002_22,10.0,24.0,5.0,9.907735077584087,66.11071532369108,1.2257278089845136,9.282,30.729,6.33,10.63882827758789,23.979982376098636,4.167224407196045
90002_23,11.4,23.0,4.3,11.398174133397006,60.72469349375389,1.4144517739997322,10.606,26.643,5.478,11.620758056640625,22.99733161926269,4.057850360870361
90002_24,12.4,22.0,2.85,12.666733241789162,56.53497287930065,1.5697036804129498,13.357,29.8835,2.5279999,12.821595191955565,21.51642227172852,3.531984567642212
90002_25,13.4,21.0,1.4,13.675802044768686,53.65858884354879,1.7149640579167318,13.055,21.205,2.0805,14.047019958496096,19.61226463317871,3.243906259536743
90002_26,14.3,21.0,5.3,14.501209674508619,51.6101592052013,1.8744986303854376,14.8955,19.796501,4.099,15.160560607910154,19.56021881103516,3.346289873123169
90002_27,15.1,20.0,5.9,15.157870181533045,50.018380325698786,2.026140246803698,15.3245,19.6805,4.225,16.003833770751953,18.77190589904785,3.3857944011688232
90002_28,15.4,19.0,3.8,15.514509180764868,49.11534179704816,2.0981150012819616,15.505,20.355,4.212,16.392507553100586,18.86269760131836,3.24024510383606
90002_29,15.3,19.0,5.0,15.3835312197463,49.553318950387364,2.0208636969461162,15.103001,22.2415,4.3325,15.929336547851562,19.9926700592041,2.940729141235352
90002_30,14.2,21.0,4.1,14.700058468297561,51.74932611878098,1.7904983993353183,12.8485,25.837502,3.455,14.477359771728516,22.538837432861328,2.52288556098938
90002_31,12.7,25.0,1.0,13.617650534217624,55.39110737356783,1.4852290903581724,11.2015,28.107,3.37,12.58366870880127,25.677330017089844,2.1507561206817627
90002_32,11.7,27.0,1.8,12.428023651891053,59.56116028476666,1.2163339322119544,9.76,32.3255,2.839,10.87552261352539,28.655935287475586,1.887042999267578
90002_33,8.6,39.0,1.5,11.377079431788225,63.34339026933575,1.0539340188744208,9.48,33.4855,3.1069999,9.806529998779297,30.953182220458984,1.748038411140442
90002_34,7.1,49.0,1.6,10.539328562784146,66.35100312414279,0.989701991837436,9.019,34.9235,2.9015,9.184316635131836,32.674911499023445,1.6310583353042605
90002_35,7.6,46.0,1.7,9.845780298051269,68.74542492308251,0.9636359393973258,7.9014997,37.31800000000001,2.1595,8.5841064453125,34.38492965698242,1.4904060363769531
90002_36,9.7,35.0,1.4,9.210455080866506,70.83586195276486,0.9243386401701359,6.898,39.114,1.661,7.865963935852051,36.66269302368164,1.3264559507369995
90003_00,12.95,29.0,3.1,11.7320249357722,49.24674286111175,2.8170388061786373,13.5455,36.5075,5.386,12.95,29.0,3.1
90003_01,13.2,27.0,4.2,12.942096512476132,45.97431606762282,3.0219709057683968,12.8295,31.2145,6.9700003,13.2,27.0,4.2
90003_02,13.8,27.0,3.3,13.767587474961307,44.12401837164524,3.2356239141724146,13.414,28.939499,7.917000000000002,13.8,27.0,3.3
90003_03,13.4,27.0,3.0,14.269936078432982,43.150158104833146,3.4136603332360287,12.9845,29.7485,8.816,13.4,27.0,3.0
90003_04,12.9,28.0,5.3,14.400729259865761,42.95461379318849,3.4797313273810087,10.9705,40.901,7.3565,13.01308822631836,23.795515060424805,4.436845779418945
90003_05,11.4,35.0,9.2,14.05258375862329,43.854482780650855,3.374726597749563,10.284,37.337997,6.9615,12.16791534423828,22.39193153381348,3.8506460189819336
90003_06,8.2,38.0,3.2,13.211478934249095,46.0667103537082,3.1019939404642423,7.930999799999999,39.032,2.6794999,11.159260749816896,23.64927864074707,2.9529805183410645
90003_07,7.8,35.0,3.6,12.043589783502808,49.2909453554386,2.7317701148409204,6.1210003,41.801,2.105,9.666950225830078,26.197065353393555,2.3472938537597656
90003_08,7.3,32.0,5.2,10.82013674310086,52.81947916740489,2.361546023698967,4.7125,43.745003,1.7,8.296500205993652,27.7514705657959,1.9909008741378784
90003_09,5.8,30.0,2.4,9.747673238504543,56.04197220652125,2.0642025994725257,3.7745,45.044,1.6115,7.292975902557372,29.33976745605469,1.8077157735824585
90003_10,5.3,32.0,3.6,8.862323974950508,58.8247073701541,1.8618072160774888,2.9055,45.0275,1.207,6.353253364562987,30.43660545349121,1.7561726570129397
90003_11,3.8,36.0,3.5,8.076989810490293,61.407245662256834,1.7371127725805082,2.2215,45.504997,1.3325,5.400425434112549,31.740711212158203,1.8647136688232424
90003_12,2.7,40.0,2.6,7.316498743792503,63.97748988439279,1.6631102856520124,1.911,46.527,1.6135,4.554099559783936,32.53245162963867,2.1121609210968018
90003_13,4.1,32.0,2.3,6.596093883937048,66.40786188855733,1.6221850968592637,1.28,46.399,1.85,3.7226693630218506,33.18133544921875,2.384451389312744
90003_14,4.2,28.0,2.8,5.972298177233824,68.42836083527115,1.6047664521550182,0.732,48.389,1.897,2.896862506866455,34.36763381958008,2.5203320980072017
90003_15,3.9,26.0,2.3,5.441200929183854,70.00502369181025,1.600788017897849,0.371,48.42100000000001,1.155,2.0914318561553955,35.49556350708008,2.47985577583313
90003_16,3.7,25.0,3.0,4.921393131502257,71.43425849853064,1.6014200945361068,-0.212,48.812,0.959,1.3128193616867063,37.16045379638672,2.431737899780273
90003_17,3.0,26.0,1.3,4.367661728369408,72.9507232884738,1.6114338755880313,-0.716,49.303,1.242,0.5566430687904358,39.65939331054688,2.457069635391236
90003_18,2.7,27.0,2.6,3.9086198343203096,74.20104821392887,1.655260412925069,-1.208,50.565,1.398,-0.04351899027824402,42.34355163574219,2.4998705387115483
90003_19,3.0,26.0,3.1,3.8484540903497866,74.17507033867858,1.7630442146497165,-1.104,49.681,2.213,-0.28373125195503235,43.693119049072266,2.636359214782715
90003_20,3.0,29.0,3.4,4.486252223839547,71.81838790985591,1.9445903623304288,-1.035,47.402,2.374,0.11610853672027588,41.522891998291016,2.706786870956421
90003_21,4.5,29.0,3.4,5.883826964257882,66.89359657855547,2.1757603384217474,3.794,33.913000000000004,2.298,2.3338143825531006,35.57450866699219,2.8710918426513667
90003_22,7.0,27.0,3.7,7.780283978288219,60.350653021446746,2.4136873277362203,5.815,28.737,3.825,5.516057014465332,27.74111366271973,3.476548671722412
90003_23,8.7,24.0,5.5,9.734833509394278,53.84016683454029,2.6296409400798493,7.638,25.165,5.062,7.955783367156982,23.827592849731445,4.1855549812316895
90003_24,9.8,22.0,5.1,11.382161776491197,48.73806079624068,2.8285126533239864,10.3295,29.491999,4.481,9.698328971862793,21.48773765563965,4.6647725105285645
90003_25,10.9,20.0,4.7,12.591256152005393,45.46790335631164,3.033513759316625,10.5815,24.210999,5.6470002999999975,10.971927642822266,18.877819061279297,5.154488563537598
90003_26,12.3,19.0,2.8,13.415771173478731,43.619882058898284,3.247235547578917,11.2245,24.4705,5.7985,11.965033531188965,18.737457275390625,5.4103827476501465
90003_27,12.4,19.0,2.8,13.917145135878453,42.6483051183071,3.425340516855921,11.4235,25.7435,5.952000000000001,12.538559913635256,18.269380569458008,5.5469322204589835
90003_28,12.7,20.0,1.9,14.046965015919369,42.45505094272934,3.491479828473308,11.215,27.411999,6.039,12.563425064086914,18.57218170166016,5.452870845794678
90003_29,11.5,22.0,3.6,13.697847592681208,43.357216757897966,3.3865431804944914,10.4395,30.002,5.308,11.926055908203125,19.795808792114254,5.087322235107422
90003_30,10.2,27.0,4.1,12.855772265149245,45.57174773249611,3.1138783659199087,7.8295,37.0405,3.0805001,10.387378692626953,22.622074127197266,4.40013313293457
90003_31,9.1,29.0,2.0,11.686914069732554,48.7982925906736,2.7437221410264057,6.568,40.809,3.0035,8.465879440307617,25.80110740661621,3.83674430847168
90003_32,8.4,30.0,3.1,10.462493482614024,52.329142595165216,2.3735654055715107,5.1055,45.889,2.455,6.9452643394470215,28.66592216491699,3.2673730850219727
90003_33,8.3,28.0,1.8,9.389063968476488,55.55395804429797,2.0762890888789216,4.1075,48.7685,2.1295,5.836059093475343,31.83940124511719,2.751906156539917
90003_34,6.6,33.0,1.2,8.50275027188053,58.339021716114324,1.8739605618211648,3.2885,50.346,1.6225,4.822124004364014,34.76815414428711,2.290165662765503
90003_35,6.7,33.0,0.3,7.716453290199341,60.92389449479428,1.7493327204493654,2.7220001,51.489998,1.382,3.8520298004150386,37.89514923095703,1.9844117164611816
90003_36,3.3,41.0,1.2,6.955001061119615,63.49647906254438,1.6753965783617102,2.262,52.057503,1.4380000000000002,3.2936251163482666,41.32347106933594,1.7913302183151243
90004_00,15.65,29.5,2.35,12.48692353304073,59.11610229379488,1.3563534845644472,15.296499,35.4935,5.0139999999999985,15.65,29.5,2.35
90004_01,16.3,29.0,2.6,13.523494526753776,55.90410754054575,1.4468600670027658,14.832001000000002,29.825,6.1110000000000015,16.3,29.0,2.6
90004_02,15.1,30.0,3.1,14.30771505590111,54.00072381023792,1.539545328225308,15.363,28.46,6.7965,15.1,30.0,3.1
90004_03,15.2,32.0,2.8,14.928713279864885,52.59488067492683,1.6169193245769216,15.296499,27.835,7.437,15.2,32.0,2.8
90004_04,14.2,35.0,4.6,15.239066182736256,51.80109778990232,1.6267825985228654,14.71,27.462502,7.266,15.279364585876465,28.89527130126953,3.2557795047760014
90004_05,13.6,35.0,3.9,14.96848937361916,52.501452836608685,1.5232586448689944,13.378,33.711502,6.6365,14.352309226989744,30.931568145751953,2.9623529911041264
90004_06,12.1,44.0,4.7,13.990026316154804,55.381423291404374,1.3135014472759727,11.073999,36.346,4.8640003,12.895956039428713,32.49674224853516,2.6187102794647217
90004_07,10.0,48.0,3.2,12.486221743971825,60.113254776776884,1.0654167343845633,10.737499,32.015,5.7639999999999985,11.340535163879395,35.13479232788086,2.416386842727661
90004_08,9.0,47.0,2.0,10.860574834653963,65.4504376093751,0.8653774381220984,9.607,34.690502,4.599,9.956537246704102,37.08969497680664,2.236292600631714
90004_09,9.3,34.0,3.3,9.477176562824154,70.10523666599343,0.7604518693426883,9.186501,31.7905,5.038,8.95346736907959,36.440284729003906,2.1916167736053467
90004_10,7.7,38.0,1.9,8.459483727084436,73.57119888271014,0.7338527119434599,8.871,32.364998,4.958,8.34914493560791,35.51579284667969,2.1922650337219243
90004_11,6.6,39.0,1.5,7.704216237190511,76.18606553714491,0.7317341749902341,7.8695,34.4705,4.2415,7.835537910461426,33.590038299560554,2.21509337425232
90004_12,5.4,44.0,1.2,7.0554230362039005,78.51636340331902,0.7134758791867291,6.9289999999999985,34.5875,4.3315,7.104794025421143,32.73445510864258,2.124431848526001
90004_13,5.4,45.0,1.8,6.449402168812855,80.76736889750666,0.679599859127938,3.5010000000000003,43.432,1.339,6.0317816734313965,34.10866928100586,1.8085500001907349
90004_14,5.3,45.0,2.1,5.906783899626423,82.77824756983917,0.6568767496535098,2.768,45.893,0.611,5.10847806930542,35.41633224487305,1.6340373754501345
90004_15,1.9,58.0,0.7,5.429799146203918,84.45709716861381,0.6623374054998522,2.145,47.455,0.969,4.4421467781066895,36.97516632080078,1.5985374450683594
90004_16,-0.3,65.0,0.7,4.963133679242537,86.01870598279827,0.6853480324850744,1.682,48.002,0.65,3.780517578125,39.92403411865234,1.548208475112915
90004_17,2.9,46.0,1.1,4.4911997171393265,87.6378346668393,0.7043334212133197,1.64,47.862,0.987,3.1431188583374023,43.63529968261719,1.5251728296279907
90004_18,2.0,45.0,0.5,4.168772113367438,88.85359440412675,0.7170693610949423,2.32,48.31399999999999,1.938,2.7870290279388428,48.48091125488281,1.5478454828262331
90004_19,3.6,34.0,3.7,4.3109491591818,88.46581175646006,0.7496471865455993,2.599,48.799,2.195,2.7396342754364014,52.12749862670898,1.5805058479309082
90004_20,3.6,38.0,1.6,5.191718306657671,85.26647198270149,0.832652288321909,3.133,43.323,2.884,3.250779628753662,49.65038299560547,1.7057749032974243
90004_21,6.3,33.0,0.8,6.802560679255892,79.09647850524074,0.9686707190740886,6.859,30.72300000000001,4.174,5.357182502746582,41.088783264160156,1.9827666282653809
90004_22,9.3,28.0,2.7,8.794813734685194,71.27091164791919,1.1255286089963379,8.497,26.799,5.3370000000000015,8.53183650970459,30.9501895904541,2.358930349349976
90004_23,10.8,26.0,4.5,10.682755792831358,63.88293288785749,1.2635337044729975,10.014,23.177,5.3820000000000014,11.083868026733398,24.16874885559082,2.595404624938965
90004_24,11.95,24.5,4.15,12.147588867532976,58.49123416561703,1.3691812430654586,13.186501000000002,24.9005,4.0699997,12.847064971923828,20.733333587646484,2.7028305530548096
90004_25,13.1,23.0,3.8,13.183315338796225,55.28053464275335,1.4597464700075018,13.448999,20.5635,5.674,13.963727951049805,19.31691169738769,3.0253412723541264
90004_26,14.6,22.0,2.8,13.966692728180055,53.37845503909421,1.5524900916285385,14.249001000000002,20.4625,6.2955,14.784496307373047,19.565021514892575,3.1961898803710938
90004_27,14.7,22.0,1.5,14.58684923229558,51.97392483481069,1.6299221625738036,14.5155,21.133999,5.9554996,15.39663028717041,19.59288787841797,3.185091733932495
90004_28,15.3,22.0,1.4,14.89636187244646,51.181463592693994,1.6398432236158331,14.222,23.2485,6.3565,15.489507675170898,20.42537879943848,3.0275897979736333
90004_29,14.9,24.0,0.8,14.624946294924753,51.88314890117992,1.5363767678890017,13.3315,25.936,5.9765,14.736798286437988,22.6953239440918,2.646992444992065
90004_30,13.1,27.0,1.6,13.645646000228375,54.76445814419645,1.3266767773644776,11.422001,30.352001,4.2865,13.156558990478516,27.34597969055176,2.142322301864624
90004_31,8.7,39.0,1.4,12.141005759119933,59.49763685024261,1.0786489790569531,10.3395,33.414497,4.447,11.192355155944824,33.345897674560554,1.8951334953308103
90004_32,7.8,44.0,1.2,10.514524786117716,64.83617524206555,0.8786663032542809,9.7895,34.6285,4.936,9.419757843017578,39.521728515625,1.8144419193267824
90004_33,5.2,58.0,0.8,9.130294092448931,69.49233810305486,0.7737970591587465,9.2505,35.719498,4.5895004,8.103081703186035,43.9666862487793,1.674471735954285
90004_34,3.8,64.0,0.7,8.111770513501243,72.9596722746982,0.7472539290674793,7.6514997,39.625,3.1265,7.052384853363037,46.72956466674805,1.4681785106658936
90004_35,2.2,71.0,0.7,7.355673995806006,75.57591893952059,0.7451911204525219,6.7970000000000015,41.792,2.725,6.162951469421388,49.56224822998047,1.3192569017410278
90004_36,0.9,79.0,1.3,6.7060535188694566,77.90760477686105,0.7269882524228106,5.98,44.1655,2.4045,5.500165939331055,51.99782180786133,1.1000677347183228
90005_00,15.7,24.0,7.1999999999999975,13.20481481168099,51.55698979280614,1.7722338225903709,16.487000000000002,34.115,5.2089996,15.7,24.0,7.1999999999999975
90005_01,15.7,25.0,7.1,14.157872490119875,49.10310856253145,1.972301698167994,16.066,28.42,6.117000000000001,15.7,25.0,7.1
90005_02,14.9,30.0,7.9,14.914827789410367,47.2663508379259,2.1064676975803587,16.2155,27.7955,7.477999700000002,14.9,30.0,7.9
90005_03,14.9,32.0,4.8,15.50123319919594,45.83291526636449,2.176418263280214,16.01,28.2955,7.5870000000000015,14.9,32.0,4.8
90005_04,15.4,31.0,5.6,15.805813981401279,45.028752378097735,2.168570046144985,15.409,28.111,7.3129997000000015,16.312679290771484,19.99546241760254,5.383716106414795
90005_05,15.0,31.0,4.5,15.664637430571618,45.33954145406497,2.0555751393117503,14.802,28.217,6.1324997,16.14775276184082,20.00365257263184,4.5421552658081055
90005_06,14.2,32.0,4.4,15.020630461183071,47.029062897551896,1.8302178264454507,12.4565,32.66200300000001,3.2385,15.10195541381836,21.61703109741211,3.658949613571167
90005_07,13.5,33.0,4.7,14.004172966111565,49.81945307152081,1.5364266504340864,10.684999,34.6395,3.1225002,13.510111808776855,23.39507484436035,3.029302835464477
90005_08,12.8,35.0,2.6,12.861625164752116,53.022045292583634,1.2596720459658393,9.146,37.392,1.675,12.09620475769043,24.627361297607425,2.6566321849823
90005_09,11.6,34.0,1.7,11.802960212583821,55.9782372216491,1.0766561350861157,8.809999000000003,36.4515,2.3769999,11.249401092529297,25.176454544067386,2.453296661376953
90005_10,11.1,31.0,1.7,10.90576277375036,58.406324589588,1.005426083818756,7.447999999999999,38.086998,1.3775,10.603460311889648,25.473350524902344,2.332557916641236
90005_11,11.2,30.0,1.9,10.143473953868348,60.38741322249064,1.00026250603403,7.3995,36.265,1.903,10.103601455688477,25.443416595458984,2.379328489303589
90005_12,10.1,35.0,0.9,9.479730198482304,62.093457421119226,0.9960375424037492,7.3889999999999985,35.055,2.387,9.645956993103027,25.47428703308105,2.5789589881896973
90005_13,9.5,37.0,0.8,8.917908265133017,63.58009418673139,0.9617527983796852,6.006,36.564,1.727,8.950470924377441,26.31286811828613,2.730867624282837
90005_14,8.9,32.0,1.0,8.46354315310764,64.83108476095087,0.9160670987799124,5.382999999999999,39.419,0.964,8.167919158935549,27.27326774597168,2.7246243953704834
90005_15,8.6,24.0,2.4,8.067079198311909,65.92153125089854,0.8953082057766387,5.145,40.803,1.283,7.522807121276855,27.79196548461914,2.6036531925201416
90005_16,7.8,24.0,2.0,7.6434726336683,67.0210524862749,0.9098073975320587,4.776,41.85,1.162,6.938270568847656,28.74740219116211,2.3607568740844727
90005_17,7.6,26.0,3.0,7.178424117792275,68.14987284318133,0.9333877671230422,4.59,41.57100000000001,1.198,6.370254039764403,29.888322830200195,2.118884325027466
90005_18,7.3,27.0,2.5,6.819095497481682,68.92560515557398,0.9356036152237779,4.511,39.582,1.39,5.980784893035889,30.861968994140625,1.976319432258606
90005_19,7.1,28.0,2.2,6.834056081649157,68.63343021120589,0.9224917980888784,4.799,35.973,1.827,5.937806129455566,31.395471572875977,1.9940077066421509
90005_20,7.6,21.0,4.1,7.440058834134994,66.67918648083753,0.9426637705136932,5.0710000000000015,35.719,2.258,6.55857515335083,31.808025360107425,2.0668807029724117
90005_21,8.9,24.0,5.5,8.627839806636514,63.09152408603051,1.0498944526021892,7.7810000000000015,37.723,1.908,8.376663208007812,27.25123786926269,2.1876792907714844
90005_22,10.2,19.0,4.0,10.139660917962255,58.625212843537504,1.256375591189083,9.92,27.82800000000001,3.608,10.708629608154297,20.06939697265625,2.882930278778076
90005_23,11.9,19.0,3.4,11.627135393187888,54.33053087755492,1.5198470065973058,11.567,19.827,4.285,12.301027297973633,18.28421401977539,4.034909248352052
